,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2021-01-20,128.62,132.49,128.55,132.03,104326068,668582,131.466833,217.98,225.79,217.2908,224.34,37777262,396268,223.51567,3181.99,3279.8,3175.0,3263.38,5309835,249048,3235.418078,858.71,859.5,837.28,850.45,25665883,627381,849.587955,1826.37,1899.7234,1819.51,1880.07,3222070,120830,1867.472711
2021-01-21,133.83,139.67,133.59,136.87,120531655,835011,135.861265,224.9,226.3,222.42,224.97,30772353,298736,224.891794,3294.96,3348.55,3289.5675,3306.99,4945004,225981,3317.493553,855.0,855.7199,841.4201,844.99,20613266,486213,847.115338,1895.34,1932.08,1879.41,1884.15,2932973,111405,1901.518941
2021-01-22,136.34,139.85,135.02,139.07,114460229,744054,137.853632,227.5,230.07,225.8,225.95,30174027,311532,227.814796,3304.31,3321.91,3283.1644,3292.23,2821914,132727,3297.977625,834.63,848.0,828.62,846.64,20066513,552890,838.590777,1891.46,1904.39,1876.495,1892.56,1637195,60873,1896.828082
2021-01-25,143.13,145.09,136.54,142.92,157699956,1226596,142.624963,229.04,229.78,224.22,229.53,33152112,396892,227.992309,3327.38,3363.89,3243.1463,3294.0,3749110,183630,3305.822388,855.33,900.4,838.8201,880.8,41148716,971903,873.339802,1915.12,1921.82,1859.16,1894.28,2529344,95174,1887.594759
2021-01-26,143.56,144.3,141.37,143.16,98390990,743292,142.844242,231.89,234.18,230.08,232.33,49169601,507660,234.104397,3289.84,3338.0,3282.87,3326.13,2955235,138616,3323.016212,891.68,895.9,871.6,883.09,23239818,607305,885.846197,1885.99,1915.75,1876.13,1907.95,1573078,66157,1904.156422
2021-01-27,143.43,144.3,140.41,142.06,142540886,1155720,142.349349,237.97,240.44,230.14,232.9,70958065,793740,235.21581,3337.45,3346.52,3207.08,3232.58,4712382,237933,3266.579925,870.35,891.5,858.66,864.16,27333955,896055,868.936011,1874.91,1880.47,1797.28,1818.94,4125631,173563,1830.850031
2021-01-28,139.52,141.99,136.7,137.09,142868160,1239482,139.186311,235.84,242.64,235.09,238.93,49111390,534424,239.333122,3236.14,3301.68,3228.69,3237.62,3149360,159389,3261.639641,819.45,848.0,801.0,835.43,26383788,935864,831.341042,1832.22,1887.99,1831.0,1853.2,2763905,97506,1859.80511
2021-01-29,135.7,136.74,130.21,131.96,177691993,1695309,132.737594,235.55,238.02,231.35,231.96,42504614,526303,233.923521,3224.0,3236.99,3184.55,3206.2,4298498,194087,3209.33465,827.77,842.41,780.1,793.53,35029668,1315024,805.060316,1834.02,1847.535,1801.5601,1827.36,2226513,88843,1828.441627
2021-02-01,133.65,135.38,130.93,134.14,106247923,924208,133.792282,235.16,242.5,232.43,239.65,33315153,401535,238.758565,3244.17,3350.26,3235.025,3342.88,4160295,208725,3307.902244,813.43,842.0,795.5601,839.81,25419892,817448,823.420381,1844.72,1915.54,1844.585,1893.07,2012603,98572,1883.401802
2021-02-02,135.6,136.31,134.61,134.99,83467122,689682,135.221505,241.06,242.31,238.69,239.51,25925275,299119,240.268236,3380.63,3427.74,3361.125,3380.0,7108702,349021,3399.086257,845.61,880.5,842.2006,872.79,24347313,712170,869.841359,1916.98,1949.37,1906.37,1919.12,3316630,135481,1948.74964
2021-02-03,135.56,135.77,133.61,133.94,89881134,699074,134.591682,239.8,245.09,239.26,243.0,27158104,289329,242.771049,3425.26,3434.0,3308.62,3312.53,7088784,335474,3370.089124,877.64,878.08,853.0646,854.69,18343510,565774,861.138473,2064.3,2106.6234,2013.55,2058.88,4894084,179312,2067.870142
2021-02-04,136.41,137.4,134.59,137.39,84186659,658084,136.186761,242.76,243.2399,240.37,242.01,25296111,269886,241.458344,3328.35,3347.0,3277.75,3331.0,3670663,179353,3312.418688,855.0,856.5,833.42,849.99,15812762,488969,844.533129,2064.38,2069.3,2035.1,2053.63,2429780,100655,2048.946882
2021-02-05,137.35,137.42,135.86,136.76,76395134,616047,136.65592,242.36,243.28,240.42,242.2,18055355,218268,241.728827,3322.75,3377.0,3302.71,3352.15,3620833,156676,3341.028243,845.42,864.77,838.97,852.23,18566637,503361,852.551977,2059.56,2095.94,2050.0,2088.83,1493256,67299,2076.634011
2021-02-08,136.11,136.96,134.92,136.91,71306129,614476,136.209492,243.3,243.68,240.81,242.47,22215735,219527,242.136761,3356.01,3364.9999,3304.0,3322.94,3257609,171438,3320.381831,870.0,877.77,854.75,863.42,20162538,577775,865.600914,2100.0,2115.0,2063.35,2084.52,1441595,74687,2083.371464
2021-02-09,136.71,137.877,135.85,136.01,76793392,536830,136.734624,242.07,244.76,241.38,243.77,23565883,210438,243.332031,3312.49,3338.0,3297.84,3305.0,2203828,126612,3314.79473,855.7,859.8,841.75,849.46,15157682,537355,849.223905,2074.8,2098.51,2070.0,2075.39,1095095,57794,2082.294613
2021-02-10,136.49,136.99,134.4,135.39,73046563,605206,135.480029,245.0,245.92,240.89,242.82,22255910,262696,242.751808,3314.21,3317.9548,3254.0,3286.58,3151553,158361,3282.176831,843.64,844.82,800.02,804.82,36216149,1269213,814.745419,2088.95,2098.88,2052.24,2086.48,1255082,58222,2078.917209
2021-02-11,135.98,136.39,133.77,135.13,64430059,547790,134.863104,244.73,245.15,242.15,244.49,15751060,187498,243.682599,3292.0,3292.0,3248.06,3262.13,2301417,128763,3264.916189,812.34,829.8799,801.725,811.66,21623053,634541,813.720906,2094.0,2094.0,2068.86,2088.75,1024031,54273,2081.36117
2021-02-12,134.28,135.53,133.6921,135.37,60145413,481811,134.52065,244.0,245.3,242.73,244.99,16561079,176508,244.161757,3250.0,3280.25,3233.31,3277.71,2335342,117764,3258.346716,801.46,817.33,785.3306,816.12,23768393,822151,800.968856,2079.77,2099.5,2073.57,2095.03,949525,43879,2089.318454
2021-02-16,135.47,136.01,132.79,133.19,80577056,741085,133.864335,245.02,246.13,242.92,243.7,26729632,242311,243.924598,3257.88,3308.3,3253.591,3268.95,2574721,138113,3275.088724,818.01,821.0,792.44,796.22,19802602,703338,803.631013,2091.75,2145.14,2091.75,2110.7,1550199,69421,2120.138933
2021-02-17,131.23,132.22,129.47,130.84,98145249,971321,130.590282,241.0,244.31,240.94,244.2,21673109,190810,242.6003,3262.15,3320.91,3259.4996,3308.64,3302114,159165,3298.761844,778.17,799.84,762.01,798.15,26080058,925853,781.230234,2093.98,2122.4434,2088.35,2118.62,1015178,54217,2111.079299
2021-02-18,129.22,129.995,127.41,129.71,96857495,859579,128.861045,241.86,243.93,240.86,243.79,16925784,191734,242.545201,3287.61,3338.0,3273.94,3328.23,3033614,150470,3313.371334,780.9,794.69,776.27,787.38,17960528,563102,786.468944,2105.0,2121.99,2093.33,2105.81,1128549,58486,2104.991762
2021-02-19,130.16,130.71,128.8,129.87,87669018,683765,129.766463,243.74,243.86,240.18,240.97,25262701,256310,241.530126,3328.23,3333.5,3245.75,3249.9,4305488,186662,3286.653088,794.69,796.7899,777.37,781.3,18968255,618580,785.726796,2107.79,2118.58,2083.43,2088.81,1896939,72933,2098.144862
2021-02-22,127.99,129.72,125.6,126.0,103918285,970016,127.045253,236.99,237.93,232.4,234.51,36466135,395991,234.714233,3208.13,3232.3199,3172.26,3180.74,3515681,194816,3194.875274,760.88,768.5,710.2,714.5,37270058,1355574,738.855442,2053.6,2080.33,2048.0,2054.26,1473318,75629,2050.971931
2021-02-23,123.79,126.71,118.39,125.86,158277674,1547499,123.307261,230.09,234.83,228.73,233.27,30228824,429055,232.066352,3131.02,3204.73,3093.6,3194.5,4677278,243839,3148.359184,661.5,713.6099,619.0,698.84,66706494,2040541,675.480629,2013.99,2072.5,1990.23,2060.12,1732899,110485,2034.326004
2021-02-24,124.98,125.56,122.23,125.35,111368100,965735,124.433546,230.01,235.2,229.0,234.55,26423141,303224,232.591796,3166.75,3171.23,3125.38,3159.53,3012276,174837,3153.340663,711.6,745.0,694.17,742.02,36766966,1004866,722.024299,2032.81,2088.32,2027.53,2083.81,1130437,67551,2066.793472
2021-02-25,124.64,126.4585,120.54,120.99,148200593,1365703,122.603878,232.08,234.5852,227.88,228.99,39543020,506086,230.634738,3136.19,3178.26,3047.76,3057.16,4533812,295586,3097.817819,725.11,737.2066,670.58,682.22,39025072,1292757,701.699745,2057.06,2083.0,2006.49,2015.95,2079409,111309,2032.771157
2021-02-26,122.61,124.85,121.2,121.26,164562448,1289348,122.919947,231.6,235.37,229.54,232.38,37819409,442940,232.761,3095.69,3122.44,3036.7,3092.93,4275930,215555,3087.550776,699.86,706.7,659.51,675.5,41490883,1141069,680.523594,2029.95,2056.52,2001.01,2021.91,2002064,81503,2029.766132
2021-03-01,123.78,127.93,122.79,127.79,116308231,924492,126.052823,235.97,237.47,233.15,236.94,25332837,295565,236.386986,3127.89,3149.56,3097.99,3146.14,2733963,155961,3127.423053,690.11,872.0,685.05,718.43,27236343,820205,706.908037,2048.0,2076.23,2034.42,2069.66,1303089,62818,2059.254365
2021-03-02,128.42,128.72,125.01,125.12,102263193,831907,126.113632,237.0,237.3,233.45,233.87,22812459,310399,234.67643,3143.47,3163.52,3087.1201,3094.53,2595763,137797,3127.283493,718.23,721.11,685.0,686.44,23732185,842211,702.218577,2064.84,2094.74,2056.67,2064.48,1278184,54184,2072.583918
2021-03-03,124.77,125.71,121.84,122.06,112966908,992163,123.378027,232.01,233.5799,227.26,227.56,34029548,513169,229.287196,3081.68,3107.775,2995.0,3005.0,3988726,265873,3033.009215,687.94,700.7,651.705,653.2,30208266,1046912,675.609582,2058.39,2075.99,1994.0,2011.41,1694645,79581,2026.327689
2021-03-04,121.72,123.6,118.62,120.13,178169260,1689139,120.805729,226.79,232.49,224.26,226.73,44727835,684214,227.504262,3014.0,3058.13,2945.43,2977.57,5529679,320911,3000.449697,653.71,873.94,600.0,621.44,65994582,2044218,625.914625,2013.62,2074.59,2005.43,2033.93,2460786,112108,2038.460875
2021-03-05,120.96,121.935,117.57,121.42,153767450,1472280,119.778812,229.5,233.27,226.46,231.6,41877934,645041,230.322694,3005.0,3009.0,2881.0001,3000.46,5388754,314584,2960.811788,625.61,627.8419,539.49,597.95,89398527,2557912,583.754583,2061.15,2106.2,2027.7773,2097.07,2654977,130107,2072.766474
2021-03-08,120.92,121.0,116.21,116.36,154514974,1540737,117.942037,231.48,233.365,227.13,227.39,35293182,581646,229.985994,3015.0,3064.59,2951.31,2951.95,4193840,225895,2999.456342,600.49,620.125,558.79,563.0,51787320,1582497,586.799145,2084.06,2113.74,2005.19,2007.5,1844724,97753,2054.22601
2021-03-09,119.1,122.06,118.79,121.085,129526285,1009111,120.690919,232.86,235.3839,231.67,233.78,33081286,391049,233.807851,3017.99,3090.96,3005.1474,3062.85,4030467,198940,3057.859616,608.59,678.09,595.21,673.58,67526655,1857658,645.298549,2049.75,2063.9153,2035.6,2040.36,1699022,77407,2049.584855
2021-03-10,121.63,122.17,119.45,119.98,111944577,1031836,120.329563,236.8,237.0,232.04,232.42,29746812,473803,234.067411,3100.0,3116.46,3030.05,3057.64,3012492,163120,3064.006035,700.52,717.85,655.06,668.06,60611777,1645356,683.770427,2061.4,2061.4,2019.33,2036.19,1355004,69804,2039.202543
2021-03-11,122.47,123.21,121.26,121.96,103034287,790221,122.065785,234.79,239.17,234.31,237.13,29907588,354198,237.241108,3104.26,3131.7843,3082.93,3113.59,2776404,150919,3110.837633,699.72,702.5,677.18,699.6,36253903,1025554,692.437207,2058.22,2111.27,2056.45,2100.54,1385130,64158,2093.239435
2021-03-12,120.31,121.17,119.16,121.03,88120283,762392,120.246406,234.0,235.82,233.23,235.75,22654952,300695,234.825937,3073.25,3098.98,3045.5,3089.49,2424949,150744,3073.485665,668.67,694.88,666.1394,693.73,33615551,1009442,683.434879,2076.41,2077.61,2032.42,2050.0,1690899,85811,2049.472502
2021-03-15,121.45,124.0,120.42,123.99,92611277,711879,122.977777,234.9,235.185,231.81,234.81,26059194,333454,233.619448,3072.47,3082.24,3032.09,3081.68,2919130,164273,3059.609454,694.0,713.18,684.04,707.94,29424572,874727,702.192371,2048.01,2054.99,2027.79,2054.44,1312384,63484,2042.337298
2021-03-16,125.71,127.22,124.715,125.57,115239831,835619,125.951367,236.38,240.055,235.94,237.71,28092247,367072,238.378281,3104.97,3128.91,3075.8601,3091.86,2538764,135941,3102.556733,703.42,707.92,671.0,676.88,32195678,930902,691.485896,2065.99,2113.68,2059.29,2083.89,1595015,72423,2089.65509
2021-03-17,124.1,125.8599,122.336,124.76,111933580,896790,123.78259,236.2,238.55,233.23,237.04,29562101,398846,235.895258,3073.22,3173.05,3070.22,3135.73,3118584,179315,3121.365205,655.81,703.73,651.01,701.81,40372475,1015368,679.778933,2068.7,2099.0,2044.1218,2082.22,1319128,69848,2070.429218
2021-03-18,122.91,123.18,120.32,120.53,121471176,970647,121.650284,232.41,234.19,230.33,230.72,34852992,457291,231.902697,3101.05,3116.63,3025.0,3027.99,3657027,212050,3065.072434,684.64,689.23,652.0,653.16,33381190,1017966,671.756297,2048.18,2068.746,2019.18,2021.34,1585648,90308,2038.587098
2021-03-19,120.15,121.43,119.675,119.99,186076668,881996,120.200046,231.55,232.474,229.3496,230.35,46489360,386918,230.835412,3033.5,3077.285,3016.63,3074.96,4628286,167155,3054.133728,647.6,657.23,624.6201,654.87,42923181,1057845,645.638345,2029.73,2037.04,2002.93,2026.96,2304374,82741,2026.808619
2021-03-22,120.26,123.87,120.26,123.39,111912360,723657,122.819113,230.5,236.9,230.14,235.99,30127005,325314,235.308839,3065.27,3126.58,3060.05,3110.87,2902179,148669,3108.24493,684.98,699.62,668.75,670.0,39672224,1058261,686.090552,2027.63,2048.34,2014.0,2030.69,1676771,80974,2032.072356
2021-03-23,123.34,124.24,122.14,122.54,95677443,641882,122.999279,237.48,241.05,237.07,237.58,31763895,358871,238.818575,3125.99,3182.0,3120.8501,3137.5,3817306,184399,3151.511028,675.73,677.8,657.51,662.16,30491873,787148,667.877651,2039.95,2064.11,2028.0001,2041.33,1426725,68618,2047.366101
2021-03-24,122.83,122.9,120.065,120.09,88529286,653244,121.213309,237.81,238.0,235.32,235.46,25620170,383286,236.344194,3151.04,3160.31,3085.15,3087.07,2958990,162874,3122.265409,668.02,668.02,630.11,630.27,33795293,919140,650.213142,2051.76,2067.6,2029.0001,2032.53,1261008,66695,2045.855274
2021-03-25,119.41,121.66,119.0,120.59,98844860,807593,120.244004,235.01,236.94,231.57,232.34,34061853,468546,233.089431,3072.99,3109.78,3037.14,3046.26,3563469,181978,3063.636431,612.06,645.5,609.5,640.39,39227556,958382,629.848983,2029.05,2045.64,1996.09,2032.46,1782547,81641,2025.286591
2021-03-26,120.35,121.48,118.92,121.21,94071509,716068,120.231441,231.71,236.71,231.55,236.48,25483458,310063,234.643566,3044.06,3056.66,2996.0,3052.03,3313366,179222,3035.269254,642.54,643.82,599.89,618.71,33859502,1107683,618.965789,2031.79,2039.385,2003.85,2024.73,1399160,75764,2020.734758
2021-03-29,121.67,122.58,120.7299,121.39,80820405,584891,121.470876,236.72,236.8,231.88,235.24,26303478,319206,234.474078,3054.17,3091.25,3028.445,3075.73,2746935,140598,3066.342147,615.75,616.48,596.02,611.29,28753042,941331,606.917087,2020.43,2049.21,2005.45,2045.79,1324653,59791,2035.175715
2021-03-30,120.01,120.4031,118.86,119.9,85737624,667928,119.706694,233.65,233.85,231.1,231.85,24792012,307223,232.007048,3070.0,3073.0,3034.0,3055.29,2337607,124465,3053.309124,602.2,637.66,591.01,635.62,39432359,890515,617.836714,2052.98,2062.67,2036.15,2046.47,1366936,59705,2048.224343
2021-03-31,121.65,123.52,121.15,122.15,118343313,740858,122.603934,232.8,239.1,232.39,235.77,43632075,408588,236.049643,3064.06,3119.33,3062.5,3094.08,3094419,143698,3098.45612,646.95,672.0,641.11,667.93,33337386,814053,659.534667,2054.4,2086.26,2047.0,2062.52,2128890,82210,2068.877469
2021-04-01,123.65,124.18,122.49,123.0,75006401,525284,123.151177,238.6,242.84,238.0501,242.35,30287923,368573,241.315859,3117.94,3162.44,3115.55,3161.0,2935887,147358,3139.59879,688.67,692.4203,659.42,661.75,35288293,874248,675.897082,2092.25,2135.75,2091.43,2129.78,1990485,95626,2115.922313
2021-04-05,123.68,126.1601,123.07,125.9,88536780,641109,125.32901,242.85,249.96,242.7,249.07,36855371,421755,248.233471,3175.0,3235.955,3161.24,3226.73,3331003,173031,3211.44107,708.0,708.16,684.7,691.05,41851500,1056122,697.25735,2147.15,2228.99,2145.205,2218.96,2422365,117179,2202.806065
2021-04-06,126.5,127.13,125.65,126.21,80261173,563776,126.363692,247.74,249.4,246.88,247.86,24908317,271356,248.177949,3223.75,3247.31,3217.04,3223.82,2537473,127453,3232.058733,690.54,696.55,681.37,691.62,28259344,658438,690.336493,2210.92,2228.0,2201.79,2209.26,1760097,93449,2211.687124
2021-04-07,125.88,127.92,125.14,127.9,83270683,553405,127.101928,247.88,250.93,247.19,249.9,22634697,262580,249.759994,3228.02,3303.6125,3223.65,3279.39,3305219,161458,3277.349002,686.99,691.38,667.84,670.97,26164665,589423,680.371564,2213.1,2244.5,2213.1,2239.03,1199267,64933,2232.028503
2021-04-08,129.0,130.39,128.52,130.36,88643378,637503,129.740319,252.7,254.139,252.0,253.25,23542015,278732,253.052486,3310.9,3324.5,3292.0,3299.3,2806331,150156,3310.098187,677.88,689.5499,671.645,683.8,23908259,565500,682.666495,2264.0,2271.7899,2243.01,2250.43,1428453,74448,2250.803242
2021-04-09,129.93,133.04,129.47,132.995,106389879,698518,131.697777,253.0,255.99,252.44,255.85,23849856,266313,254.679616,3304.7,3372.2,3288.9,3372.2,4330418,209735,3343.39465,677.88,680.97,669.43,677.02,21409521,609310,675.356951,2245.44,2273.97,2237.255,2270.67,1301058,68323,2259.652982
2021-04-12,132.39,132.85,130.63,131.37,83139747,609341,131.538421,254.81,257.67,254.62,255.83,23306721,322645,256.165186,3355.21,3395.04,3351.15,3381.45,2970630,153819,3374.885261,685.39,704.8,682.09,701.1,28514922,765973,698.033078,2254.12,2256.885,2227.82,2245.18,1168831,77953,2244.338023
2021-04-13,132.4,134.66,131.95,134.4026,84667034,628442,133.703923,257.08,259.19,256.83,258.49,20560346,279842,257.907393,3400.0,3432.0,3395.63,3398.21,3071293,168785,3415.666751,713.24,763.0,710.83,762.35,43243779,1143851,742.138317,2250.13,2263.47,2243.05,2253.21,1161849,60482,2252.99246
2021-04-14,135.0,135.0,131.655,132.03,86594757,662958,133.020108,257.4,258.83,255.16,255.81,20153282,318855,256.66951,3404.04,3404.13,3326.0,3333.0,3122193,176280,3354.994817,770.56,780.79,728.03,732.73,48380943,1251817,755.284281,2267.43,2267.43,2236.015,2241.92,911470,57628,2251.033618
2021-04-15,133.86,134.99,133.64,134.5,79718949,605095,134.384131,257.95,259.93,257.73,259.56,21502839,304144,259.012245,3371.41,3396.9999,3352.0,3378.63,2845016,156108,3375.00963,743.51,743.69,721.31,738.7,27386795,721771,732.513418,2261.95,2296.0,2251.17,2285.385,1286334,78301,2278.913324
2021-04-16,134.51,134.67,133.28,134.065,69796885,529922,133.992201,260.0,261.0,257.6014,260.57,21729875,297154,259.94701,3386.66,3406.8,3355.59,3398.46,2891160,153878,3388.855985,730.2,749.41,724.6,739.395,27305717,727007,736.593191,2294.24,2294.24,2270.92,2282.96,1117187,65592,2282.217006
2021-04-19,133.53,135.47,133.34,134.88,89012155,621336,134.586519,260.19,261.48,257.821,258.91,19016234,290633,259.14429,3390.33,3435.9333,3360.16,3373.91,2591295,148321,3386.534218,718.0,725.4,691.8001,714.98,39309333,1001404,708.741548,2270.18,2304.09,2270.18,2290.73,1332369,72661,2288.096456
2021-04-20,135.0,135.53,131.81,133.12,89820307,740627,133.4621,258.02,260.2,256.84,258.28,17518451,278984,258.272368,3372.375,3382.99,3316.0,3332.07,2377037,142837,3340.181683,717.39,737.25,710.685,718.79,34937852,820998,722.209279,2297.49,2298.9999,2257.12,2277.22,1011374,68149,2277.913476
2021-04-21,132.35,133.75,131.3001,133.49,63562891,506355,132.813604,258.8,260.68,257.25,260.62,21082863,272097,259.428145,3316.0,3362.86,3303.8061,3361.56,2030585,121039,3342.748226,704.4,744.84,698.0,743.91,30450439,748605,724.076159,2272.05,2280.0,2244.82,2278.34,1023506,73934,2263.563175
2021-04-22,132.85,134.15,131.41,131.94,84415996,613796,132.77242,260.03,261.78,255.64,257.17,25541599,367497,258.421006,3371.68,3372.87,3301.45,3309.04,2573428,141529,3334.777754,741.37,753.77,718.04,719.69,35564031,860264,734.842109,2275.4,2288.8814,2240.32,2252.52,1200461,74388,2260.701846
2021-04-23,132.25,135.12,132.16,134.32,79264108,519004,134.163582,257.79,261.51,257.27,261.15,21634375,247735,260.382463,3318.55,3375.0,3308.5,3340.88,3357898,136811,3345.43951,720.97,737.36,715.46,729.4,29217524,628819,728.878656,2267.0,2306.1175,2261.25,2299.93,1512213,81200,2291.910798
2021-04-26,134.78,135.06,133.56,134.72,66771774,483030,134.541743,261.67,262.435,260.17,261.55,19722283,265472,261.375844,3350.0,3428.45,3330.94,3409.0,4875599,229112,3390.173293,740.75,749.3,732.6053,738.2,31026791,877522,736.704552,2304.52,2324.53,2297.315,2309.93,1597116,79483,2311.823358
2021-04-27,135.1,135.41,134.11,134.39,65723639,476419,134.590283,261.58,263.19,260.12,261.97,30889370,402650,260.069251,3444.0,3460.0,3398.01,3417.43,3814813,182013,3424.644783,717.17,724.0,703.3501,704.74,29367169,905340,711.073255,2315.68,2318.45,2286.16,2290.98,2205574,125254,2313.553029
2021-04-28,134.32,135.02,133.08,133.58,106643654,780142,134.656515,256.1,256.5399,245.85,254.56,45991581,636493,254.524687,3434.8,3489.88,3425.0,3458.5,4572067,219269,3468.017242,696.41,708.5,693.6,694.4,22039562,690943,699.069447,2393.44,2431.38,2353.22,2359.04,4000800,191128,2386.77486
2021-04-29,136.54,136.98,132.45,133.48,149222587,1042947,134.156026,255.58,256.1,249.0,252.51,40231075,550474,251.817869,3506.8,3514.445,3435.0,3471.31,7637970,375373,3506.574973,700.0,702.25,668.5002,677.0,28724535,895420,681.173386,2389.23,2404.16,2373.85,2392.76,2039165,113646,2390.62316
2021-04-30,131.79,133.56,131.065,131.46,109506363,698524,132.197677,249.6,253.08,249.6,252.18,30831722,356869,251.610234,3527.01,3554.0,3462.5,3467.42,6999436,314530,3506.483028,667.77,715.47,666.14,709.44,40715302,1012830,698.75148,2368.02,2381.85,2346.56,2353.5,2233976,119669,2357.816536
2021-05-03,132.01,134.07,131.83,132.54,74961890,578995,132.812222,253.34,254.35,251.12,251.86,19618219,299096,252.361599,3484.73,3486.645,3372.7012,3386.49,5870559,270692,3417.116017,703.55,706.0,680.5,684.9,27025002,760534,690.163298,2364.91,2381.55,2335.5,2343.08,1408619,86699,2354.758384
2021-05-04,131.12,131.4899,126.7,127.85,136403432,1172785,127.965447,250.68,251.068,245.76,247.79,32417398,438183,247.577807,3350.0,3367.975,3272.13,3311.87,5404952,280787,3310.23503,678.5,683.4464,657.701,673.6,29625227,869011,667.47296,2313.55,2324.9899,2256.68,2306.83,2218092,128584,2289.34548
2021-05-05,129.21,130.45,127.97,128.1,83739467,656335,129.226959,249.15,249.5,245.82,246.47,21809566,274779,247.728977,3338.44,3354.695,3264.36,3270.54,3701500,202020,3301.764239,681.96,685.2955,667.34,670.94,21878884,564174,674.587961,2328.63,2335.0,2308.28,2314.77,1324609,72370,2320.721582
2021-05-06,127.91,129.75,127.13,129.72,72188394,604347,128.543237,246.47,249.86,244.69,249.71,22497774,334111,247.303073,3270.0,3314.4,3247.2,3306.37,4247439,196298,3284.831188,681.02,681.02,650.0,663.7,27198625,713533,663.09912,2306.33,2337.35,2293.0418,2337.18,1092643,72781,2319.208344
2021-05-07,130.89,131.2582,129.475,130.21,79265040,544294,130.447486,252.12,254.3,251.17,252.46,27002326,302882,252.753215,3320.78,3330.89,3289.0704,3291.61,4706073,200460,3306.622352,665.66,690.0,660.22,672.37,23461071,582218,672.187364,2363.89,2371.25,2346.155,2351.93,1443038,74795,2357.379741
2021-05-10,129.37,129.54,126.81,126.85,79569305,677601,127.946437,250.95,251.73,247.12,247.18,29035444,301106,248.694229,3282.32,3283.0,3190.0,3190.49,5823097,269707,3219.112482,664.8,665.05,627.6101,629.04,31336228,938436,642.189401,2328.14,2331.0,2284.54,2291.75,1535985,99803,2299.949013
2021-05-11,123.37,126.27,122.77,125.91,125611478,914584,124.745134,244.31,246.6,242.57,246.23,33534708,387071,245.233455,3134.71,3238.0,3127.3701,3223.91,4607839,227076,3196.100837,599.72,627.0999,595.6,617.2,46433614,1219138,611.752405,2243.07,2280.28,2233.92,2270.06,1698645,105699,2262.840707
2021-05-12,123.5,124.64,122.25,122.82,101216779,871919,123.090746,242.15,244.38,238.07,239.03,32677789,433860,240.154474,3185.0,3207.94,3133.1,3153.45,4683199,235399,3161.837946,602.0,620.41,586.765,589.8903,33206440,980851,601.76191,2226.19,2247.98,2193.62,2200.25,2306464,126442,2210.17965
2021-05-13,124.73,126.15,124.26,124.94,99117673,775254,125.200171,241.82,245.6,241.42,242.98,26631555,361520,243.407065,3185.47,3203.84,3133.0,3162.61,3186987,184427,3163.99902,601.87,606.4599,559.65,571.4,43732749,1287824,579.812626,2226.12,2239.4375,2206.72,2229.05,1369613,88421,2226.034716
2021-05-14,126.34,127.89,125.85,127.45,81525305,532821,126.961446,245.7,249.18,245.49,248.15,23777468,277601,247.936942,3185.56,3228.86,3183.0,3222.9,3306482,148715,3213.428926,583.72,592.87,570.46,589.72,32935912,881742,583.383283,2258.54,2284.72,2250.0,2278.38,1490962,88114,2269.562542
2021-05-17,126.78,126.93,125.17,126.27,74244535,502296,125.946869,246.43,246.59,243.52,245.18,24977370,292525,244.852291,3245.93,3292.75,3234.59,3270.39,3723934,174140,3265.448152,575.34,589.73,561.2,576.83,32391095,836608,574.168108,2263.57,2289.78,2255.5101,2288.92,1079869,65178,2278.639459
2021-05-18,126.48,126.99,124.78,124.85,63342080,493534,125.976332,246.1,246.41,242.9,243.08,20167505,235578,244.627339,3290.21,3312.0,3230.37,3232.28,2828403,152933,3274.756483,568.48,596.25,563.38,577.87,36831351,829994,582.089305,2302.35,2307.6818,2262.19,2262.47,1113765,65569,2281.515142
2021-05-19,123.0,124.915,122.86,124.69,92612612,674398,124.023808,239.0,243.23,238.6,243.12,25739922,340734,241.588883,3195.0,3234.75,3184.0,3231.8,2680461,148487,3214.885556,551.58,566.21,546.98,563.46,39563564,1018731,556.832639,2228.43,2274.99,2225.44,2271.5,1184358,71897,2255.631284
2021-05-20,125.19,127.72,125.1,127.31,76856062,494794,126.858079,243.86,247.95,243.86,246.48,21800519,226711,246.531942,3245.29,3259.6799,3236.18,3247.68,2633197,126850,3247.186142,575.0,588.85,571.07,586.78,30821524,663607,580.210019,2291.0,2312.0,2283.52,2306.95,1617550,66850,2300.679904
2021-05-21,127.99,128.0,125.21,125.43,79295349,527861,126.148557,247.72,248.33,244.74,245.17,21942746,233482,245.98369,3250.0,3256.6946,3197.01,3203.08,4104779,173247,3214.251511,596.68,596.68,580.0,580.88,26230684,588056,587.435609,2317.41,2318.89,2289.3,2294.13,2031496,78783,2300.313316
