,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2017-05-05,146.76,148.98,146.76,148.96,27359822,157911,148.248475,68.88,69.03,68.485,69.0,19128782,94910,68.801152,940.45,940.79,930.3,934.15,2866397,43820,933.113819,298.0,308.55,296.8,308.35,8177347,72817,304.19737,956.72,958.4395,948.0986,950.28,1615552,27628,951.150919
2017-05-08,149.03,153.7,149.03,153.01,48864610,255930,152.033116,69.0,69.05,68.42,68.94,18566087,92484,68.759393,940.95,949.05,939.21,949.04,3415840,50768,943.850905,310.59,313.79,305.82,307.19,7006621,63055,309.520403,948.0,960.99,947.395,958.69,1876702,27557,955.186442
2017-05-09,153.88,154.88,153.45,153.99,39135644,221722,154.114338,68.86,69.28,68.68,69.04,22858414,113664,69.014465,952.8,957.89,950.2,952.82,3262163,52332,953.679457,309.38,321.99,309.1,321.26,9676663,85320,318.37498,961.33,962.2,954.4,956.71,1687942,26911,957.750993
2017-05-10,153.63,153.94,152.11,153.26,25807492,156839,153.101049,68.99,69.56,68.92,69.31,17977830,105373,69.213249,953.5,953.7499,945.0,948.95,2096698,38958,948.761338,321.56,325.5,318.12,325.22,5741949,51213,322.893042,956.22,956.71,949.84,954.84,1145969,20403,953.354498
2017-05-11,152.69,154.07,152.31,153.95,27259011,137633,153.193138,68.35,68.73,68.12,68.46,28790575,140149,68.35458,945.64,950.29,940.775,947.62,2194076,37080,945.715441,323.96,326.0,319.6,323.1,4754143,44490,322.82116,951.29,957.99,948.61,955.89,1031103,19407,954.101288
2017-05-12,155.0,156.42,154.67,156.1,32530763,187418,155.850615,68.58,68.61,68.04,68.38,18745916,95945,68.307692,954.62,962.79,951.53,961.35,3625957,55809,958.097569,325.48,327.0,321.53,324.81,4121615,36579,324.591283,957.85,957.98,952.06,955.14,1214860,21164,955.275004
2017-05-15,156.01,156.65,155.05,155.7,26145928,141092,155.617311,68.14,68.48,67.57,68.43,31730678,145452,68.113387,958.68,963.15,956.055,957.97,4280825,62545,958.629019,318.25,320.2,312.53,315.88,7624204,73508,316.11545,955.29,962.7,952.82,959.22,1345497,22357,959.114651
2017-05-16,156.0,156.06,154.72,155.47,20051784,129338,155.33375,68.26,69.44,68.16,69.41,34956538,171018,69.010875,961.0,970.06,960.91,966.07,3126076,48654,966.061934,317.59,320.06,315.14,317.01,4152484,36956,317.537545,963.55,965.8955,960.35,964.61,1115456,20141,963.48166
2017-05-17,153.94,154.57,149.71,150.25,50891790,320871,151.538468,68.9,69.1,67.43,67.48,30730859,178473,68.0808,954.18,960.3957,944.12,944.76,5155122,91175,952.765502,314.58,314.63,305.5,306.11,6731940,66433,309.0092,959.7,960.99,940.06,942.17,2456093,43505,949.608982
2017-05-18,151.25,153.34,151.13,152.54,33568227,205659,152.459673,67.37,68.13,67.14,67.71,25201589,161030,67.739105,944.81,962.75,944.76,958.49,3939347,63154,955.971784,307.0,313.94,305.31,313.06,5653801,51101,310.814678,943.2,954.18,941.27,950.5,1800465,33946,948.843819
2017-05-19,153.43,153.98,152.63,153.06,26961313,148520,153.33186,67.5,68.095,67.43,67.69,26961419,116879,67.755265,962.93,968.92,959.72,959.84,3972374,53954,964.802863,315.55,316.5,310.2,310.83,4707573,40940,313.131615,952.82,959.56,952.0,954.65,1360299,22812,956.521347
2017-05-22,154.06,154.58,152.91,153.99,23265782,128174,153.787714,67.68,68.5,67.5,68.45,16676611,84142,68.247892,963.89,971.38,962.9,970.67,2642425,39909,968.787247,312.8,314.37,306.8,310.35,4329278,38705,309.227584,958.0,964.82,956.56,964.07,1404364,21763,962.50179
2017-05-23,154.9,154.9,153.31,153.8,20026061,126254,153.848834,68.72,68.75,68.38,68.68,15425825,89635,68.580594,975.0,975.2,966.85,971.54,2415594,38827,970.950275,310.46,310.73,303.48,303.86,4318854,41132,306.276011,969.96,974.51,964.5,970.55,1545421,27174,969.990428
2017-05-24,153.84,154.17,152.67,153.34,19219357,115234,153.271087,68.87,68.88,68.45,68.77,14667208,79410,68.666439,975.55,981.0,970.23,980.35,2463082,38149,976.087161,306.75,311.0,305.4,310.22,5041692,46308,308.588437,975.26,978.115,971.6299,977.61,1142488,20142,974.830595
2017-05-25,153.73,154.35,153.03,153.87,19258935,121650,153.811258,69.0,69.88,68.91,69.62,21952183,107323,69.490877,984.84,999.0,982.11,993.38,4822032,71499,993.448194,311.02,316.97,307.81,316.83,5013963,46222,313.442992,979.35,995.78,977.82,991.86,1954151,31998,989.214453
2017-05-26,153.8,154.24,153.31,153.61,21927656,109430,153.679035,69.79,70.22,69.52,69.96,19827923,105856,69.960003,995.0,998.65,989.2491,995.78,3469252,49786,994.546152,317.28,325.49,316.31,325.14,7804452,68034,322.282713,992.0,996.39,987.36,993.27,1636419,27394,992.592027
2017-05-30,153.35,154.43,153.33,153.67,20127651,113956,153.864269,69.79,70.41,69.77,70.41,17072894,92344,70.170292,996.63,1001.2,995.52,996.7,3263349,53548,998.098502,326.0,336.28,325.76,335.1,7783069,70433,332.420089,993.27,997.62,991.3601,996.17,1519487,25058,995.213902
2017-05-31,154.0,154.17,152.38,152.76,24468073,131947,152.933793,70.6,70.74,69.81,69.84,30464515,137257,70.033057,1000.0,1000.12,982.16,994.62,3941785,58936,992.632558,337.69,342.89,335.16,341.01,9964648,84913,338.980416,997.16,999.6,981.68,987.09,1725929,31683,988.109476
2017-06-01,153.15,153.33,152.22,153.18,16412240,112148,152.902075,70.24,70.61,69.451,70.1,21922908,115317,69.906282,998.59,998.99,991.37,995.95,2506541,39400,995.236696,344.07,344.88,337.29,340.37,7613744,67887,340.988547,989.96,993.14,981.29,988.29,1307682,27261,986.691891
2017-06-02,153.6,155.45,152.89,155.45,27776343,167744,154.64335,70.44,71.86,70.24,71.76,35470261,152145,71.359913,999.0,1008.48,995.67,1006.73,3752328,55046,1003.95095,339.97,342.88,335.93,339.85,5593073,53383,340.176307,989.28,996.48,987.07,996.12,1735469,28224,993.340155
2017-06-05,154.41,154.45,153.46,153.93,25331856,157954,153.911946,71.97,72.89,71.81,72.28,33317996,137660,72.420495,1007.23,1013.21,1003.51,1011.34,2719874,42490,1010.014875,338.5,348.44,334.21,347.32,6784368,60366,342.105124,997.89,1007.4011,995.45,1003.88,1378916,24765,1003.521189
2017-06-06,153.89,155.81,153.78,154.45,26626143,151824,154.655683,72.3,72.62,72.27,72.52,31511065,140546,72.465401,1012.0,1016.5,1001.25,1003.0,3346432,52127,1009.696718,344.7,359.4929,339.97,352.85,11086803,97826,353.781909,1003.31,1008.61,994.8,996.68,1552114,27209,1001.913359
2017-06-07,155.0,155.98,154.48,155.37,21069786,129499,155.353764,72.67,72.77,71.95,72.39,22302769,122842,72.316942,1005.95,1010.249,1002.0,1010.07,2823041,44146,1007.372991,356.37,360.5,355.14,359.65,9398787,80097,358.169512,998.82,1003.91,995.81,1001.59,1374097,26581,1000.372522
2017-06-08,155.25,155.54,154.4,154.99,22331086,132007,154.942014,72.42,72.52,71.5,71.95,26179442,136478,71.981665,1012.06,1013.61,1006.11,1010.27,2849536,41066,1009.503297,363.75,371.9,360.22,370.0,9074296,81599,365.889206,1004.23,1005.6,996.62,1004.28,1749173,24303,1001.877863
2017-06-09,155.15,155.19,146.02,148.98,64934952,416036,150.189779,72.02,72.08,68.59,70.32,49188196,287856,70.282896,1012.5,1012.99,927.0,978.31,7653502,138682,985.761969,374.61,376.87,354.8,357.32,17261525,171966,365.68957,1005.5,1005.5,953.37,970.12,3647857,69348,978.198506
2017-06-12,145.57,146.09,142.51,145.42,72307694,455660,144.344802,69.29,69.94,68.13,69.78,47762073,287698,69.223695,966.7,975.95,945.0,964.91,9447242,142373,960.83689,357.99,364.5,350.62,359.01,10523744,102066,357.05965,958.23,968.0,936.795,961.81,4202115,76652,953.984353
2017-06-13,147.15,147.45,145.15,146.59,34165720,209037,146.363819,70.04,70.82,69.96,70.65,25258687,146756,70.5284,977.99,984.5,966.1,980.79,4580073,74247,977.613486,367.67,376.0,366.61,375.95,11811720,106389,371.290415,972.21,977.91,962.01,970.5,2005367,36978,970.898772
2017-06-14,147.48,147.5,143.84,145.16,31531723,217291,145.40677,71.0,71.1,69.43,70.27,25511116,167872,70.449845,988.59,990.34,966.71,976.47,3974915,63727,980.628118,381.07,384.25,376.31,380.66,12818544,115643,380.298933,977.35,979.7,959.5103,967.93,1505486,31847,971.610202
2017-06-15,143.2,144.4798,142.21,144.29,32206050,215385,143.548485,69.47,70.21,68.8,69.9,26128158,152233,69.673477,961.0,965.73,950.86,964.17,5374797,78961,957.415107,372.25,375.46,366.49,375.34,10427180,98223,370.620463,949.38,960.6775,940.37,960.18,2429924,43031,951.668013
2017-06-16,143.75,144.5,142.2,142.27,51022175,196677,143.025594,69.81,70.0252,69.22,70.0,48535333,134946,69.840342,995.09,999.75,982.0,987.71,11489765,152339,991.467265,378.0,378.01,370.1,371.4,6731075,56234,373.184254,959.17,959.95,948.7,958.62,2574717,31465,956.385929
2017-06-19,144.0,146.74,143.66,146.34,32544572,194323,145.772858,70.55,70.945,70.35,70.87,23798565,112289,70.69918,999.7,1017.0,989.9,995.17,5048320,78267,997.006458,374.95,376.7,367.8,369.8,6549332,62988,371.949064,969.65,979.3,968.2,975.22,1468837,27192,974.898666
2017-06-20,146.87,146.87,144.94,145.01,24901666,163502,145.45972,70.69,70.87,69.87,69.91,21512566,114552,70.151153,998.2,1004.88,992.02,992.59,4076830,55863,997.437843,376.67,378.88,369.73,372.24,7441831,72647,373.71843,976.99,980.79,968.2,968.99,1297287,23823,973.824762
2017-06-21,145.5,146.0693,144.61,145.87,21266979,128184,145.562387,70.25,70.62,69.94,70.27,19892294,113853,70.327944,998.28,1002.72,992.6518,1002.23,2962555,44042,997.306051,374.35,376.99,368.02,376.4,4923210,45874,372.60029,970.79,979.67,969.16,978.59,1161690,20975,974.828866
2017-06-22,145.75,146.7,145.1199,145.63,19125115,119253,145.761585,70.45,70.59,69.71,70.26,22965738,128696,70.109895,1002.23,1006.9599,997.2,1001.3,2253433,38265,1002.893448,377.92,385.0,373.57,382.61,7529778,72385,381.782165,976.87,980.5,973.3148,976.62,1009476,19191,977.142977
2017-06-23,145.16,147.16,145.11,146.28,35450971,129656,146.319328,70.09,71.25,69.92,71.21,27619393,108236,70.901479,1002.54,1004.62,998.02,1003.74,2879395,36550,1002.357695,382.45,386.99,379.345,383.45,6445783,55396,383.684336,975.5,986.62,974.46,986.09,1564198,23296,983.237987
2017-06-26,147.23,148.28,145.38,145.82,25693866,161369,146.48047,71.4,71.71,70.445,70.53,19608054,121699,70.912032,1009.14,1009.8,992.0,993.98,3386159,55650,998.628366,386.69,386.95,373.1,377.49,6604146,68243,378.847019,990.0,993.99,970.33,972.09,1517952,29434,978.800542
2017-06-27,145.0,146.16,143.62,143.73,24762006,163291,144.82078,70.11,70.18,69.18,69.21,25215753,158186,69.625194,990.69,998.8,976.0,976.78,3782389,66926,985.243962,376.4,376.4,362.02,362.37,6996399,75982,369.282896,961.6,967.22,947.09,948.09,2443717,49529,955.547428
2017-06-28,143.95,146.11,143.1601,145.83,22083947,148164,145.007783,69.21,69.841,68.79,69.8,25806301,147434,69.445251,979.0,990.68,969.21,990.33,3737571,60292,981.526363,367.56,371.74,362.52,371.24,6306513,62664,368.553043,950.66,963.24,936.16,961.01,2745568,53704,949.233642
2017-06-29,144.73,145.13,142.28,143.68,31499368,218929,143.637261,69.38,69.49,68.09,68.49,29080135,189482,68.495824,983.25,987.56,965.25,975.93,4302975,75968,975.296713,370.61,371.0,354.1,360.75,8222806,87814,361.88827,951.35,951.66,929.6,937.82,3306678,59838,939.179799
2017-06-30,144.72,144.96,143.78,144.02,23024884,131792,144.369202,69.16,69.38,68.74,68.93,24161070,112000,69.046968,980.12,983.47,967.61,968.0,3390345,51444,974.975345,363.87,366.7674,359.6187,361.61,5870521,55463,363.22436,944.78,944.9995,929.61,929.68,2287782,37432,934.638398
2017-07-03,144.93,646.29,123.45,143.5,14429919,99799,149.231012,69.28,123.45,29.13,68.17,16268695,93948,68.336833,972.79,974.49,123.45,953.66,2976058,49962,945.30369,368.9,371.35,351.5,352.62,6305801,63861,362.67338,932.11,934.24,915.31,919.46,1694816,33051,923.80302
2017-07-05,143.75,144.79,142.7237,144.09,21569752,129492,143.957314,68.22,69.44,68.22,69.08,21176772,118512,68.917661,961.06,975.0,955.25,971.4,3652955,60274,966.434864,347.24,347.24,326.33,327.09,17076801,197151,335.302133,924.2,936.29,918.6305,932.26,2094057,40059,928.887604
2017-07-06,143.02,143.5,142.41,142.73,24128812,160143,142.842427,68.36,68.78,68.12,68.57,21117582,128258,68.476752,964.66,974.4,959.02,965.14,3259663,54781,965.827504,317.26,320.7899,306.3,308.83,19332113,207171,312.550092,925.0,936.14,919.85,927.69,2014958,35033,927.639013
2017-07-07,142.94,144.75,142.9,144.18,19201914,119571,144.081226,68.71,69.84,68.7,69.46,16878768,89306,69.366943,969.55,980.11,969.14,978.76,2643387,45880,975.943278,314.0,317.0,307.38,313.22,14186215,142227,312.893992,930.0,944.66,929.79,940.81,1663304,29037,939.209714
2017-07-10,144.19,145.95,143.37,145.06,21245357,130966,144.924372,69.42,70.25,69.2,69.98,15014503,90915,69.926349,985.0,999.4392,983.5,996.47,3546268,60699,993.542007,312.87,317.94,303.13,316.05,13821014,134774,312.009478,944.5,953.13,941.95,951.0,1451460,26419,949.216593
2017-07-11,144.72,145.85,144.38,145.53,19781913,122331,145.246136,69.96,70.68,69.75,69.99,17461124,99391,70.124933,993.0,995.99,983.72,994.13,2982726,53538,991.479161,315.99,327.28,314.3,327.22,11559402,114881,322.79467,950.39,954.89,945.12,953.53,1461247,25348,951.181558
2017-07-12,145.9,146.18,144.82,145.74,24884857,148209,145.494602,70.69,71.28,70.55,71.15,17750925,106453,70.982392,1001.0,1008.55,998.1,1006.51,3608574,60901,1004.036068,331.13,333.1,324.5,329.52,10346190,102436,329.00398,960.86,969.63,957.04,967.66,1602115,32468,964.865255
2017-07-13,145.58,148.49,145.44,147.77,25200324,159847,147.492845,71.48,72.0399,71.31,71.77,20269816,118833,71.766247,1004.62,1006.88,995.9,1000.63,2880978,51482,1000.761716,330.11,331.6,319.97,323.41,8594616,92003,325.310087,970.8,978.7,964.8,968.85,1524751,29961,971.689141
2017-07-14,148.0,149.33,147.33,149.04,20134071,126771,148.447625,72.23,73.27,71.96,72.78,25871452,136640,72.72254,1002.4,1004.45,996.89,1001.81,2102469,36105,1001.003268,323.16,328.42,321.22,327.78,5625276,56529,325.249845,974.0,977.54,970.15,976.91,1079608,22020,974.661529
2017-07-17,148.91,150.9,148.57,149.56,23795216,142958,149.886797,72.86,73.45,72.72,73.35,21806443,121969,73.114953,1004.69,1014.75,1003.81,1010.04,3712787,54549,1010.031802,325.58,327.1,313.45,319.57,9878293,98204,319.309048,978.5,983.35,970.8,975.96,1660464,27168,976.837908
2017-07-18,149.2,150.13,148.67,150.08,17869042,117810,149.454393,73.12,73.39,72.66,73.3,26435666,144616,73.055985,1006.03,1026.03,1004.0,1024.45,4007799,63929,1019.031936,317.41,329.13,315.66,328.24,6373870,65125,324.430326,973.36,990.85,972.04,986.95,1413358,28479,984.206103
2017-07-19,150.55,151.42,149.95,151.02,20922975,121901,150.844585,73.5,74.04,73.45,73.86,22416297,121506,73.814208,1025.0,1031.59,1022.5,1026.87,2963964,49902,1027.582995,328.23,331.65,323.2193,325.26,6357014,65678,327.039908,990.01,995.6,987.01,992.77,1412155,26660,992.308952
2017-07-20,151.64,151.74,150.19,150.34,17250129,106633,150.749311,74.2,74.3,73.28,74.22,42369030,203561,74.138822,1031.59,1034.97,1022.515,1028.7,3097933,51588,1028.899616,326.9,330.22,324.2,329.92,5166188,49838,327.20859,997.0,998.68,984.62,992.19,1418696,28438,992.123625
2017-07-21,149.89,150.44,148.88,150.27,26313702,122878,149.942479,73.48,74.29,73.17,73.79,46741758,219456,73.673114,1020.9,1026.1,1011.0,1025.67,2734724,42784,1022.119864,329.0,331.2575,325.8,328.4,4901606,48308,328.772734,985.1,995.11,984.17,993.84,1463322,27389,990.618187
2017-07-24,150.56,152.44,149.9,152.09,21483407,126323,151.57866,73.5,73.75,73.13,73.6,21385537,109110,73.465173,1028.34,1043.01,1027.4279,1038.95,3287148,55728,1036.343068,330.25,343.399,330.01,342.52,8635850,84607,339.477874,994.1,1006.19,990.2728,998.31,3983861,78430,991.663407
2017-07-25,152.24,153.84,151.8,152.74,18830555,123753,153.142264,73.74,74.31,73.5,74.19,22019019,109305,74.022553,1038.05,1043.3346,1032.48,1039.87,2447578,46905,1038.436366,345.0,345.6,334.15,339.6,6988797,68250,338.852442,970.14,976.73,963.8,969.03,5931112,108098,969.01935
2017-07-26,153.4,153.93,153.06,153.46,15759533,93375,153.5087,74.26,74.38,73.81,74.05,16243799,94918,74.053944,1044.85,1053.2,1043.2,1052.8,2970201,51842,1050.786755,341.22,345.5,338.12,343.85,4820236,47045,342.990205,973.61,973.95,960.23,965.31,2221337,44004,965.969426
2017-07-27,153.97,153.99,147.3,150.56,32478647,218587,150.996689,73.78,74.42,72.32,73.16,36847318,196358,73.293151,1070.0,1083.31,1040.18,1046.0,10993690,191721,1055.682188,346.0,347.5,326.29,334.46,8302405,90708,338.163969,968.34,969.52,937.06,952.51,3717931,75206,953.129713
2017-07-28,149.72,150.23,149.19,149.5,17213722,119585,149.705145,72.64,73.31,72.54,73.04,18306680,97566,72.997884,1012.0,1032.85,1001.0,1020.04,7709728,148567,1016.053425,336.89,339.6,332.51,335.07,4880451,50957,336.552157,946.81,961.79,945.31,958.33,1813856,36635,955.528405
2017-07-31,149.95,150.33,148.13,148.73,19845934,132516,148.909332,73.39,73.44,72.41,72.7,23615626,120992,72.87063,1019.04,1019.05,987.02,987.78,7353863,143245,996.784385,335.5,341.49,321.04,323.47,8535136,83733,329.668194,960.0,961.1925,941.725,945.5,2295215,41385,947.176927
2017-08-01,149.27,150.22,148.41,150.05,35380897,223054,151.670075,73.16,73.42,72.49,72.58,22381426,101572,72.763444,996.68,1006.4,991.58,996.19,4635011,78318,998.717323,322.69,324.45,316.13,319.57,8304899,75813,320.13256,950.0,954.49,944.96,946.56,1430412,25421,948.753719
2017-08-02,159.5,159.75,156.16,157.14,69957154,398107,157.903553,72.55,72.56,71.445,72.26,26499258,139247,72.018486,1002.27,1003.21,981.73,995.89,4076593,77635,992.698334,318.94,327.12,311.22,325.89,13093294,133254,325.945884,948.37,949.1,932.521,947.64,2039429,41735,941.551755
2017-08-03,157.03,157.21,155.02,155.57,27097408,166577,155.916894,72.18,72.44,71.845,72.15,18215548,100840,72.130382,999.47,999.5,984.59,986.92,3255780,57179,988.829845,346.8,350.0,343.15,347.09,13543533,129538,346.989919,949.1,950.0,939.44,940.3,1123921,25187,942.637002
2017-08-04,156.12,157.4,155.69,156.39,20559852,130145,156.445418,72.4,73.04,72.24,72.68,22579152,122574,72.624534,989.68,991.672,982.0,987.58,2730327,47365,986.655745,347.0,357.27,343.3,356.91,9278203,84209,351.168993,943.95,947.54,939.795,945.79,1254584,20892,944.690798
2017-08-07,157.0,158.92,156.6701,158.81,21871327,129566,158.015841,72.8,72.9,72.26,72.4,18707143,95229,72.484532,990.86,995.0,987.14,992.27,2676617,46027,991.511698,357.0,359.48,352.75,355.17,6326380,59222,356.248682,947.52,948.96,943.5,945.75,1445760,23727,945.696165
2017-08-08,158.57,161.83,158.27,160.08,36207636,219344,160.537182,72.09,73.13,71.75,72.79,22262028,115208,72.686646,994.35,996.28,985.79,989.84,2902836,49934,991.301907,357.53,368.58,357.4,365.22,7449887,72501,364.962209,944.31,952.49,942.48,944.19,1508021,31370,946.402361
2017-08-09,159.12,161.27,159.11,161.06,26132151,165503,160.478993,72.24,72.51,72.05,72.47,22213410,116377,72.351589,982.94,988.0,975.27,982.01,3569756,59898,982.410694,361.0,370.0,358.95,363.53,6896796,64741,365.600531,936.26,943.76,933.92,940.08,1400852,27759,938.824895
2017-08-10,159.94,160.0,154.63,155.32,40864650,257034,157.299986,71.94,72.19,71.35,71.41,24734691,145630,71.727425,975.55,979.86,954.68,956.92,5684222,106614,963.240735,361.77,366.6504,354.66,355.4,7092888,71263,360.80911,935.0,936.3,921.7768,923.59,2707393,51344,927.758618
2017-08-11,156.5,158.5728,156.07,157.48,26258860,174119,157.494982,71.49,72.7,71.28,72.5,21443675,125499,72.220173,960.0,970.39,951.38,967.99,3467421,65380,963.964087,356.97,361.26,353.62,357.87,4380529,44530,357.456016,923.71,933.36,921.22,930.09,1616708,31990,928.594298
2017-08-14,159.38,160.21,158.75,159.85,22181063,134860,159.568795,73.06,73.72,72.95,73.59,20096592,107571,73.529228,978.97,985.5,976.19,983.3,3172902,49184,981.708598,364.63,367.66,362.6,363.8,4549776,46085,364.629841,940.1,941.04,934.485,938.93,1150987,22709,938.864675
2017-08-15,160.63,162.195,160.14,161.6,29473047,162168,161.418542,73.55,73.59,73.04,73.22,19195310,80177,73.229436,988.9,991.74,982.0,982.74,2549295,44050,985.143078,365.12,365.49,359.37,362.33,3093863,32024,362.725694,940.75,943.07,936.64,938.08,1106682,20371,938.789985
2017-08-16,161.87,162.51,160.15,160.95,27671865,171496,161.409923,73.34,74.1,73.17,73.65,18150584,109258,73.621634,981.65,986.4605,973.22,978.18,3132076,53241,978.872661,362.97,366.5,362.52,362.91,3413773,34902,364.302155,941.25,949.9,940.0391,944.27,1345270,33360,944.828867
2017-08-17,160.63,160.71,157.84,157.86,27940969,184574,158.899326,73.58,73.87,72.4,72.4,22977519,131274,72.883934,977.84,977.84,960.32,960.57,3512513,65704,966.684337,361.38,363.3,351.59,351.92,5027660,55846,356.047745,942.95,943.81,927.64,927.66,1695744,33554,933.449268
2017-08-18,157.86,159.5,156.72,157.5,27429278,172441,158.176987,72.21,72.84,71.93,72.49,18761491,102110,72.438898,961.4,965.43,954.65,958.47,3284851,60208,960.517854,352.91,354.0,345.8,347.46,5408183,59292,349.17641,926.98,931.02,923.45,926.18,1337404,29106,927.385473
2017-08-21,157.42,157.89,155.1101,157.21,26369236,160303,156.672269,72.47,72.48,71.7,72.15,17734767,98305,72.064649,957.57,961.2,945.46,953.29,3164523,61992,951.77889,345.05,345.82,331.85,337.86,6495444,65685,336.825831,925.77,928.25,918.6,920.87,1301243,28580,921.881939
2017-08-22,158.26,160.0,158.02,159.78,21604696,131572,159.541621,72.38,73.24,72.35,73.16,14343674,81538,73.027143,955.52,967.93,955.495,966.9,2750005,48846,964.489915,341.22,342.24,337.3725,341.35,4321972,41738,340.09185,926.96,941.9617,926.17,940.4,1775150,33573,936.098544
2017-08-23,159.07,160.47,158.88,159.98,19462666,116338,159.868673,72.96,73.15,72.53,72.72,13766582,75113,72.788477,959.38,962.0,954.2,958.0,2668265,48276,957.940418,338.99,353.49,338.3041,352.77,4954504,50526,347.611316,937.0,945.425,935.24,942.58,1134523,25866,941.25096
2017-08-24,160.43,160.74,158.55,159.27,19839250,139812,159.434943,72.74,72.86,72.07,72.69,17098582,82941,72.59558,957.42,959.0,941.14,952.45,5196031,95432,949.839456,352.77,356.66,349.74,352.93,4594437,51106,353.429103,943.71,946.31,930.74,936.89,1294559,25046,936.777393
2017-08-25,159.65,160.56,159.27,159.86,25481352,127154,159.879113,72.85,73.35,72.48,72.82,12794301,78614,72.878151,956.0,957.621,944.1,945.26,3324891,67177,949.776119,354.09,355.69,347.3,348.05,3483956,37109,350.928479,939.21,940.73,930.1,930.5,1187326,23456,933.980258
2017-08-28,160.14,162.0,159.93,161.47,25966487,136234,161.267611,73.05,73.09,72.55,72.83,14569715,66075,72.778109,946.54,953.0,942.25,946.02,2596946,52907,947.843812,347.28,347.35,339.72,345.66,3763956,40980,343.986905,931.88,934.85,926.11,928.13,1049401,21885,929.311885
2017-08-29,160.07,163.12,160.0,162.91,29735110,174463,162.221309,72.26,73.16,72.05,73.05,11478382,73067,72.868403,939.94,956.0,936.33,954.06,2874309,57240,949.52318,339.49,349.05,338.75,347.36,4073675,47371,344.239328,919.95,938.19,919.31,935.75,1158621,24031,932.338666
2017-08-30,163.8,163.89,162.61,163.35,27269594,159713,163.236614,73.01,74.2099,72.8293,74.01,16898417,89049,73.762925,958.44,969.41,956.9062,967.59,2904699,60586,964.356027,349.67,353.47,347.0,353.18,3412943,40460,350.65405,935.67,945.86,934.05,943.63,1120342,25825,941.920664
2017-08-31,163.64,164.52,163.48,164.0,26797845,153321,163.984353,74.01,74.96,73.8,74.77,27671056,125778,74.689187,974.82,981.0,972.76,980.6,3332426,61376,978.667205,353.5,358.44,352.82,355.9,4072995,42810,356.199659,946.3,957.195,946.25,955.24,1694760,32601,954.404299
2017-09-01,164.8,164.94,163.63,164.05,16592881,114949,164.136474,74.6,74.74,73.64,73.94,21736211,107448,74.016654,984.2,984.5,976.875,978.25,2535925,40534,979.988437,356.12,357.59,353.6902,355.4,3049745,33652,355.367261,957.47,958.33,950.28,951.99,1042885,20924,953.380001
2017-09-05,163.69,164.25,160.56,162.08,29536857,202244,162.390977,73.36,73.89,72.98,73.61,22242384,124392,73.513826,975.4,976.7699,960.37,965.27,2998954,59189,967.316495,353.8,355.49,345.89,349.59,3862184,44110,350.298474,946.86,951.3854,935.6,941.48,1460838,28180,942.521675
2017-09-06,162.72,162.99,160.52,161.91,21651833,139112,161.77844,73.74,74.04,73.35,73.4,16535811,82836,73.5678,968.32,971.84,960.6,967.8,2129864,40134,966.586214,349.65,350.979,341.56,344.53,4091351,44096,345.697161,943.87,944.5,932.68,942.02,1391529,24991,939.785576
2017-09-07,162.09,162.24,160.36,161.26,21928502,151309,161.419391,73.7,74.6,73.6,74.34,17471700,98886,74.28825,974.0,980.59,972.55,979.47,2566794,48925,978.108913,345.98,352.48,343.45,350.61,4239426,46220,349.125712,944.25,950.4965,937.53,949.89,1116575,22912,945.897212
2017-09-08,160.86,161.15,158.53,158.63,28834804,167832,159.460345,74.33,74.44,73.84,73.98,15034238,80860,74.103949,979.1,979.88,963.47,965.9,2625777,43314,970.492946,348.99,349.78,342.3,343.4,3270595,36441,345.777308,949.7,950.7,940.01,941.41,1012660,18880,944.357587
2017-09-11,160.6,162.05,159.89,161.5,31582615,200570,161.335455,74.45,74.945,74.31,74.76,17910383,91491,74.711072,976.17,981.94,974.22,977.96,2186671,38200,978.162027,351.35,363.71,350.0,363.69,7667070,80483,358.987772,947.2,952.68,941.0,943.29,1337365,25035,946.274873
2017-09-12,162.73,163.96,158.77,160.86,71724539,460447,161.461701,74.82,75.24,74.37,74.68,14405554,87429,74.661982,983.27,984.6718,975.517,982.58,2481621,41839,980.774963,364.5,368.76,360.4,362.75,5972916,61721,364.747389,946.92,948.085,937.5,946.65,1285200,28339,943.206258
2017-09-13,159.92,159.96,157.91,159.65,44953677,280399,159.002279,74.7,75.23,74.55,75.21,13380802,73296,75.027523,983.32,1000.0,979.42,999.6,3375491,56062,990.822673,363.82,368.07,359.59,366.23,4185231,40950,364.956058,945.5,952.85,944.74,950.44,1095382,23715,949.539168
2017-09-14,159.0,159.4,158.09,158.28,23761597,144783,158.742376,75.0,75.49,74.52,74.77,15735040,78209,74.970432,995.47,998.56,987.74,992.21,3913571,58396,992.843137,365.04,377.96,362.63,377.64,7202524,69904,372.055763,946.0,948.03,938.356,940.13,1427594,28690,941.728964
