,AAPL,ADA,AMZN,BNB,BTC,ETH,GOOGL,MSFT,TSLA,XRP
,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return
2018-06-15,,6.396361290736213,,138.97764388571835,4.412036807786351,5.667419661033911,,,,6.034171481634862
2018-06-16,,6.040311872931507,,140.28543021881367,4.254064224101561,5.325041410624124,,,,5.752814920838461
2018-06-17,,6.047806869507275,,146.7072289146644,4.301877491431654,5.408795130733722,,,,5.748693881026731
2018-06-18,,5.968073515862458,,153.4907282854902,4.262060639861501,5.390502293916732,,,,5.659986477873959
2018-06-19,,6.090155769312302,,157.1603381638433,4.433824170925126,5.621178985274182,,,,5.772276232273988
2018-06-20,,6.207603738232121,,155.2052576052697,4.454506449464037,5.835911080087888,,,,5.900976013618687
2018-06-21,,6.022224892294908,,149.29794214535022,4.458286977596618,5.811329495225189,,,,5.789152823335137
2018-06-22,,5.897062016743625,,158.33484555061773,4.4426544245313355,5.711550607267502,,,,5.746689336523014
2018-06-23,,5.23311707353828,,145.94474917067717,4.04276385745935,5.0892810267713795,,,,5.259254500373415
2018-06-24,,5.1697271211739775,,145.94942031773,4.0964527484935545,5.188407811914324,,,,5.300591231883473
2018-06-25,,4.9220940186669955,,134.92257060005466,4.089992066495096,4.999083976498531,,,,5.1437311697539885
2018-06-26,,5.0346621450356475,,139.12113175975662,4.144533320814074,5.034267796035927,,,,5.183797168086335
2018-06-27,,4.69551981186683,,131.80828428092957,4.030342680715041,4.723562480716629,,,,4.9044795929123675
2018-06-28,,4.731007795444002,,130.80407171167792,4.0616590364919185,4.803364171900287,,,,5.057841974231674
2018-06-29,,4.451985357768519,,129.47993258984974,3.9042615987705127,4.616721553946519,,,,4.837070207645208
2018-06-30,,4.660872688452425,,133.89834280862488,4.104964774545691,4.744464499019428,,,,4.879524429208525
2018-07-01,,5.134113554341748,,134.81253289408406,4.227300339811469,4.930102418211279,,,,5.007383386798065
2018-07-02,,5.271086551478156,,131.55069542144037,4.1916956486466965,4.910911028691949,,,,4.94783745615988
2018-07-03,,5.721360138994431,,135.60064022211014,4.379386119320357,5.181106325548759,,,,5.232828425294267
2018-07-04,,5.58219890530414,,131.23411701669102,4.314354838114372,5.042746503996025,,,,5.206806167894583
2018-07-05,,5.617672072618565,,129.8190297542331,4.357590222224005,5.081397993692412,,,,5.265020894083645
2018-07-06,,5.492321463891082,,124.45074860396475,4.341003144544604,5.121517083910077,,,,5.130343646752479
2018-07-07,,5.417846877385306,,123.02528016741181,4.384530319745949,5.129312513638755,,,,5.146215206028289
2018-07-08,,5.514483743790385,,129.95799091789453,4.488472439609827,5.282160800671106,,,,5.213558167764713
2018-07-09,,5.413513400357984,,127.62728281787159,4.449163748791419,5.307173937789105,,,,5.136313630411929
2018-07-10,,5.202205318092323,,122.09442983346267,4.414384758201126,5.152481731616171,,,,5.088922838296184
2018-07-11,,4.79297438637635,,118.60196696203215,4.1853900030857725,4.736316595621204,,,,4.790810837605682
2018-07-12,,4.890056749691885,,117.19092470434293,4.231772545187544,4.859845864389033,,,,4.835414598773178
2018-07-13,,4.72509236518392,,111.4997133167016,4.137057764923415,4.692742733951798,,,,4.693200258889693
2018-07-14,,5.110041994802686,,111.66752062291789,4.14888153520753,4.730859019524166,,,,4.716005091080635
2018-07-15,,5.097001964133663,,112.39916681619887,4.147380980305038,4.736537239215598,,,,4.721022000895209
2018-07-16,,5.2943469832733765,,113.66048879658277,4.216142874935482,4.899162178791583,,,,4.799059963692751
2018-07-17,,5.941279218070969,,122.95612199465191,4.476424895667213,5.245792849030832,,,,5.18591670790092
2018-07-18,,6.36781436587386,,127.66817130559377,4.849376266344867,5.453877080785165,,,,5.4292599924846074
2018-07-19,,6.677372065211602,,119.11317946723989,4.870224472937754,5.2214582764930935,,,,5.214022224800327
2018-07-20,,6.743552441154743,,117.11187902031463,4.941955033942772,5.098595533328209,,,,5.12094987857789
2018-07-21,,6.045397525919182,,109.67341249419859,4.868298998501492,4.905675644588991,,,,4.802101216058418
2018-07-22,,6.076836999534646,,110.07122337872825,4.899683044956547,5.024978971048157,,,,4.890490507122151
2018-07-23,,6.3201664737756325,,108.92827056662651,4.910791044350821,4.997052077514023,,,,4.832370004093209
2018-07-24,,6.125479534777703,,109.32448740627912,5.11605019648469,4.913552840114861,,,,4.792601908087519
2018-07-25,,6.438875526618111,,111.83880114740558,5.592383118838549,5.234831560771344,,,,4.9327812141935965
2018-07-26,,6.41188149580205,,119.12615101627175,5.407912759271581,5.141898877793377,,,,4.939096991059083
2018-07-27,,6.135754916077762,,123.65047753225488,5.264839736801092,5.055587721789025,,,,4.8327799590433385
2018-07-28,,6.151281100118616,,126.79742011035873,5.408430464054661,5.133347293117673,,,,4.870075255824722
2018-07-29,,6.090976893209362,,133.68044387250018,5.439506940128434,5.110763237137429,,,,4.894732327376078
2018-07-30,,6.084632337925662,,130.1285111603373,5.443130920770159,5.116468279274477,,,,4.876493952166714
2018-07-31,,5.731397627160966,,123.20013977021576,5.435380523662267,5.024999735013027,,,,4.808313931218747
2018-08-01,,5.329233636656273,,128.12597874887726,5.138130315058694,4.742741134585835,,,,4.68894916890745
2018-08-02,,5.249655226781035,,126.66681782271543,5.0545015713906185,4.577376422685871,,,,4.816704597791768
2018-08-03,,4.906490709921425,,132.13522740588778,5.00691490554068,4.507715971927336,,,,4.642786151892086
2018-08-04,,4.846901434488271,,131.36776134810893,4.9212820918514275,4.57825384833261,,,,4.748005489959141
2018-08-05,,4.728349528193273,,129.04357542126925,4.65392308762461,4.46338595054482,,,,4.630960174149606
2018-08-06,,4.879331384106354,,127.23941149495019,4.672247468017308,4.488407171716851,,,,4.678601731266974
2018-08-07,,4.852190730014658,,127.59754627263696,4.598881373021148,4.440713895614911,,,,4.4509627975136015
2018-08-08,,4.662336281302908,,122.02582434052063,4.456532022746328,4.143805363374794,,,,4.094014387852115
2018-08-09,,4.2640287172752185,,112.94658778744059,4.156272021881158,3.8793837326855014,,,,3.5722872917511066
2018-08-10,,4.589491284009526,,119.33150546744898,4.336693120569961,3.989508944422151,,,,3.728090359068959
2018-08-11,,4.308708909786765,,112.94656496683751,4.094562467241476,3.647334588584499,,,,3.454132867023213
2018-08-12,,4.139758363396205,,108.32706645131327,4.120211165136658,3.4808373175273504,,,,3.237669817579016
2018-08-13,,4.184953487345147,,109.04252363294496,4.195367506426049,3.487875853346962,,,,3.1994637513578423
2018-08-14,,3.8718970318829116,,94.90491948759761,4.172518920486587,3.1259045031020887,,,,3.006252665190288
2018-08-15,,3.52341342704518,,88.10393363678894,4.124864124174608,3.0467840839616076,,,,2.9498681661522843
2018-08-16,,3.523500589582386,,87.81732097090088,4.161743973697025,3.084028073635013,,,,3.0332487709889304
2018-08-17,,3.5449119000391724,,90.73003184160824,4.1893769797525025,3.1408403411556125,,,,3.1482265497732187
2018-08-18,,4.094294021511582,,100.24254865382416,4.360241822566759,3.4531802969600487,,,,3.9406283227382075
2018-08-19,,3.712245463842454,,91.94292691015345,4.2376327908973135,3.2160568969016605,,,,3.514432724628061
2018-08-20,,3.816053812548696,,94.4013718145103,4.299671775593355,3.2847065700947065,,,,3.7011487242545624
2018-08-21,,3.49518731129995,,89.74742021590788,4.145219706359658,2.9734576682863065,,,,3.4296540773365365
2018-08-22,,3.534802902304857,,90.57034109018255,4.294212246887945,3.0756200796084086,,,,3.6034743546219423
2018-08-23,,3.350552903730125,,88.07002154984836,4.207484753835637,2.9535679683202543,,,,3.4386011289035983
2018-08-24,,3.4397844414334133,,90.32914010370438,4.329930987577183,3.0255288917780283,,,,3.5263308319845676
2018-08-25,,3.5118456592654548,,95.03165403065091,4.438369683674979,3.0905380159953206,,,,3.524429087650072
2018-08-26,,3.519354143372773,,94.32246559022374,4.472669425362292,3.049205025319104,,,,3.5322871411220285
2018-08-27,,3.4765787751465127,,95.29733095378516,4.467524784225395,3.0002441057589624,,,,3.4845488042666464
2018-08-28,,3.759151336497094,,104.5880737661279,4.58890772562495,3.1478706132236898,,,,3.643156983496741
2018-08-29,,3.93719648488896,,106.92785716109584,4.698391510993959,3.2502728097218654,,,,3.7947740096735623
2018-08-30,,3.9236851335186604,,104.08466355370584,4.67898008496208,3.1648106116221713,,,,3.7114547350373766
2018-08-31,,3.7583380642784405,,100.24966627927648,4.6639713314988605,3.1274864179413333,,,,3.6134762390919346
2018-09-01,,3.8080899302772595,,102.51810217495193,4.66628611956826,3.095897105794563,,,,3.613020149986592
2018-09-02,,4.0015733766595165,,106.43224102761677,4.788221144610008,3.2431428940252514,,,,3.747230552196989
2018-09-03,,3.9316545545038184,,105.20484210338346,4.850637678003611,3.2315098446837633,,,,3.6898482079987818
2018-09-04,,3.8600083538248584,,105.00163294064006,4.8211728746852165,3.1686221911486845,,,,3.615551212600565
2018-09-05,,3.922220950629686,,105.86019341628136,4.886619494680705,3.1316865319625773,,,,3.5623296162212466
2018-09-06,,3.2999728908520805,,94.34039419855907,4.491852609982663,2.5515004490481585,,,,3.030971917512407
2018-09-07,,3.2947801533822654,,95.62616528251272,4.314801211365592,2.5161691964138044,,,,3.2465686591505776
2018-09-08,,3.1030631929151986,,92.97860821824472,4.248096151147938,2.3632220552865264,,,,3.116008919520368
2018-09-09,,2.899894196179629,,88.28436454655531,4.104259418452581,2.1595497017280447,,,,2.956818524530783
2018-09-10,,2.8456692973274427,,88.60638646824876,4.157093443140539,2.1487111284901945,,,,2.9882201944823064
2018-09-11,,2.7349196385704353,,88.68181228768732,4.188547155545287,2.154022584111744,,,,2.8946815721569448
2018-09-12,,2.616840047114436,,87.16251898722,4.1691463884573245,2.019322620353817,,,,2.8411052024100147
2018-09-13,,2.482305181708695,,85.80786352835224,4.203446299518414,2.006853875875624,,,,2.9091047905647365
2018-09-14,,2.603761959850478,,89.63738865149067,4.3069541738385055,2.3236707756290405,,,,3.0239482823554065
2018-09-15,,2.537168920525623,,92.5156681860357,4.3159516706065375,2.318809390327962,,,,2.9815703232826247
2018-09-16,,2.5827683969451263,,94.29203170395384,4.336010112212309,2.446820261605221,,,,3.035448803266988
2018-09-17,,2.604802668567543,,92.64756680930607,4.320092478862354,2.4148820156122883,,,,3.0281254283019727
2018-09-18,,2.37298834236078,,87.33708669079374,4.15002653131517,2.1563819096520658,,,,2.921992435293339
2018-09-19,,2.579983640106406,,89.02023744431958,4.214398847796855,2.3052852568311044,,,,3.4668997085413693
2018-09-20,,2.685272360549535,,89.5978328465133,4.238757094022346,2.2942259609108837,,,,3.5105596786289626
2018-09-21,,3.0233088722755057,,93.74072317535204,4.3105554050133685,2.4613868448628233,,,,4.841659900228738
2018-09-22,,3.275725950006265,,97.40861425892216,4.484487418055381,2.7140079771847585,,,,6.088673230937026
2018-09-23,,3.117210425643814,,96.1943082038679,4.479970750492126,2.652947616318927,,,,6.175144546869592
2018-09-24,,3.349040513493226,,96.12701237987649,4.456065256412811,2.68521013511715,,,,6.165065915751903
2018-09-25,,3.0834440051209344,,93.61602303787286,4.379811073918014,2.504826039895667,,,,5.324257815588342
2018-09-26,,3.016581638978098,,91.29039815578356,4.276974909058119,2.4078917460688647,,,,5.687061311327369
2018-09-27,,2.9489877925844867,,90.8590134704775,4.291240158680796,2.3582543581125774,,,,5.545728867155036
2018-09-28,,3.215055323529412,,93.7601934999921,4.45186537451946,2.5144908491274593,,,,5.839949984091385
2018-09-29,,3.1299516271567374,,92.9756750986774,4.405426963394355,2.4377829750378512,,,,5.81615026951561
2018-09-30,,3.150735224078597,,92.94353726244782,4.38637561233084,2.5420676740727126,,,,6.155677868010294
2018-10-01,,3.172575430418602,,93.35979893742913,4.399631641588695,2.5535366024106207,,,,6.263059423018242
2018-10-02,,3.150854334456639,,92.87407982788979,4.381573271478006,2.535571555592528,,,,6.217510896947464
2018-10-03,,3.0668901025455444,,96.40743646416539,4.332282831292955,2.476896609584139,,,,5.563646813383185
2018-10-04,,3.0130403825064493,,95.87870950751618,4.315453759787869,2.4185336110918554,,,,5.691245735276423
2018-10-05,,3.034340889263354,,96.10033591906706,4.368200851319755,2.4374166759012224,,,,5.68079910623071
2018-10-06,,3.099158514294887,,99.33229804686133,4.396412218502482,2.5014820297427107,,,,5.596924331067638
2018-10-07,,3.0357195030097937,,97.22455015880453,4.375121548044537,2.4689321138807716,,,,5.2623060137328315
2018-10-08,,3.1518082966053327,,98.3665773800956,4.372271346326384,2.4753991917656304,,,,5.201883291706715
2018-10-09,,3.235967650264613,,98.47268376425136,4.417593599090821,2.5178108851161887,,,,5.2892655943983975
2018-10-10,,3.219473859047601,,97.20707108769889,4.40474953644586,2.500745279282673,,,,5.17160180765239
2018-10-11,,3.161084572021528,,96.74884914642001,4.370692992054475,2.4754394234525936,,,,4.987187668070166
2018-10-12,,2.644897593839005,,86.61348144383794,4.139565955156438,2.1061898723405155,,,,4.121789911195524
2018-10-13,,2.739208313121287,,89.03974358589768,4.173579136808527,2.1617724774478067,,,,4.536511288090681
