,BTC,ETH,BNB,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
,Return %,Return %,Return %,Return %,Return %,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return
2020-04-22,1.8715050095517658,0.3309038759269412,31.269968457937246,1.4810005429343267,0.23771619227906776,1.6205296907175508,1.931001039134335,2.19230411488112,1.6573367502884575,1.0623728811133337
2020-04-23,1.9447992897813213,0.353860602154071,32.492536128615484,1.517845389701683,0.25108597102980834,1.6142494778632668,1.9076313861710907,2.2256595578790277,1.5973918278756527,1.0731451079416379
2020-04-24,2.019417773889136,0.35835857270733046,33.07954896336073,1.5374881186748055,0.27611275350938197,1.660852178856738,1.9424632974924978,2.2356494945054863,1.6415808341255749,1.0777292138724912
2020-04-27,2.0583431305976903,0.3641104754002177,33.358055897797925,1.557328725880483,0.295854326648127,1.6620260504182867,1.9368990944060112,2.2039080245558647,1.8081951199859378,1.0728834002365613
2020-04-28,2.0825631376093843,0.3626939845441652,33.43703273852219,1.5649370793496338,0.30199128351697174,1.635085698080751,1.889714652232604,2.1464728457341056,1.7411192872407943,1.0405751619356838
2020-04-29,2.0782633391109795,0.3639716970891229,33.3338232324276,1.6872862197156473,0.30573095417038554,1.68879032202159,1.9745131072706612,2.2008563168956,1.8121793746478159,1.133093056772192
2020-04-30,2.342445156841075,0.39792823426702717,35.43559381665213,1.7874329832549098,0.3360588487322758,1.7244173239145837,1.9943216702585536,2.29480995486162,1.7700051335394116,1.1369089239558858
2020-05-01,2.3066044869432902,0.3794814739761619,34.59451436257702,1.6851974969942132,0.31339577775754607,1.696655261483964,1.9426858656159571,2.1204637628180505,1.5876349315161664,1.1121057872618754
2020-05-04,2.2866326664011543,0.37253138520661777,33.75585186386624,1.6585266699669543,0.3052557923787589,1.7206609349176287,1.9902041599745532,2.14824450580435,1.7231675034517633,1.1168165259532499
2020-05-05,2.2855357164391075,0.3668692635116549,33.60638978261013,1.6504826837349862,0.30346986078761173,1.746486109271693,2.0115706998266623,2.1499234088028545,1.7390592464781185,1.1388675106519413
