,Crypto Data,Crypto Data,Crypto Data,Crypto Data,Crypto Data,Stock Data,Stock Data,Stock Data,Stock Data,Stock Data
,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
,close,close,close,close,close,close,close,close,close,close
2018-06-06 00:00:00.000,7569.01133988542,600.6782790386933,120.41214338605401,0.6758379731331133,0.21933920134469015,193.98,102.49,1695.75,319.5,1146.95
2018-06-07 00:00:00.000,7605.57848860797,598.2160984640701,120.00736202315804,0.6733903685203042,0.21524780377011557,193.46,100.88,1689.3,316.09,1134.42
2018-06-08 00:00:00.000,7613.77739337755,595.1261406729993,119.75964426944522,0.6754460008823177,0.20922544727030998,191.7,101.63,1683.99,317.66,1132.71
2018-06-09 00:00:00.000,7561.16610052452,590.4981451663734,118.28861149353571,0.6722952672207965,0.20434564691054882,,,,,
2018-06-10 00:00:00.000,7415.00137858946,581.1212496803587,115.14934451027639,0.6542822794202005,0.2001045407220412,,,,,
2018-06-11 00:00:00.000,6767.49948454925,522.9980386707371,106.18652353664909,0.585695519156141,0.17700556463229938,191.23,101.05,1689.12,332.1,1140.9
2018-06-12 00:00:00.000,6880.13364875604,529.1308297528115,106.5883668193089,0.6048890795121539,0.18101254117876267,192.28,101.31,1698.75,342.77,1148.19
2018-06-13 00:00:00.000,6581.82807522796,495.0763558611063,100.03071351772867,0.5638768679967714,0.1661614302504176,190.7,100.85,1704.86,344.78,1144.23
2018-06-14 00:00:00.000,6334.09890642618,474.85911303649493,93.60424907545304,0.5351623503897837,0.16060084005199157,190.8,101.42,1723.86,357.72,1160.11
2018-06-15 00:00:00.000,6644.72067973844,516.6441703707438,100.3747269906215,0.560357300470539,0.17171258748705198,188.84,100.13,1715.97,358.17,1159.27
2018-06-16 00:00:00.000,6406.80704950998,485.4328365159148,95.24368840738993,0.534229404808742,0.16215431458382334,,,,,
2018-06-17 00:00:00.000,6478.81592433021,493.0678580653148,95.86381385836812,0.5338467085676655,0.16235552042519688,,,,,
2018-06-18 00:00:00.000,6418.85000188746,491.40027597923427,94.26164442513435,0.5256089842812864,0.16021505026707739,188.74,100.86,1723.79,370.83,1183.58
2018-06-19 00:00:00.000,6677.53340291194,512.4288524669856,97.69066867553458,0.5360366600338907,0.1634923916606105,185.69,100.86,1734.78,352.55,1178.69
2018-06-20 00:00:00.000,6708.68182027534,532.0039133610575,97.97865316675171,0.5479882365286848,0.1666453240422646,186.5,101.87,1750.08,362.22,1184.07
2018-06-21 00:00:00.000,6714.37546123014,529.7630465685196,96.7504782741455,0.5376038877861932,0.16166876317361192,185.46,101.14,1730.22,347.51,1169.44
2018-06-22 00:00:00.000,6690.832151608,520.6671645141439,95.89075975772742,0.5336605585468722,0.15830872138714228,184.92,100.41,1715.67,333.63,1169.29
2018-06-23 00:00:00.000,6088.57944239075,463.94082865220423,85.15034933849773,0.488395409922676,0.14048488390131267,,,,,
2018-06-24 00:00:00.000,6169.43726386169,472.9772647615346,82.82752473603354,0.492234104157626,0.13878315814718434,,,,,
2018-06-25 00:00:00.000,6159.70719379414,455.71843063066746,80.75750689442258,0.4776674513480335,0.1321353596808119,182.17,98.39,1663.15,333.01,1139.28
2018-06-26 00:00:00.000,6241.84871170546,458.9258012406738,81.48473682899576,0.4813881402171685,0.1351572909584158,184.43,99.08,1691.09,342.0,1132.62
2018-06-27 00:00:00.000,6069.87260616628,430.60178441047594,75.5932696712591,0.45544959291621323,0.12605289473877845,184.16,97.54,1660.51,344.5,1116.94
2018-06-28 00:00:00.000,6117.03640962264,437.8765374730084,79.96550294706603,0.4696914370950493,0.12700558224465147,185.5,98.63,1701.45,349.93,1126.78
2018-06-29 00:00:00.000,5879.98897440643,420.86212416397933,74.64872819590062,0.44918968776276375,0.11951512594262992,185.11,98.61,1699.8,342.95,1129.19
2018-06-30 00:00:00.000,6182.25674792295,432.50722049091496,78.42011361727359,0.4531321565940195,0.12512278042220804,,,,,
2018-07-01 00:00:00.000,6366.49946751097,449.43004507185094,80.71897370431697,0.4650056508316145,0.13782709931428794,,,,,
2018-07-02 00:00:00.000,6312.87724313135,447.6805505735615,79.18262513849184,0.4594759775288301,0.14150418800347955,187.18,100.01,1713.78,335.07,1142.11
2018-07-03 00:00:00.000,6595.5473128085,472.31165843777023,84.74967232415305,0.4859413788865257,0.15359194216168753,183.92,99.05,1693.96,310.86,1116.28
2018-07-04 00:00:00.000,6497.60735494217,459.6987235407423,84.5304175082172,0.48352484797536144,0.1498561094860915,,,,,
2018-07-05 00:00:00.000,6562.7217371211,463.22220830490755,84.8817314711171,0.48893090030818254,0.1508083992441361,185.4,99.76,1699.73,309.16,1141.29
2018-07-06 00:00:00.000,6537.74087162192,466.87948010075564,82.93891309349613,0.47642423241202114,0.14744331769396685,187.97,101.16,1710.63,308.9,1155.08
2018-07-07 00:00:00.000,6603.29470396542,467.5901144927255,82.88463461852108,0.47789812889261,0.14544402100485454,,,,,
2018-07-08 00:00:00.000,6759.83608914527,481.523823511904,84.500297388586,0.4841518656913012,0.14803827195829727,,,,,
2018-07-09 00:00:00.000,6700.63547905209,483.8040307751051,81.9422789221309,0.47697862897457227,0.14532768727707482,190.58,101.85,1739.02,318.51,1167.28
2018-07-10 00:00:00.000,6648.256795903321,469.7022293732207,80.14588449965042,0.4725777304555357,0.13965504686270147,190.35,102.12,1743.07,322.47,1167.14
2018-07-11 00:00:00.000,6303.380664729323,431.76445446277353,75.62677421441818,0.44489385762341305,0.12866909735630658,187.88,101.98,1755.0,318.96,1171.46
2018-07-12 00:00:00.000,6373.234804689936,443.0254304264658,77.80533081002626,0.4490359413004713,0.1312753078323177,191.03,104.19,1796.62,316.71,1201.26
2018-07-13 00:00:00.000,6230.5901971047815,427.79224436391297,76.16454183765156,0.43582934884153135,0.1268467804212572,191.33,105.43,1813.03,318.87,1204.42
2018-07-14 00:00:00.000,6248.397313033797,431.266939712935,76.3665793452043,0.437947096778111,0.13718088976085213,,,,,
2018-07-15 00:00:00.000,6246.13741162634,431.78456841825795,75.92037921389917,0.43841298709113163,0.13683082551255343,,,,,
2018-07-16 00:00:00.000,6349.695836710773,446.60952086822346,77.77948803826735,0.44565990446836257,0.14212862254494427,190.91,104.91,1822.49,310.1,1196.51
2018-07-17 00:00:00.000,6741.6919602852695,478.20850696097756,83.58247695715157,0.48158496916250987,0.1594957478395647,191.45,105.95,1843.93,322.69,1213.08
2018-07-18 00:00:00.000,7303.373059795855,497.1775460849197,88.61836332300527,0.5041827999420894,0.17094623516420682,190.4,105.12,1842.92,323.85,1212.91
2018-07-19 00:00:00.000,7334.771372076191,475.9901579076109,85.91424186886717,0.4841949598838564,0.17925642139568287,191.88,104.4,1812.97,320.23,1199.1
2018-07-20 00:00:00.000,7442.800738748321,464.78994267592014,85.64467236695619,0.4755518895242561,0.18103305706048198,191.44,106.27,1813.7,313.58,1197.88
2018-07-21 00:00:00.000,7331.871523239401,447.2032909319223,81.61309394835128,0.4459423273280479,0.16229084074203767,,,,,
2018-07-22 00:00:00.000,7379.137271821949,458.0790283587359,83.0640788116837,0.4541505104533904,0.16313484456207844,,,,,
2018-07-23 00:00:00.000,7395.8664054401,455.5332019326154,82.0161567953785,0.44875320806011076,0.16966711060125564,191.61,107.97,1802.0,303.2,1211.0
2018-07-24 00:00:00.000,7704.99567890457,447.92137912561867,81.62616683060358,0.4450601835926384,0.1644406706730288,193.0,107.66,1829.24,297.43,1258.15
2018-07-25 00:00:00.000,8422.37392335148,477.2092716797165,89.01009936891931,0.4580777946748731,0.17285389722809,194.82,110.83,1863.61,308.74,1275.94
2018-07-26 00:00:00.000,8144.553482041877,468.73749232171497,86.23869663580359,0.45866430297770966,0.17212923289669205,194.21,109.62,1808.0,306.65,1285.5
2018-07-27 00:00:00.000,7929.079243602936,460.8693339260698,83.36509885631389,0.4487912781165996,0.16471651692846223,190.98,107.68,1817.27,297.18,1252.89
2018-07-28 00:00:00.000,8145.333168120666,467.9579265520383,84.03873523998385,0.452254668556906,0.1651333228458072,,,,,
2018-07-29 00:00:00.000,8192.13570223742,465.8991552657435,83.52861052815953,0.45454442284945107,0.16351443502286017,,,,,
2018-07-30 00:00:00.000,8197.593575814208,466.41922911559277,83.78014669422129,0.4528507343740088,0.16334411318600636,189.91,105.37,1779.22,290.17,1230.04
2018-07-31 00:00:00.000,8185.921138302329,458.080921209812,82.71207012616975,0.4465192649086967,0.15386140209157645,190.29,106.08,1777.44,298.14,1227.22
2018-08-01 00:00:00.000,7738.249304586212,432.3501179219696,78.74951517633932,0.43543457562142046,0.14306516712847436,201.5,106.28,1797.17,300.84,1232.99
2018-08-02 00:00:00.000,7612.300753683117,417.27540676628155,77.76038403039676,0.44729845576933375,0.14092885649080406,207.39,107.57,1834.33,349.54,1241.13
2018-08-03 00:00:00.000,7540.633150617145,410.9251331069581,76.09387855925789,0.4311476932093057,0.13171648332341448,207.99,108.04,1823.29,348.17,1238.16
2018-08-04 00:00:00.000,7411.66638248389,417.35539322792266,77.48498327675276,0.4409187818195647,0.13011678808951255,,,,,
2018-08-05 00:00:00.000,7009.012011793916,406.8839911959127,73.0757814171322,0.43004948561222806,0.12693422011748143,,,,,
2018-08-06 00:00:00.000,7036.60933127318,409.16493540460897,74.4770255251732,0.43447367117237534,0.13098738158914192,209.07,108.13,1847.75,341.99,1237.67
2018-08-07 00:00:00.000,6926.116778774001,404.81719789129863,73.55085898215239,0.4133342092283022,0.13025878110390574,207.11,108.88,1862.48,379.57,1255.84
2018-08-08 00:00:00.000,6711.73242235858,377.75090114785144,67.95803447567721,0.38018655211349806,0.12516207109138078,207.25,109.49,1886.52,370.34,1261.33
2018-08-09 00:00:00.000,6259.527709667595,353.6461229266765,62.032497945875505,0.3317368870611741,0.11446936326483662,208.88,109.67,1898.52,352.45,1264.46
2018-08-10 00:00:00.000,6531.249786737056,363.6851798621928,63.38488958413615,0.3462053831045791,0.12320652130265171,207.53,109.0,1886.3,355.49,1252.51
2018-08-11 00:00:00.000,6166.590417501742,332.49243311549486,59.042901543562294,0.320764594563243,0.11566881887981083,,,,,
2018-08-12 00:00:00.000,6205.218479944854,317.3144774285816,57.780590797107635,0.30066296993965713,0.11113328153921524,,,,,
2018-08-13 00:00:00.000,6318.407221774424,317.9561130787788,59.35194676139205,0.29711500180609407,0.11234656067126024,208.87,108.21,1896.2,356.41,1248.64
2018-08-14 00:00:00.000,6283.99625058153,284.9586646577589,56.780133830989854,0.27917264750023035,0.10394244909069657,209.75,109.56,1919.65,347.64,1258.14
2018-08-15 00:00:00.000,6212.2260400556115,277.7460166184284,54.17861746304281,0.2739365573815652,0.0945872831199803,210.24,107.66,1882.62,338.69,1232.22
2018-08-16 00:00:00.000,6267.76870877378,281.1411931356025,54.28578740628325,0.2816796138691155,0.09458962302920607,213.32,107.64,1886.52,335.45,1224.06
2018-08-17 00:00:00.000,6309.385226218996,286.3202214369417,55.20215352923152,0.29235691031813965,0.09516441725250115,217.58,107.58,1882.22,305.5,1215.85
2018-08-18 00:00:00.000,6566.715163377382,314.79325272659554,61.471765157134705,0.3659425085627602,0.10991277515620165,,,,,
2018-08-19 00:00:00.000,6382.0605914076095,293.17699177790365,57.031847928348306,0.32636428053985966,0.09965654612203598,,,,,
2018-08-20 00:00:00.000,6475.494019667379,299.4351225630472,57.80860252134772,0.3437034751291751,0.10244331806140766,215.46,106.87,1876.71,308.44,1221.95
2018-08-21 00:00:00.000,6242.8824384007985,271.06155217805997,53.755702649273786,0.31849139623777956,0.09382954303166759,215.04,105.98,1883.42,321.9,1217.41
2018-08-22 00:00:00.000,6467.271730309675,280.3747171450871,56.463118475841824,0.33463304246761144,0.09489303762290234,215.05,107.06,1904.9,321.64,1221.75
2018-08-23 00:00:00.000,6336.6563271087025,269.2483994291051,55.326815892250785,0.3193222552345032,0.08994678106207081,215.49,107.56,1902.9,320.1,1221.16
2018-08-24 00:00:00.000,6521.065718268509,275.80838507029057,57.31467691123398,0.3274691863814143,0.09234223334002,216.16,108.4,1905.39,322.82,1236.75
2018-08-25 00:00:00.000,6684.379144206679,281.7346420014112,57.85015609491277,0.32729258279553575,0.09427674229112143,,,,,
2018-08-26 00:00:00.000,6736.036057516459,277.96671056981506,57.8920655675577,0.32802231307315555,0.09447831021006314,,,,,
2018-08-27 00:00:00.000,6728.2880026290095,273.50341418810274,56.96336838677555,0.32358914015941737,0.0933299902786233,217.94,109.6,1927.68,319.27,1256.27
2018-08-28 00:00:00.000,6911.096028949572,286.9611037603499,60.67650710315033,0.3383181301154409,0.10091575090984732,219.7,110.26,1932.82,311.86,1245.86
2018-08-29 00:00:00.000,7075.9834051051,296.29612763685776,63.36461190948327,0.35239789363432517,0.10569543606680701,222.98,112.02,1998.1,305.01,1264.65
2018-08-30 00:00:00.000,7046.748947280631,288.5053605724647,61.68645768582151,0.34466053251451045,0.1053327190471163,225.03,111.95,2002.38,303.15,1254.44
2018-08-31 00:00:00.000,7024.14510718162,285.1028726269231,60.18044433095889,0.33556185746703293,0.10089391832868926,227.63,112.33,2012.71,301.66,1231.8
2018-09-01 00:00:00.000,7027.631279401852,282.22317870221497,62.05226226060779,0.33551950320835444,0.10222952481723128,,,,,
2018-09-02 00:00:00.000,7211.270767868822,295.6461617616964,66.46681114325837,0.34798281799922076,0.1074236565593402,,,,,
2018-09-03 00:00:00.000,7305.272801003753,294.5856884801363,66.2084804651583,0.34265406398759846,0.105546660980027,,,,,
2018-09-04 00:00:00.000,7260.897516647864,288.85282563770716,65.37599692662027,0.3357545478069385,0.10362329331159675,228.36,111.71,2039.51,288.95,1211.31
2018-09-05 00:00:00.000,7359.462992923027,285.4857566471215,67.65593730109187,0.3308121774807694,0.10529341253815096,226.87,108.49,1994.82,280.74,1199.1
2018-09-06 00:00:00.000,6764.926773778225,232.59576871683151,59.01983513695286,0.2814681761478718,0.088588942676832,223.1,108.74,1958.31,280.95,1183.99
2018-09-07 00:00:00.000,6498.2796126096555,229.37495804862965,57.41658645072138,0.30148935196335885,0.08844954179771432,221.3,108.21,1952.07,263.24,1177.59
2018-09-08 00:00:00.000,6397.81887024023,215.43223745188737,55.757006366829266,0.2893650523023391,0.08330283199652924,,,,,
2018-09-09 00:00:00.000,6181.19445075213,196.8653868522827,53.02124421259357,0.2745819954620263,0.07784868821995129,,,,,
2018-09-10 00:00:00.000,6260.764806062476,195.87733831990175,54.78760162031557,0.27749808014040456,0.07639300157798225,218.33,109.38,1939.01,285.5,1175.06
2018-09-11 00:00:00.000,6308.135474616629,196.3615326706261,54.30349828358563,0.2688117095167822,0.07341988770838016,223.85,111.24,1987.15,279.44,1189.99
2018-09-12 00:00:00.000,6278.917069628559,184.08223182704117,51.73932424571115,0.26383639351660326,0.07024999919572082,221.07,111.71,1990.0,290.54,1171.6
2018-09-13 00:00:00.000,6330.574238022664,182.94557625329006,51.78280103815827,0.27015110727100333,0.06663836301758631,226.41,112.91,1989.87,289.46,1182.14
2018-09-14 00:00:00.000,6486.461630393616,211.82672748652598,54.570767626819254,0.28081593329265214,0.06989891330463334,223.84,113.37,1970.19,295.2,1177.98
2018-09-15 00:00:00.000,6500.01225461663,211.3835617204549,56.62711647707097,0.2768805465013173,0.0681111995449902,,,,,
2018-09-16 00:00:00.000,6530.221146234664,223.05308230390335,56.70904368337579,0.28188391766658527,0.06933533366252165,,,,,
2018-09-17 00:00:00.000,6506.248493217292,220.1415794346937,56.82796365233116,0.28120383977383406,0.06992685149925758,217.88,112.14,1908.03,294.84,1159.83
2018-09-18 00:00:00.000,6250.121727322729,196.5766097002653,52.24179094005507,0.2713479055110803,0.06370371369320828,218.24,113.21,1941.05,284.96,1167.11
2018-09-19 00:00:00.000,6347.069255451608,210.15069647518163,54.21421559464914,0.32195017453398533,0.06926057587749918,218.37,111.7,1926.42,299.02,1174.27
2018-09-20 00:00:00.000,6383.753841158382,209.1425267776257,54.194748025225294,0.3260046139961996,0.07208708892120025,220.03,113.57,1944.3,298.33,1191.57
2018-09-21 00:00:00.000,6491.885242276883,224.38097767293752,56.53424637987206,0.449615904974841,0.08116179897199581,217.66,114.26,1915.01,299.1,1172.12
2018-09-22 00:00:00.000,6753.8344721403255,247.41001789452824,60.81121246596782,0.5654185509177353,0.08793802495001281,,,,,
2018-09-23 00:00:00.000,6747.032172960024,241.8437317592413,60.83230423824449,0.573448623200497,0.08368261947681596,,,,,
2018-09-24 00:00:00.000,6711.029451815934,244.7847954629194,61.57470620174388,0.572512681200384,0.08990618040975244,220.79,114.67,1934.36,299.68,1179.56
2018-09-25 00:00:00.000,6596.187313045577,228.34091150907454,57.97125569760776,0.4944318777867952,0.08277614794173288,222.19,114.45,1974.55,300.99,1193.89
2018-09-26 00:00:00.000,6441.311544542553,219.50434375691938,57.76468074036215,0.5281232616151041,0.08098120400813721,220.42,113.98,1974.85,309.58,1194.06
2018-09-27 00:00:00.000,6462.795635292239,214.9793802543281,57.337685316849175,0.5149985655194846,0.07916662322777085,224.95,114.41,2012.98,307.52,1207.36
2018-09-28 00:00:00.000,6704.704245729721,229.22195926025518,63.30999919595229,0.5423211153226617,0.08630930046381327,225.74,114.37,2003.0,264.77,1207.08
2018-09-29 00:00:00.000,6634.765964572905,222.229239761749,61.98121172378998,0.5401109786282969,0.08402466155043156,,,,,
2018-09-30 00:00:00.000,6606.073795422076,231.73587329828854,61.58886905716184,0.5716408695349071,0.08458260458124647,,,,,
2018-10-01 00:00:00.000,6626.037956098487,232.78138524562493,61.19997260259926,0.5816127502591653,0.08516891266664571,227.26,115.61,2004.36,310.7,1208.53
2018-10-02 00:00:00.000,6598.841259755177,231.1436846227436,60.38502542246787,0.5773829319341285,0.08458580214159063,229.28,115.15,1971.31,301.02,1207.64
2018-10-03 00:00:00.000,6524.60769791521,225.79485382934473,59.61992822783181,0.5166624976780154,0.08233175255582098,232.07,115.17,1952.76,294.8,1211.53
2018-10-04 00:00:00.000,6499.262379115219,220.47446029228064,57.55550598751382,0.528511843960709,0.08088613772215637,227.99,112.79,1909.42,281.83,1177.07
2018-10-05 00:00:00.000,6578.701809284849,222.19584779064576,58.3177618866557,0.527541728201008,0.08145795738082869,224.29,112.13,1889.65,261.95,1167.83
2018-10-06 00:00:00.000,6621.189363919919,228.03607024893918,58.86675542194945,0.5197527810802645,0.08319800951407037,,,,,
2018-10-07 00:00:00.000,6589.124681678888,225.06880731767052,57.94556305989174,0.4886787856592851,0.08149496675581337,,,,,
2018-10-08 00:00:00.000,6584.832153052514,225.65834864130284,58.290063880186906,0.4830676900010518,0.08461141159382,223.77,110.85,1864.42,250.56,1155.92
2018-10-09 00:00:00.000,6653.089450830426,229.52461502629828,59.5897158305285,0.4911823601582122,0.08687069929212474,226.87,112.26,1870.32,262.8,1145.17
2018-10-10 00:00:00.000,6633.745729917172,227.9689077917784,58.84129805158942,0.480255630265831,0.08642791761694854,216.36,106.16,1755.25,256.88,1092.16
2018-10-11 00:00:00.000,6582.455082387102,225.66201617746165,58.0262045876783,0.4631301956076673,0.08486043649744206,214.45,105.91,1719.36,252.23,1090.74
2018-10-12 00:00:00.000,6234.367641454442,192.0010841477226,51.30214861379764,0.3827658983132607,0.07100321398888647,222.11,109.57,1788.61,258.78,1120.54
2018-10-13 00:00:00.000,6285.592982799844,197.06801594741614,53.73520928870977,0.42127858425725245,0.07353501869778867,,,,,
2018-10-14 00:00:00.000,6314.883384422573,201.05349968429928,53.93122557989772,0.4221324275877779,0.07375966057117533,,,,,
2018-10-15 00:00:00.000,6328.554760034424,196.3186984116144,52.48165901736143,0.4052294499258164,0.07167885775984494,217.36,107.6,1760.95,259.59,1102.44
2018-10-16 00:00:00.000,6659.87550840943,212.2030694387269,55.67753950894572,0.45302589929818526,0.075713861525043,222.15,111.0,1819.96,276.59,1133.08
2018-10-17 00:00:00.000,6635.125667516839,212.4442865474299,54.94816672560304,0.47581051810127967,0.07700143646878939,221.19,110.71,1831.73,271.78,1127.59
2018-10-18 00:00:00.000,6635.741832487943,211.08269302502703,54.766109860188244,0.4758981496045672,0.07876846396496945,216.02,108.5,1770.72,263.91,1097.91
2018-10-19 00:00:00.000,6517.511087710534,204.31304892929978,52.83990687227903,0.4614499882396756,0.07579857188262455,219.31,108.66,1764.03,260.0,1105.18
2018-10-20 00:00:00.000,6483.827769471798,203.97626253061992,53.41453401828318,0.45767206676431177,0.07641185493108581,,,,,
2018-10-21 00:00:00.000,6532.678750383806,206.88209866230514,53.92745423008259,0.46420607928321866,0.07726718307340989,,,,,
2018-10-22 00:00:00.000,6529.670021370842,206.30982679591034,53.247422881130355,0.4608295736733428,0.0765381466863317,220.65,109.63,1789.3,260.95,1111.37
2018-10-23 00:00:00.000,6512.589059298922,205.03775490876436,52.70468585668032,0.4567760577976926,0.07652767285834672,222.73,108.1,1768.7,294.14,1114.91
2018-10-24 00:00:00.000,6472.799660641591,204.08394558056767,52.713733422147214,0.46395378100162,0.07500108990890238,215.09,102.32,1664.2,288.5,1057.12
2018-10-25 00:00:00.000,6481.443589558082,203.52219877380867,52.53136810013208,0.45879775435088754,0.07468096503128797,219.8,108.3,1782.17,314.86,1103.59
2018-10-26 00:00:00.000,6458.191521836801,202.35302275695466,52.28584394800064,0.4604520388780604,0.0743240599265441,216.3,106.96,1642.81,330.9,1083.75
2018-10-27 00:00:00.000,6468.826424965618,203.38496856526396,52.21902611068149,0.461604975148876,0.07418254455742584,,,,,
2018-10-28 00:00:00.000,6457.058635186671,203.18739632422128,51.9181403976021,0.4574333612228476,0.0729560413357121,,,,,
2018-10-29 00:00:00.000,6481.323141667608,204.7223407022085,51.924272534508155,0.46305842888872795,0.07348244973317869,212.24,103.85,1538.88,334.85,1034.73
2018-10-30 00:00:00.000,6292.6479239344,195.7514045211852,48.83848139041733,0.44091381016919695,0.06968417793305487,213.3,103.73,1530.42,329.9,1049.51
2018-10-31 00:00:00.000,6331.781807909807,197.44844958499,49.16100683161013,0.44672032843053366,0.06999555980141604,218.86,106.81,1598.01,337.32,1090.58
2018-11-01 00:00:00.000,6366.720109554257,198.6390488336609,49.85599624524341,0.4536180307581987,0.07044518548644056,222.22,105.92,1665.53,344.28,1085.98
2018-11-02 00:00:00.000,6379.972972168429,199.1226070207313,50.393596454481255,0.4580677016478053,0.0710370119849948,207.48,106.16,1665.53,346.41,1071.49
2018-11-03 00:00:00.000,6425.4415830402095,202.28275716666218,51.73503650248577,0.46171766648449136,0.07317153109265498,,,,,
2018-11-04 00:00:00.000,6388.1897883073725,200.13622776255878,51.03496098033396,0.45713384256022543,0.07173342702075201,,,,,
2018-11-05 00:00:00.000,6351.061941056285,206.8144295995958,53.32737077033311,0.45994434094168035,0.07573271108408507,201.59,107.51,1627.8,341.4,1055.73
2018-11-06 00:00:00.000,6415.443408541094,209.10887661978714,53.40720748184259,0.49667128994838566,0.07625549698082966,203.77,107.72,1642.81,341.06,1069.57
2018-11-07 00:00:00.000,6474.847290336688,219.16088708430863,55.82876120478928,0.5499785392991835,0.08089729807963218,209.95,111.96,1755.49,348.16,1108.24
2018-11-08 00:00:00.000,6574.801180290013,219.0157747507676,54.249268109399864,0.5391213228385459,0.07897067461280532,208.49,111.75,1754.91,351.4,1094.63
2018-11-09 00:00:00.000,6490.454730761757,213.40763439234544,52.67812212467948,0.49665147943451854,0.07699584032741691,204.47,109.57,1712.43,350.51,1077.02
2018-11-10 00:00:00.000,6413.78203857173,210.79061959752252,52.18620849086484,0.5025685527333951,0.07466519389936156,,,,,
2018-11-11 00:00:00.000,6429.898792074219,212.9658278769949,52.375866958033924,0.5080529756541826,0.07537446950840598,,,,,
2018-11-12 00:00:00.000,6434.2845969255495,212.4733247441558,51.62525327988677,0.5087858598057983,0.07682329086946334,194.17,106.87,1636.85,331.28,1049.36
2018-11-13 00:00:00.000,6411.353436205148,211.65690924875202,50.9523619029826,0.520972684941486,0.07638127821533956,192.23,106.94,1631.17,338.73,1047.97
2018-11-14 00:00:00.000,6394.289276264062,208.58229647385883,50.05774061981147,0.5133516434128776,0.07412559148205597,186.8,104.97,1599.01,344.0,1054.58
2018-11-15 00:00:00.000,5788.612494046974,184.02255937246562,44.16088392534081,0.47733407786276144,0.06556043999033952,191.41,107.28,1619.44,348.44,1071.05
2018-11-16 00:00:00.000,5686.541131058274,182.448242594831,44.35749399825322,0.48661408818885643,0.06394943787817868,193.53,108.29,1593.41,354.31,1068.27
2018-11-17 00:00:00.000,5609.956182334204,176.02240566453227,42.56261053238815,0.47483121816677704,0.06139800126481687,,,,,
2018-11-18 00:00:00.000,5599.1915956893035,175.6674163561008,42.20476584865937,0.495510036622496,0.06108463473381829,,,,,
2018-11-19 00:00:00.000,5638.861481452398,177.72868960741215,42.37473600550325,0.5131615688115037,0.062066356176353886,185.86,104.62,1512.29,353.47,1027.42
2018-11-20 00:00:00.000,4889.197859239111,150.39116276572497,36.96719189210485,0.48170970842039146,0.05293579783365605,176.98,101.71,1495.46,347.49,1030.45
2018-11-21 00:00:00.000,4450.711454417822,131.476679735108,33.18095466479301,0.4365696229970872,0.04537003156804686,176.78,103.11,1516.73,338.19,1043.43
2018-11-22 00:00:00.000,4613.44841218385,137.1730431934016,34.84013071990444,0.44966013270735183,0.04811637771768638,,,,,
2018-11-23 00:00:00.000,4307.388731717267,126.06638760845392,31.98518067862128,0.42589733345570646,0.04388829357644276,172.29,103.07,1502.06,325.83,1030.1
2018-11-24 00:00:00.000,4376.904946801552,124.15029635415753,32.46366568169593,0.4124455003989376,0.044253370810228065,,,,,
2018-11-25 00:00:00.000,3895.8368129589876,114.28793125942474,29.473298484443344,0.37721297815419813,0.038722242343312674,,,,,
2018-11-26 00:00:00.000,4039.836551137432,117.52527750634898,31.30971062951655,0.3783131854754654,0.03815036851633416,174.62,106.47,1581.33,346.0,1055.94
2018-11-27 00:00:00.000,3811.9235292664935,109.43098854688948,29.898704360063864,0.359461325031685,0.036105406756788895,174.24,107.14,1581.42,343.92,1052.28
2018-11-28 00:00:00.000,3832.92451590069,110.43494358866081,31.361452843819063,0.361691440884173,0.0366961618855939,180.94,111.12,1677.75,347.87,1091.79
2018-11-29 00:00:00.000,4267.243628990657,122.44642499081692,34.70173011641105,0.39132924183559503,0.04204328527476875,179.55,110.19,1673.57,341.17,1094.58
2018-11-30 00:00:00.000,4279.475592548712,117.70538590366436,33.836247002526875,0.3796982303457673,0.041841984794132085,178.58,110.89,1690.17,350.48,1109.65
2018-12-01 00:00:00.000,4009.6895798259993,113.4028831522645,32.01189401589973,0.3625003937119171,0.03905989867980723,,,,,
2018-12-02 00:00:00.000,4189.573822999859,118.10075903673732,34.20941109446745,0.3728938527414696,0.04143985618377899,,,,,
2018-12-03 00:00:00.000,4124.593548643215,115.94428273243844,33.55967966323352,0.3658156369270511,0.041502588420887915,184.82,112.09,1772.36,358.49,1116.36
2018-12-04 00:00:00.000,3878.8392347832714,108.67684762425776,30.945797182385565,0.3492607965624095,0.038869852691613034,176.69,108.52,1668.4,359.7,1062.47
2018-12-05 00:00:00.000,3943.6928120656007,109.85191500097886,31.040761380493855,0.3519264589931989,0.03759180045077487,,,,,
2018-12-06 00:00:00.000,3751.691966395661,102.51104175852288,29.16000879608354,0.3400297672767691,0.03446259679440515,174.72,109.19,1699.19,363.06,1078.08
2018-12-07 00:00:00.000,3466.763863771732,91.10115845588969,26.555391302743967,0.30745641048156885,0.030512031839958854,168.49,104.82,1629.13,357.965,1046.58
2018-12-08 00:00:00.000,3408.5236170431267,92.96795017189604,25.057364023857065,0.3017390158990849,0.029732205650799502,,,,,
2018-12-09 00:00:00.000,3424.7058606626006,90.67825609691094,24.37938676631775,0.3047234863823046,0.03038802710954653,,,,,
2018-12-10 00:00:00.000,3550.546433896889,93.53012682199429,25.500615802368984,0.3098202390975418,0.03133475525239142,169.6,107.59,1641.03,365.15,1053.18
