,BTC,ETH,LTC,XRP,ADA
,Price,Price,Price,Price,Price
date,,,,,
2017-07-06 00:00:00.000,2612.67042830497,267.4697236476019,51.349615273798875,0.254885,
2017-07-07 00:00:00.000,2509.21820981689,241.4766205298395,46.9101965899092,0.239652,
2017-07-08 00:00:00.000,2563.19551359687,246.21497097327446,52.225380888820716,0.236171,
2017-07-09 00:00:00.000,2519.21739188349,238.75431849081662,49.139120405794806,0.234352,
2017-07-10 00:00:00.000,2363.51568155487,210.52819727984127,46.122322334685656,0.20535,
2017-07-11 00:00:00.000,2353.91066125207,194.33493649003975,45.17531655973416,0.186181,
2017-07-12 00:00:00.000,2387.32891171674,222.13885617231483,48.112053480815796,0.205163,
2017-07-13 00:00:00.000,2364.32126576467,206.41325042813503,46.32610552758751,0.202281,
2017-07-14 00:00:00.000,2228.72879099011,197.96945236247697,42.47270435237382,0.189839,
2017-07-15 00:00:00.000,2033.29108803266,171.77744094493255,39.3599164745288,0.171654,
2017-07-16 00:00:00.000,1927.09906562122,156.46899162898947,40.977722650268845,0.144688,
2017-07-17 00:00:00.000,2181.28608069932,188.3527773486568,42.23544370507771,0.176842,
2017-07-18 00:00:00.000,2303.88935545646,228.50328003667275,43.96968265651814,0.18925,
2017-07-19 00:00:00.000,2274.62136530529,199.59051553264698,40.808311846719626,0.16227,
2017-07-20 00:00:00.000,2766.82511908244,223.4613483872583,44.559477809782734,0.187339,
2017-07-21 00:00:00.000,2658.07491237597,217.08647395834424,45.681161758405295,0.182354,
2017-07-22 00:00:00.000,2802.34788667742,231.14352894295098,46.536432869605974,0.19439,
2017-07-23 00:00:00.000,2731.60400741206,226.7185992848529,44.35164193221348,0.194755,
2017-07-24 00:00:00.000,2751.3470702262,224.91340709342114,44.68535422536415,0.191998,
2017-07-25 00:00:00.000,2563.74789523364,206.81050478775018,42.27705394243063,0.176387,
2017-07-26 00:00:00.000,2507.38968460757,200.3285558009793,41.79791533850362,0.173817,
2017-07-27 00:00:00.000,2649.44120113807,203.18932178158303,42.01199566083673,0.173468,
2017-07-28 00:00:00.000,2798.82931330334,192.58568390577597,40.613443914000825,0.165379,
2017-07-29 00:00:00.000,2720.10226250836,205.51111919711502,41.089118351897085,0.168693,
2017-07-30 00:00:00.000,2740.32359181287,197.19896347978235,40.33551668561418,0.165704,
2017-07-31 00:00:00.000,2871.3680152452,203.28719634179097,43.25623141628681,0.167145,
2017-08-01 00:00:00.000,2737.76379241919,227.08056705038587,43.086058420190966,0.17656,
2017-08-02 00:00:00.000,2697.8509023017,219.05792926762416,41.97360873627897,0.173609,
2017-08-03 00:00:00.000,2777.36799394604,224.86795657659746,42.748340163591,0.174492,
2017-08-04 00:00:00.000,2845.89716230278,221.67495953018923,43.40667948080554,0.174084,
2017-08-05 00:00:00.000,3237.07069450803,253.15566612330053,46.80635712690973,0.184159,
2017-08-06 00:00:00.000,3189.7324534615,263.2220861638244,45.0497004143323,0.180304,
2017-08-07 00:00:00.000,3356.70973808691,268.49662903477497,45.61671649007052,0.178999,
2017-08-08 00:00:00.000,3410.45008044914,295.14709831672786,48.68083406123701,0.191757,
2017-08-09 00:00:00.000,3330.89782529283,297.0696048197405,48.112943472508164,0.183649,
2017-08-10 00:00:00.000,3367.90538708821,296.7767240757822,46.447334345430114,0.180664,
2017-08-11 00:00:00.000,3562.58766284089,306.826433219032,46.514848641355954,0.179888,
2017-08-12 00:00:00.000,3800.14062506336,308.625531335255,46.05202451159524,0.17429,
2017-08-13 00:00:00.000,4023.25452207874,297.15980274719976,45.49699128995619,0.168459,
2017-08-14 00:00:00.000,4175.69529134641,296.3972895244633,45.17536671820172,0.17043,
2017-08-15 00:00:00.000,4149.30875941234,288.4507671723357,43.18263754816203,0.162467,
2017-08-16 00:00:00.000,4262.5587912331,300.0393294082391,43.8600420488999,0.160204,
2017-08-17 00:00:00.000,4286.91743450516,300.5703437604035,43.82756023309984,0.160787,
2017-08-18 00:00:00.000,4097.68580247375,296.114635373622,46.02803740815319,0.158533,
2017-08-19 00:00:00.000,4115.21198836208,296.6220895183796,45.92085890866426,0.155775,
2017-08-20 00:00:00.000,4001.22863247285,295.17157732771335,46.307641085892335,0.159505,
2017-08-21 00:00:00.000,3935.22993283277,322.2012201364436,47.63030338557997,0.193611,
2017-08-22 00:00:00.000,4008.41668521521,312.1744705574116,46.26970209680545,0.24087,
2017-08-23 00:00:00.000,4069.0802390251,316.7889202107443,53.34111202060729,0.248587,
2017-08-24 00:00:00.000,4167.28917680219,321.7852984049241,49.373887306220475,0.220536,
2017-08-25 00:00:00.000,4199.89203158457,329.0252809929819,50.59337008712765,0.218694,
2017-08-26 00:00:00.000,4123.51337132546,329.86578262442157,51.05524950436802,0.212467,
2017-08-27 00:00:00.000,4116.46873916326,343.34133712814116,60.57343440403569,0.203322,
2017-08-28 00:00:00.000,4216.24277330547,344.2011314209417,61.78499022029038,0.223638,
2017-08-29 00:00:00.000,4394.06343624723,366.809589912788,62.58837804209474,0.218175,
2017-08-30 00:00:00.000,4553.80652713686,378.90633073469184,64.70913445082766,0.22681,
2017-08-31 00:00:00.000,4702.93816308458,382.9344507545728,72.07096119453698,0.254085,
2017-09-01 00:00:00.000,4863.19304868405,386.3430570009356,85.74900643199518,0.249645,
2017-09-02 00:00:00.000,4556.5977768913,346.3987754868897,78.59617271819377,0.22457,
2017-09-03 00:00:00.000,4632.46233076675,349.92924044114534,78.61096174905751,0.228848,
2017-09-04 00:00:00.000,4317.18518771612,299.7173318855491,67.71412284698128,0.206462,
2017-09-05 00:00:00.000,4447.87559221093,318.9728041158723,73.17978578909559,0.216226,
2017-09-06 00:00:00.000,4592.25027789782,333.20632999273016,80.32849214856066,0.22686,
2017-09-07 00:00:00.000,4584.82027519271,329.4156625176296,79.07488176385246,0.223218,
2017-09-08 00:00:00.000,4285.20793872097,304.47510826802426,72.45067652427919,0.211528,
2017-09-09 00:00:00.000,4245.60734112386,299.6944444705654,69.88536258926085,0.210045,
2017-09-10 00:00:00.000,4132.6646422833,292.7796567856866,65.72967307094714,0.212904,
2017-09-11 00:00:00.000,4164.97621199409,296.4753988432914,67.48372302965512,0.214914,
2017-09-12 00:00:00.000,4130.95628475182,290.58653195906925,64.73901108590437,0.20922,
2017-09-13 00:00:00.000,3883.65200134942,277.33365793127047,61.905245005788025,0.200845,
2017-09-14 00:00:00.000,3100.66815470405,214.3117136334975,41.97670146887961,0.164177,
2017-09-15 00:00:00.000,3587.9431219159,246.9218572871298,48.40544193549847,0.181167,
2017-09-16 00:00:00.000,3606.27519721432,244.80561175288247,48.640870233258134,0.178489,
2017-09-17 00:00:00.000,3553.43231625865,249.66654597502836,48.72887672118188,0.178507,
2017-09-18 00:00:00.000,4012.28582499344,287.96109568877347,53.67176571192777,0.189366,
2017-09-19 00:00:00.000,3898.93473248234,280.4456323420793,51.9490893834729,0.183936,
2017-09-20 00:00:00.000,3858.02095060051,279.4176492108516,50.27791058620102,0.18244,
2017-09-21 00:00:00.000,3628.05858753461,257.465074465559,46.30842110034284,0.171347,
2017-09-22 00:00:00.000,3622.1830393146,263.46977368373445,47.66782053247434,0.173483,
2017-09-23 00:00:00.000,3763.41140627887,283.22215899335055,48.62027892084146,0.177651,
2017-09-24 00:00:00.000,3672.30507973319,280.68104473460187,47.005069965258606,0.175581,
2017-09-25 00:00:00.000,3866.70515274174,288.0857009417575,50.7619027687647,0.181323,
2017-09-26 00:00:00.000,3852.93520487706,283.9294530726591,51.2164312592989,0.187749,
2017-09-27 00:00:00.000,4134.21241496119,302.1518453516756,55.25331773926172,0.203149,
2017-09-28 00:00:00.000,4134.88495085993,294.3138380117381,53.22902373262487,0.196986,
2017-09-29 00:00:00.000,4130.41524600294,288.11459689868053,51.79012111303063,0.193591,
2017-09-30 00:00:00.000,4297.79117003372,297.2689355700251,54.38356598699032,0.196932,
2017-10-01 00:00:00.000,4347.57873545332,299.6748890236153,53.990495748775544,0.203369,
2017-10-02 00:00:00.000,4383.32549736353,295.8400297394862,53.15837672769154,0.202849,
2017-10-03 00:00:00.000,4319.06921246641,292.2107206992577,52.07234797772415,0.203454,
2017-10-04 00:00:00.000,4231.46418703684,293.0357027858311,51.39603139360603,0.213899,
2017-10-05 00:00:00.000,4290.38040438142,293.71934612048636,51.40244889038653,0.236733,
2017-10-06 00:00:00.000,4347.54723950876,307.7089805559562,51.91891051764906,0.233753,
2017-10-07 00:00:00.000,4405.0162007055,309.5982491240284,52.21251891350045,0.238596,
2017-10-08 00:00:00.000,4562.32193109848,307.05813687389934,52.94602111008093,0.279843,
2017-10-09 00:00:00.000,4758.72164979337,295.901045084102,49.72308038751972,0.249302,
2017-10-10 00:00:00.000,4769.47734676417,299.9170113647283,50.57011902672842,0.259381,
2017-10-11 00:00:00.000,4807.92589489803,303.2474665353709,50.70873200301891,0.264808,
2017-10-12 00:00:00.000,5331.61930195449,302.0199976805083,59.33263136780763,0.250161,
2017-10-13 00:00:00.000,5610.49316222874,337.9526134340301,59.20621027894534,0.259367,
2017-10-14 00:00:00.000,5679.21622165638,335.33824482981413,63.911163741648316,0.258943,
2017-10-15 00:00:00.000,5684.04710411913,335.3913549863649,65.29738470727818,0.265509,
2017-10-16 00:00:00.000,5728.93275055115,331.967214731027,64.49880550475196,0.255936,
2017-10-17 00:00:00.000,5643.85907705172,317.898212514702,59.831830017551724,0.226969,
2017-10-18 00:00:00.000,5592.78222421231,314.456554240651,60.79644893068493,0.219275,0.02684535467621909
2017-10-19 00:00:00.000,5696.38014134367,308.4746839282341,59.80946071354532,0.213848,0.026829950465728686
2017-10-20 00:00:00.000,5952.7713587923,302.35649692557024,59.9733345707149,0.210527,0.030299606216252807
2017-10-21 00:00:00.000,6043.96673129542,300.69384596228315,58.08103648759309,0.207555,0.028587962639027336
2017-10-22 00:00:00.000,6003.4640189335,295.4882479105146,56.54888451124239,0.203929,0.027796038407662104
2017-10-23 00:00:00.000,5959.98304059248,289.4140251237576,54.87817133086867,0.198939,0.026045125887389137
2017-10-24 00:00:00.000,5550.08158528565,298.75573430773346,55.84174923434772,0.207547,0.02741740303131111
2017-10-25 00:00:00.000,5704.87480650775,298.4839668215046,56.25756697748956,0.204953,0.027269301575107045
2017-10-26 00:00:00.000,5883.05318447111,295.7078546189935,55.733682645143894,0.203689,0.026591400393809417
2017-10-27 00:00:00.000,5775.51666530736,297.9291296930045,55.264935444737105,0.202493,0.026509621493760783
2017-10-28 00:00:00.000,5734.30745398276,296.4649529071602,54.431461863928426,0.20161,0.025976412766541904
2017-10-29 00:00:00.000,6123.54977135535,303.74113040048763,56.85374883232963,0.202587,0.02835203544137527
2017-10-30 00:00:00.000,6104.38870915078,306.2494615338919,56.14246066612937,0.202776,0.028385407497551127
2017-10-31 00:00:00.000,6368.65164135745,303.54211702851427,54.947872614631876,0.200793,0.03025109529644789
2017-11-01 00:00:00.000,6714.78898671902,292.33053872865435,53.183186973795024,0.194131,0.023096036249201986
2017-11-02 00:00:00.000,7059.7938605488,287.0696687458828,54.84768763760276,0.205095,0.021320577458857376
2017-11-03 00:00:00.000,7234.73838202036,305.8432726789198,56.20849968942875,0.208601,0.022789425903364136
2017-11-04 00:00:00.000,7390.53522652395,299.9549103522952,55.03892514594321,0.204145,0.021802078918245652
2017-11-05 00:00:00.000,7416.26795098255,297.5173231052644,54.95874528484824,0.202402,0.022026315814418173
2017-11-06 00:00:00.000,7103.04608116249,301.370794552855,55.475168826937264,0.206486,0.022303564694850217
2017-11-07 00:00:00.000,7166.74137167631,295.23511338265723,61.470691020521194,0.209832,0.022288565665913324
2017-11-08 00:00:00.000,7461.82443491069,308.9339866357258,62.517973982468874,0.216912,0.025146348345649026
2017-11-09 00:00:00.000,7186.29277509382,322.32952048358885,64.5375766485281,0.217419,0.03276949505442782
2017-11-10 00:00:00.000,6656.83969350681,301.3549333527746,59.37131833520768,0.206187,0.02729304274337792
2017-11-11 00:00:00.000,6365.39785208573,316.2583419604271,62.612170346646835,0.210117,0.027498518721010355
2017-11-12 00:00:00.000,5866.51312938529,314.1661277072687,58.91611214722563,0.196401,0.024521650906143423
2017-11-13 00:00:00.000,6423.09140246102,315.34395637188766,61.163041836811004,0.203654,0.025114287383622588
2017-11-14 00:00:00.000,6652.21677956026,338.937627406501,63.3379907268478,0.20995,0.0262283052840494
2017-11-15 00:00:00.000,7297.66883633256,334.286932546348,63.8863154197145,0.212758,0.02601455327855
2017-11-16 00:00:00.000,7814.9444036566,330.021315646911,71.4273855757988,0.223418,0.0271062720187573
2017-11-17 00:00:00.000,7783.54246476388,333.351255037181,67.905772479759,0.227181,0.0259167531670733
2017-11-18 00:00:00.000,7827.63146946899,348.74721545667,69.800760524238,0.228036,0.0265277202424606
2017-11-19 00:00:00.000,8011.14742989044,353.43572964676,71.4513280779582,0.230733,0.0277212109355903
2017-11-20 00:00:00.000,8220.50996617654,365.786815977961,72.2676667411913,0.239804,0.0300027359042463
2017-11-21 00:00:00.000,8114.13367954416,361.055822571048,70.0221180090943,0.232854,0.0285982155306659
2017-11-22 00:00:00.000,8257.12389528835,379.409057274538,71.9778248402716,0.238634,0.0287315492166677
2017-11-23 00:00:00.000,8117.66434762603,412.557611501513,73.9657164417569,0.245077,0.0279406665612257
2017-11-24 00:00:00.000,8278.12843633886,475.002014978137,77.815844012253,0.24466,0.0285119374458932
2017-11-25 00:00:00.000,8743.1593779107,467.446390045639,89.4923221207529,0.253218,0.0306147875989473
2017-11-26 00:00:00.000,9342.98864142167,468.998099373249,86.6839563567479,0.249117,0.0385478736298579
2017-11-27 00:00:00.000,9831.40292992241,484.362624150733,91.9976681925344,0.253946,0.0504690379751281
2017-11-28 00:00:00.000,10257.0674169803,474.182894748523,97.4689888557752,0.298582,0.120725683497858
2017-11-29 00:00:00.000,9875.89230818829,428.345443336342,85.8439541158924,0.240521,0.0926358698508062
2017-11-30 00:00:00.000,10406.18772373,454.160981519821,90.5163120674255,0.250447,0.124064710988949
2017-12-01 00:00:00.000,10995.7235531179,469.863479570669,99.6211577142234,0.255387,0.130849110282103
2017-12-02 00:00:00.000,11162.5450307617,469.857050536754,101.336077164893,0.255487,0.135290045772832
2017-12-03 00:00:00.000,11256.7018287538,461.880481908051,101.043499305462,0.251969,0.131928545432995
2017-12-04 00:00:00.000,11634.9849554034,472.252735495896,103.458673491068,0.252982,0.136318229854403
2017-12-05 00:00:00.000,12174.2537397926,467.016662982671,105.504082574865,0.245933,0.131266070674367
2017-12-06 00:00:00.000,13876.4735794148,448.328222164605,97.6653913097076,0.23525,0.128998005781454
2017-12-07 00:00:00.000,18491.1815542282,451.825581860168,102.930808623126,0.222823,0.113499775677648
2017-12-08 00:00:00.000,16908.0049521112,467.881662612901,126.387005489232,0.251643,0.119771110477752
2017-12-09 00:00:00.000,15266.4263894651,482.035518858509,156.102445307372,0.244248,0.122069680246509
2017-12-10 00:00:00.000,15808.5098961544,446.691058078548,151.323775255091,0.238779,0.110753179803104
2017-12-11 00:00:00.000,17106.5051488871,509.000876237775,218.514309118168,0.250616,0.120168304834103
2017-12-12 00:00:00.000,17249.920214656,661.841332287634,320.907411291884,0.379427,0.133573902305472
2017-12-13 00:00:00.000,16525.0444892988,709.883193572531,305.277042325734,0.478039,0.134376501748155
2017-12-14 00:00:00.000,16865.3616648753,704.621843737326,277.659994783501,0.865028,0.217011359286374
2017-12-15 00:00:00.000,17978.6305581344,693.09706413276,303.106108110488,0.76057,0.217634409481701
2017-12-16 00:00:00.000,19665.3949272416,702.244612799479,300.812015629059,0.762863,0.408204448101932
2017-12-17 00:00:00.000,19423.5801532525,728.700471211578,322.51878387701,0.729334,0.475589482657346
2017-12-18 00:00:00.000,19188.0539569348,798.115404033608,360.661761688956,0.776894,0.506894865185778
2017-12-19 00:00:00.000,18174.1867596316,829.989201766042,355.498945121761,0.792545,0.547831246289424
2017-12-20 00:00:00.000,17059.8883502646,813.403602277568,310.149356637793,0.774137,0.492296744072274
2017-12-21 00:00:00.000,16355.2382257401,812.885159103535,315.151977348519,1.15914,0.497934077786734
2017-12-22 00:00:00.000,14084.8249267767,669.276492289395,261.529860312372,1.10586,0.414617118807978
2017-12-23 00:00:00.000,15241.9164656487,715.719068265809,288.083102866388,1.17695,0.43637378035081
2017-12-24 00:00:00.000,14451.1145466743,686.208308919806,278.464135209187,1.0328,0.406643144559958
2017-12-25 00:00:00.000,14302.7537081839,733.902545910265,270.867365845771,1.12038,0.424664376944429
2017-12-26 00:00:00.000,16616.6820570844,774.110198124999,294.990835318576,1.18401,0.449756880487314
2017-12-27 00:00:00.000,16373.0810795739,764.967062014162,271.537978456558,1.40645,0.430559657117027
2017-12-28 00:00:00.000,15067.8994980567,736.840047017461,254.039084701569,1.43294,0.429505402037996
2017-12-29 00:00:00.000,15096.5594360709,755.343641318154,248.070088117097,2.20813,0.545309043550218
2017-12-30 00:00:00.000,13620.3618741461,736.909191519636,223.400325158751,2.17644,0.67857929095975
2017-12-31 00:00:00.000,14839.5907854184,774.696255457107,237.571416181209,2.28004,0.767634603799483
2018-01-01 00:00:00.000,14093.6068305274,776.080330355968,230.46212028623,2.31012,0.74714042363643
2018-01-02 00:00:00.000,15321.9328517642,876.890258814416,255.048185035276,2.45529,0.807430250865508
2018-01-03 00:00:00.000,15583.8855377593,963.0557506903511,248.04219364630376,3.12571,1.0754011011838815
2018-01-04 00:00:00.000,15976.365194174,978.416104183522,244.83437239359276,3.22005,1.1793470150411156
2018-01-05 00:00:00.000,18336.9229801691,1004.8949722625625,254.1385250810076,2.93138,1.0778211835149423
2018-01-06 00:00:00.000,18343.6624934071,1052.02336010703,289.9300333581779,3.09163,1.093780172480279
2018-01-07 00:00:00.000,17039.8739138488,1137.6549188901813,278.97598168335605,3.39845,1.0528536805180457
2018-01-08 00:00:00.000,15900.3650216006,1184.92393027798,263.7463834051953,2.4485,0.9418999315467624
2018-01-09 00:00:00.000,15604.7234082405,1361.4396682787146,258.71996457839646,2.14126,0.8662015396561794
2018-01-10 00:00:00.000,15509.2701268168,1345.5876017375906,253.7921714393668,1.95614,0.8164417056119962
2018-01-11 00:00:00.000,14050.5696063543,1181.6514100305303,233.34334721111807,1.93361,0.7274617292991923
2018-01-12 00:00:00.000,14759.294629915,1315.6187580839762,246.19188649019114,2.02577,0.9623286418063227
2018-01-13 00:00:00.000,15193.3148979847,1448.1800861342022,268.36811528589226,2.0225,0.9379071855617376
2018-01-14 00:00:00.000,14476.5889713691,1410.0002145085193,247.8011550075546,1.86561,0.8418895265838228
2018-01-15 00:00:00.000,14411.9977069182,1329.6713965043375,241.1518060528049,1.66706,0.8224040744826202
2018-01-16 00:00:00.000,11723.9135206658,1068.6004106894156,189.47312838641994,1.19515,0.6382177391603058
2018-01-17 00:00:00.000,11415.3928442768,1022.3652131699663,188.9409013269934,1.29116,0.6495671614349702
2018-01-18 00:00:00.000,11569.4249920858,1036.072312788025,194.75533862933017,1.61161,0.671356127214076
2018-01-19 00:00:00.000,11758.4693327652,1046.8985973958734,194.58350142038915,1.54157,0.6657514508348865
2018-01-20 00:00:00.000,13260.2711872786,1172.9172062239459,214.4069154795011,1.58205,0.7340009347332741
2018-01-21 00:00:00.000,11703.5048628599,1053.6332024800395,191.5864761882356,1.38127,0.6290330817666664
2018-01-22 00:00:00.000,10991.5950130802,1000.3871327788332,179.92105838110913,1.30411,0.5813511689714357
2018-01-23 00:00:00.000,10894.0009053405,991.665320638703,178.04211170597296,1.34234,0.5648508617693447
2018-01-24 00:00:00.000,11277.1159704489,1056.8792325682198,178.96961254775655,1.33309,0.6248776332409309
2018-01-25 00:00:00.000,11225.2544568853,1059.3154960264808,179.06314382212614,1.30965,0.63963832722956
2018-01-26 00:00:00.000,11044.9072365744,1048.7989058434846,175.06149796221538,1.21336,0.6206010251818365
2018-01-27 00:00:00.000,11456.2135062799,1095.7825142892807,179.6483041294699,1.23119,0.625463721730052
2018-01-28 00:00:00.000,11665.6969300847,1237.3241758467964,191.9302770791985,1.41666,0.6305763664855509
2018-01-29 00:00:00.000,11157.6638878978,1169.6342569193446,179.2810953229547,1.31967,0.5924707176465416
2018-01-30 00:05:11.070,,1161.9086430994253,,,
2018-01-30 00:05:14.355,,,,1.31231,
2018-01-30 00:05:18.718,11095.2106891266,,,,
2018-01-30 00:05:19.489,,,177.68852897104085,,
2018-01-30 00:05:21.088,,,,,0.5879492074894594
2018-01-31 00:00:00.000,9989.68977659669,1058.0960529662955,163.53293484489572,1.13747,0.5017165694625461
2018-02-01 00:00:00.000,10114.495086226,1106.1381723552724,161.40740610710998,1.14397,0.4994619104070018
2018-02-02 00:00:00.000,9070.55544937356,1021.2693786534147,141.66168195711376,0.958196,0.41192005156171696
2018-02-03 00:00:00.000,8830.16351005472,914.6388425021536,131.38437864518806,0.896766,0.39990284748947247
2018-02-04 00:00:00.000,8994.91486607664,941.8032295185238,154.25836575875746,0.919951,0.448042724772298
2018-02-05 00:00:00.000,8315.51749143615,834.8891703333355,150.93136565392322,0.840231,0.39506509860605493
2018-02-06 00:00:00.000,6852.05270051491,684.3133397266745,122.64490593121053,0.692773,0.3100116180114175
2018-02-07 00:00:00.000,7711.2203289411,785.7389155049871,142.43933220906135,0.779269,0.3599758232654266
2018-02-08 00:05:12.858,,,,0.732428,
2018-02-08 00:05:18.856,,,,,0.33025486846696983
2018-02-08 00:05:23.681,,751.8878893661607,,,
2018-02-08 00:05:28.226,7611.61027778882,,,,
2018-02-08 00:05:28.260,,,137.9204765035132,,
2018-02-09 00:00:00.000,8208.57208449673,807.8227505154956,148.41948563885336,0.777794,0.3423716700897969
2018-02-10 00:00:00.000,8650.71675042998,871.3268829432668,161.6947813385785,0.929139,0.3772460072631502
2018-02-11 00:00:00.000,8574.67763849023,854.3498784217315,154.9247190879229,1.08609,0.384454867565513
2018-02-12 00:00:00.000,8168.63777979963,817.2905243571003,151.2637896613063,1.0132,0.3551576922387197
2018-02-13 00:00:00.000,8911.3985742083,862.7487725902944,161.94280960057674,1.09286,0.3719208342226599
2018-02-14 00:00:00.000,8518.26907619091,833.7791837295838,157.89287775151092,1.02514,0.3547574424696075
2018-02-15 00:00:00.000,9428.02560716167,915.0765430188819,213.36148733637165,1.14767,0.38574353026605734
