,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
,Daily Return %,Daily Return %,Daily Return %,Daily Return %,Daily Return %,Daily Return %,Daily Return %,Daily Return %,Daily Return %,Daily Return %
2017-05-05,,,,,,,,,,
2017-05-08,0.04846073885613289,-0.019963960620063337,-0.05112100532832431,0.4609894613158487,,0.027188506981739913,-0.0008695652173913437,0.015939624257346185,-0.003761958813037203,0.008850023151071307
2017-05-09,0.04089526013542466,-0.005067489150459958,0.049084285798566274,-0.2034940004269452,,0.0064048101431279925,0.0014505366985786416,0.003982972266711737,0.04580227220938182,-0.0020653182989287533
2017-05-10,0.027726516790158806,0.010378509675378567,0.06943793328695724,0.1666282309384759,,-0.00474056756932284,0.003910776361529589,-0.004061627589681205,0.012326464545850735,-0.001954615296171247
2017-05-11,0.03517466058687102,0.0005209769051954805,-0.055810139866337094,-0.027151061840523627,,0.004502153203706172,-0.012263742605684747,-0.0014015490805627806,-0.006518664288789111,0.0010996606761342065
2017-05-12,-0.05971227659236167,-0.0031151671937723613,-0.04315348489196069,0.12432108867446856,,0.013965573238064355,-0.0011685655857435195,0.014488930161879354,0.005292479108635062,-0.0007846091077424733
2017-05-15,-0.04049241594543174,0.004986850624396855,-0.11187466966382598,0.18316294709439496,,-0.002562459961563124,0.000731207955542823,-0.0035158891142663684,-0.027492995905298523,0.004271625102079346
2017-05-16,0.01190062082505472,-0.03770707430121867,-0.07774089180943211,0.29773596293197957,,-0.0014771997430956807,0.014321204150226308,0.00845537960478926,0.0035773078384195856,0.0056191488918078125
2017-05-17,0.051352053673131115,0.012879352348243112,0.09004277622743051,0.19322821156614167,,-0.033575609442336174,-0.0278057916726695,-0.02205844296997117,-0.03438377338254306,-0.02326328775359998
2017-05-18,0.04708217949689186,0.09536760727576254,0.09981866537171524,-0.10420618729633246,,0.015241264559068268,0.0034084173088320124,0.014532791396756783,0.022704256639769937,0.008841291911226179
2017-05-19,0.04418974866635539,0.2642868110258647,-0.02717742347162866,-0.05843265333098335,,0.003408941916874353,-0.00029537734455764575,0.0014084653987000983,-0.007123235162588726,0.004366123093108909
2017-05-22,0.027030562855023366,0.035872726013254974,-0.06661043061772143,-0.06430273027568434,,0.00607604860838884,0.011227655488255328,0.01128313052175356,-0.0015442524852812278,0.009867490703399318
2017-05-23,0.08689983954176839,0.11098095612083991,0.2979973670643774,0.04798816306700249,,-0.001233846353659307,0.003360116873630359,0.0008962881308787196,-0.02091187369099412,0.006721503625255254
2017-05-24,0.06779283400266722,0.1130803229314592,0.10104698474583307,-0.08556376717792802,,-0.002990897269180781,0.001310425160162998,0.009068077485229642,0.020930691765944864,0.007274225954355895
2017-05-25,-0.03315132648318342,-0.07146089002304112,-0.17637840649884218,-0.17430093296725724,,0.003456371462110308,0.012360040715428289,0.0132911715203754,0.021307459222487113,0.014576364808052356
2017-05-26,-0.044196753447705794,-0.07846114763481038,-0.16296973851332464,0.08261833375861194,,-0.0016897380905959158,0.004883654122378456,0.0024159938794821034,0.026228576839314455,0.001421571592765014
2017-05-30,-0.051884813243321615,0.1770707218025902,-0.07265877770079698,-0.10997999497709388,,0.0003905995703403775,0.0064322469982847075,0.0009238988531603542,0.030632958110352604,0.002919649239381039
2017-05-31,0.07447427478629098,0.0024859591427752736,0.041735505998533595,0.20498873714989085,,-0.005921780438602142,-0.008095440988495906,-0.002086886726196502,0.017636526410026665,-0.009114910105704754
2017-06-01,0.045923246435552345,-0.04124980664599054,0.1179328688388861,0.34647544988028756,,0.002749410840534372,0.0037227949599081267,0.0013371941042810143,-0.001876777807102381,0.0012156946175119199
2017-06-02,0.03209771545686735,0.011218752656908748,0.02418289617709979,-0.0866260258897541,,0.014819166993079946,0.023680456490727586,0.010823836537978693,-0.0015277492140904902,0.007922775703487872
2017-06-05,0.06460146181845183,0.006072824959867162,0.10201678944638326,-0.012913315010386395,,-0.009778063686072591,0.007246376811594235,0.004579182104437196,0.02198028542003816,0.007790226077179385
2017-06-06,0.0,0.06913419104620622,0.004268525275510138,-0.029356868691333027,,0.0033781589033974324,0.003320420586607531,-0.00824648486166868,0.01592191638834506,-0.007172171972745778
2017-06-07,-0.06453887621313703,-0.037276604714352235,-0.07060986477913422,-0.010826468280654367,,0.005956620265458179,-0.0017926089354660668,0.007048853439681091,0.01927164517500346,0.004926355500260993
2017-06-08,0.0,0.016090093279866657,0.06105159344415689,0.025147567569481666,,-0.002445774602561568,-0.006078187594971696,0.00019800607878650567,0.028777978590296183,0.0026857296897930816
2017-06-09,-0.0025281461628229307,0.07679158912982231,-0.021636105613175194,-0.010217087197554542,,-0.03877669527066274,-0.02265462126476736,-0.0316351074465242,-0.0342702702702703,-0.03401441828971996
2017-06-12,-0.10367898902676154,0.16814587545133763,-0.1308992188582997,-0.06526691096365256,,-0.0238958249429454,-0.00767918088737185,-0.013697089879486035,0.0047296540915706675,-0.008565950604049077
2017-06-13,0.01293243325787441,-0.021298461927942824,0.03825734486369514,0.04635712211469789,,0.008045660844450575,0.012467755803955427,0.016457493444984594,0.04718531517227942,0.009035048502302967
2017-06-14,-0.08507728964110961,-0.10812674526571042,0.0011669675910823685,0.04216187429445806,,-0.009755099256429589,-0.005378627034678174,-0.004404612608203573,0.01252826173693311,-0.0026481195260176227
2017-06-15,-0.023531010101185967,-0.004060849577758541,-0.005900434307865132,-0.07092604388209334,,-0.005993386607880957,-0.005265404866941714,-0.01259639313035743,-0.013975726369989117,-0.008006777349601757
2017-06-16,0.02835623384458552,0.03440101313606103,0.17541212943414575,0.016574221836604952,,-0.013999584170767077,0.0014306151645206988,0.02441478162564703,-0.010497149251345483,-0.0016246953696181787
2017-06-19,0.01665247860030128,0.007249016134676545,0.08033588268691827,0.02115929281379203,,0.028607577142053753,0.012428571428571455,0.0075528242095350695,-0.004308023694130192,0.0173165592205462
2017-06-20,0.060170990024517534,-0.011023673600441097,-0.03872954178027865,0.12035942791974885,,-0.009088424217575608,-0.013545929166078885,-0.002592521880683596,0.006598161168199113,-0.006388302126699608
2017-06-21,-0.02188411999279649,-0.08423969609421067,-0.008248724424052112,-0.09916905514619967,,0.005930625474105389,0.0051494779001572955,0.009711965665581967,0.011175585643670605,0.009907222984757436
2017-06-22,0.0029109666478217555,-0.0028397299795214215,0.004846354821394838,0.021920286762823205,,-0.0016453006101323497,-0.00014230823964689332,-0.0009279307145066973,0.016498405951115958,-0.0020131004813047637
2017-06-23,0.004709883026138728,0.015151682142789502,0.001701261002695409,0.0709145938145157,,0.004463366064684449,0.013521206945630304,0.0024368321182464125,0.0021954470609759635,0.009696709057770647
2017-06-26,-0.04552178658456518,-0.10112086178584945,-0.0838966485687076,-0.07435623901345911,,-0.0031446540880503138,-0.00954922061508201,-0.009723633610297489,-0.015543095579606203,-0.014197487044793067
2017-06-27,0.017343837568083442,0.0845573821027672,-0.020135664056810998,-0.0019824083906249124,,-0.01433273899327936,-0.0187154402381966,-0.017304171110082756,-0.040054041166653453,-0.024689071999506207
2017-06-28,0.017417105065818506,0.12991086910740823,0.06218998108777596,0.020045028687631472,,0.014610728449175658,0.008524779656119197,0.013872110403571059,0.024477743742583602,0.013627398242782807
2017-06-29,-0.005341358223378334,-0.05392961198205182,-0.022275337156774766,-0.04170523317906716,,-0.014743194130151571,-0.018767908309455628,-0.014540607676229222,-0.028256653377868757,-0.024130862321932067
2017-06-30,-0.02768804333168451,-0.05160556395937488,-0.013632713997436263,-0.023697457139142286,,0.002366369710467664,0.0064242955175939365,-0.008125582777453233,0.0023839223839223767,-0.008679703994370014
2017-07-03,0.023096250662962836,-0.026338785403888787,0.1131232808762499,0.00018090769473566581,,-0.0036106096375504437,-0.011025678224285573,-0.0148140495867769,-0.024861038135007396,-0.010993029859736603
2017-07-05,-0.0014470609656821454,-0.014086648537519064,-0.0319587527658175,0.0056999768069909695,,0.004111498257839852,0.01334898048995159,0.01860201749051016,-0.07240088480517282,0.013921214625976175
2017-07-06,0.002090781634959571,0.005763690258977938,-0.03450445913807554,-0.0037211193064333736,,-0.00943854535359856,-0.007382744643891215,-0.006444307185505482,-0.05582561374545225,-0.004902065947267831
2017-07-07,-0.03959635221010127,-0.09718147819978662,-0.08645476037587552,-0.05976420738764532,,0.010159041546976999,0.012979437071605648,0.014111942308887793,0.014214940258394648,0.014142655412907157
2017-07-10,-0.06180558725509988,-0.11822245306135071,-0.06139300105895651,-0.12375401106028538,,0.00610348175891251,0.007486323063633948,0.018094323429645787,0.009035182938509578,0.010831092356586414
2017-07-11,-0.004063869928073061,-0.07691730133553976,-0.02053248247301087,-0.09334794253713163,,0.003240038604715334,0.0001428979708486544,-0.0023482894618002126,0.03534250909666192,0.002660357518401657
2017-07-12,0.014196906881289495,0.1430721628568321,0.06500755600015462,0.10195454960495431,,0.0014430014430015792,0.016573796256608153,0.0124530996952108,0.0070289102133120895,0.014818621333361204
2017-07-13,-0.009637400962704046,-0.07079178318979606,-0.037120592949548836,-0.01404736721533617,,0.01392891450528344,0.008713984539704622,-0.005841968783221185,-0.018542121874241202,0.0012297707872599428
2017-07-14,-0.0573494290889891,-0.04090724819334146,-0.08317990755598836,-0.061508495607595304,,0.008594437301211233,0.014072732339417637,0.0011792570680471126,0.013512259979592267,0.008319141249935491
2017-07-17,0.13190137425351312,0.20377063460131684,0.03069280022081977,0.2222299015813336,,0.0034889962426194465,0.007831821929101368,0.008215130613589361,-0.025047287814997765,-0.0009724539619820893
2017-07-18,0.056206875311758164,0.21316650199266252,0.04106122250189448,0.07016432747876644,,0.0034768654720513936,-0.0006816632583502846,0.014266761712407483,0.027130206214600827,0.011260707406041348
2017-07-19,-0.012703730794125456,-0.12653106992330931,-0.07189887710799447,-0.14256274768824306,,0.0062633262260127776,0.00763983628922249,0.0023622431548633305,-0.009078722885693447,0.005896955266224246
2017-07-20,0.21638931264988281,0.11959903400673766,0.09192161580103808,0.1544894311949221,,-0.00450271487220244,0.004874086108854536,0.0017821145812031425,0.01432699993851072,-0.0005842239390794202
2017-07-21,-0.03930505255154493,-0.02852786164104948,0.02517273549324006,-0.026609515370531578,,-0.00046561128109612326,-0.005793586634330272,-0.0029454651501895635,-0.004607177497575332,0.0016629879357783484
2017-07-24,0.007227644548978507,-0.007962258928583488,0.007524237629369157,-0.014156247593129834,,0.012111532574698769,-0.0025748746442608716,0.012947634229333094,0.042996345919610324,0.004497705868147683
2017-07-25,-0.06818448207522443,-0.08048832010335272,-0.0538946221795088,-0.08130813862644415,,0.0042737852587284575,0.008016304347826075,0.0008855094085373771,-0.008525049632138182,-0.029329566968176235
2017-07-26,-0.021982742816034184,-0.03134245522693979,-0.011333301619821046,-0.01457023476786834,,0.004713892889878224,-0.001887046771802181,0.012434246588515885,0.012514723203769229,-0.0038388904368286125
2017-07-27,0.05665314705669,0.014280370410326482,0.005121794247377354,-0.0020078588400443964,,-0.018897432555714855,-0.012018906144496966,-0.0064589665653495,-0.02730841936891104,-0.01325998901907155
2017-07-28,0.05638476222876743,-0.052185999652114456,-0.03328934331342959,-0.046631078930984504,,-0.007040382571732229,-0.0016402405686165578,-0.02481835564053536,0.0018238354362256626,0.0061101720716842944
