date,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
00:00.0,8168.63778,817.2905244,151.2637897,1.0132,0.355157692,162.71,89.13,1386.23,315.73,1054.56
00:00.0,8911.398574,862.7487726,161.9428096,1.09286,0.371920834,164.34,89.83,1414.51,323.66,1054.14
00:00.0,8518.269076,833.7791837,157.8928778,1.02514,0.354757442,167.37,90.81,1451.05,322.31,1072.7
00:00.0,9428.025607,915.076543,213.3614873,1.14767,0.38574353,172.99,92.66,1461.76,334.065,1091.36
00:00.0,10112.58014,928.2935214,222.3725841,1.14836,0.390910439,172.43,92,1448.69,335.49,1095.5
00:00.0,10155.27706,934.6767105,230.5204784,1.14125,0.390762138,,,,,
00:00.0,11006.64769,964.2765079,228.9466501,1.21041,0.414755377,,,,,
00:00.0,10523.42931,915.0920469,215.0420021,1.12868,0.368804123,,,,,
00:00.0,11103.09004,928.2902425,221.2380112,1.14499,0.373664983,171.85,92.72,1468.35,334.77,1103.59
00:00.0,11502.37705,902.9690554,238.1022946,1.09852,0.35618085,171.07,91.49,1482.92,333.3,1113.75
00:00.0,9973.59212,809.1296597,195.0100438,0.949136,0.315484416,172.5,91.73,1485.34,346.17,1109.9
00:00.0,10032.86311,812.4468626,196.2373307,0.95568,0.317349515,175.5,94.06,1500,352.05,1128.09
00:00.0,10301.88361,864.6697536,210.5902174,0.999782,0.325494177,,,,,
00:00.0,9742.62819,828.723399,205.4427655,0.949314,0.302825129,,,,,
00:00.0,9699.517182,842.6280248,220.4504679,0.95122,0.332057867,178.97,95.42,1521.95,357.42,1143.7
00:00.0,10355.57813,863.6502752,222.0904368,0.961025,0.328590659,178.39,94.2,1511.98,350.99,1117.51
00:00.0,10709.38843,869.2632438,216.560322,0.953311,0.330088551,178.12,93.77,1512.45,343.06,1103.92
00:00.0,10346.66493,846.3652118,202.5579972,0.90914,0.305806234,175,92.85,1493.45,330.93,1071.41
00:00.0,10859.55219,855.6787797,208.0688677,0.931663,0.299829345,176.21,93.05,1500.25,335.12,1084.14
00:00.0,11098.07581,850.4429896,207.333839,0.914247,0.291411134,,,,,
00:00.0,11356.0416,844.2552535,208.9013593,0.904932,0.289739933,,,,,
00:00.0,11286.67629,843.7565763,208.6267162,1.01533,0.296097288,176.82,93.64,1523.61,333.35,1094.76
00:00.0,11526.42093,840.1509955,209.1315433,0.957767,0.295174086,176.67,93.32,1537.64,328.2,1100.9
00:00.0,10727.71625,808.4491332,196.1597757,0.916863,0.278342815,175.03,93.86,1545,332.3,1115.04
00:00.0,9999.682486,752.5931712,186.4745951,0.876384,0.244571878,176.94,94.43,1551.86,329.1,1129.38
00:00.0,9420.85489,699.1898985,177.3479452,0.827276,0.215738896,179.98,96.54,1578.89,327.17,1160.84
00:00.0,9276.33759,710.8916533,187.8738317,0.845867,0.211249782,,,,,
00:00.0,8890.865804,684.9343401,179.3687384,0.802784,0.20501892,,,,,
00:00.0,9512.456113,713.19533,187.460394,0.831416,0.219994536,181.72,96.77,1598.39,345.51,1165.93
00:00.0,9232.70588,695.314203,179.0125452,0.8032,0.224542177,179.97,94.41,1588.18,341.84,1139.91
00:00.0,9216.530976,684.6415844,175.5249283,0.788572,0.221590155,178.44,93.85,1591,326.63,1148.89
00:00.0,8307.223386,608.3931488,161.9014115,0.700401,0.200277115,178.65,94.18,1582.32,325.6,1150.61
00:00.0,8359.365283,612.4435397,165.9046496,0.703766,0.187343023,178.02,94.6,1571.68,321.35,1134.42
00:00.0,8520.008159,607.8794875,168.0063128,0.697978,0.182067907,,,,,
00:00.0,8063.409792,560.1094331,155.7490756,0.648311,0.158040122,,,,,
00:00.0,8217.8422,538.6905901,153.7747262,0.661157,0.156052591,175.3,92.89,1544.93,313.56,1100.07
00:00.0,8640.52143,555.0775482,161.2085004,0.73457,0.19463663,175.24,93.13,1586.51,310.55,1095.8
00:00.0,8926.820496,554.209826,168.1703198,0.70411,0.203756355,171.27,92.48,1581.86,316.53,1094
00:00.0,8970.317906,561.1465342,169.0262744,0.691842,0.215881961,168.85,89.79,1544.92,309.1,1053.15
00:00.0,8736.385769,537.7059724,163.2309543,0.660199,0.20377531,164.94,87.18,1495.56,301.54,1026.55
00:00.0,8824.592832,538.1090292,167.6601431,0.637919,0.189287565,,,,,
00:00.0,8621.150792,519.4855998,158.2038629,0.64259,0.189116888,,,,,
00:00.0,8478.638196,519.3780446,158.8584881,0.642111,0.184856169,172.77,93.78,1555.86,304.18,1054.09
00:00.0,8186.196063,487.5396121,148.2252227,0.600615,0.167805123,168.34,89.47,1497.05,279.18,1006.94
00:00.0,7836.763044,449.0522525,135.5940434,0.579457,0.155675161,166.48,89.39,1431.42,257.78,1005.18
00:00.0,7930.779541,443.949101,130.524123,0.578339,0.159902712,167.78,91.27,1447.34,266.13,1037.14
00:00.0,7126.895193,385.3270957,114.3168799,0.512946,0.146256325,,,,,
00:00.0,6897.268578,395.3262633,118.7299444,0.509616,0.146720901,,,,,
00:00.0,6975.275314,395.796381,116.1955805,0.51199,0.155531961,,,,,
00:00.0,6836.572327,379.1235134,114.6906497,0.485634,0.151644766,166.68,88.52,1371.99,252.48,1012.63
00:00.0,7080.417232,384.8259823,118.6505415,0.499772,0.156503169,168.39,89.71,1392.05,267.53,1018.68
00:00.0,7464.356094,415.716234,134.0139122,0.560281,0.172862103,171.61,92.33,1410.57,286.94,1029.71
00:00.0,6845.315978,380.2819596,118.2547907,0.502687,0.155692402,172.8,92.38,1451.75,305.72,1032.64
00:00.0,6855.422305,384.4644854,119.2012228,0.498358086,0.15018647,168.38,90.23,1405.23,299.3,1009.95
00:00.0,6628.754456,369.9138977,112.2156714,0.475235074,0.144386983,,,,,
00:00.0,6884.477235,383.4463609,114.8276744,0.487961015,0.148131517,,,,,
00:00.0,6984.808966,396.9817555,115.9969023,0.499124735,0.156219915,170.05,90.77,1406.08,289.66,1020.09
00:00.0,6778.49157,398.773355,114.3129561,0.492436722,0.153217781,173.25,92.88,1436.22,304.7,1036.5
00:00.0,6829.316504,412.6893456,113.2201059,0.492965905,0.156458617,172.44,91.86,1427.05,300.93,1025.06
00:00.0,6925.101995,427.384946,117.5123301,0.540384642,0.165810902,174.14,93.58,1448.5,294.08,1037.29
00:00.0,7836.396994,488.6054893,128.1331775,0.625222679,0.212850549,174.73,93.08,1430.79,300.34,1036.04
00:00.0,7845.75284,488.9921813,124.297875,0.635036283,0.198932458,,,,,
00:00.0,7897.719931,495.1129136,124.1746814,0.63094825,0.199546577,,,,,
00:00.0,8258.067084,525.5274445,130.4588138,0.679873266,0.221055386,175.82,94.17,1441.5,291.21,1046.1
00:00.0,8030.999262,507.1103131,127.4667727,0.663044296,0.256204732,178.24,96.07,1503.83,287.69,1079.36
00:00.0,7873.63551,498.4670076,132.326249,0.656574851,0.243462641,177.84,96.44,1527.84,293.35,1075.39
00:00.0,8097.418233,517.3740432,138.6960307,0.705349644,0.260517557,172.8,96.11,1556.91,300.08,1089.45
00:00.0,8277.460639,566.3920839,145.8723165,0.789901238,0.272510943,165.72,95,1527.49,290.24,1077.32
00:00.0,8499.450009,590.2719225,151.2684186,0.930385185,0.294378768,,,,,
00:00.0,8878.42826,600.2596768,147.4024772,0.872205703,0.291419684,,,,,
00:00.0,8769.011999,617.2024079,145.5135876,0.869246994,0.284207807,165.24,95.35,1517.86,283.37,1073.81
00:00.0,8881.391704,636.3671639,150.781388,0.875024745,0.287600513,162.94,93.12,1460.09,283.46,1022.64
00:00.0,9716.489757,705.0276448,165.0834287,0.940198086,0.313285804,163.65,92.31,1460.17,280.69,1022.99
00:00.0,8825.2025,613.7267253,143.880451,0.795300256,0.269822322,164.22,94.26,1517.96,285.48,1043.31
00:00.0,9221.868026,657.0577935,152.4691556,0.851596117,0.293538156,162.32,95.82,1572.62,294.075,1031.45
00:00.0,8940.381122,641.9936056,144.5976895,0.813650162,0.289303499,,,,,
00:00.0,9249.659525,672.5969368,149.8508629,0.861026768,0.355823307,,,,,
00:00.0,9325.628851,680.1204954,151.6368915,0.870640603,0.363050177,165.26,93.52,1566.13,293.9,1018.58
00:00.0,9198.18951,662.7327358,146.731182,0.835342941,0.341195574,169.1,95,1582.26,299.92,1040.75
00:00.0,9024.387512,665.2257861,146.5240081,0.837300127,0.356345365,176.57,93.51,1569.68,301.15,1026.05
00:00.0,9122.653014,676.5525639,149.1472492,0.85539609,0.36946448,176.89,94.07,1572.075,284.45,1026.3
00:00.0,9551.135184,781.4257805,161.3575476,0.887598645,0.371949748,183.83,95.16,1580.95,294.09,1051
00:00.0,9634.538226,777.907647,167.6107458,0.893844395,0.358782142,,,,,
00:00.0,9766.244485,807.0673292,176.7058861,0.904191805,0.365313191,,,,,
00:00.0,9583.871746,785.8927435,170.7962173,0.871525546,0.34903139,185.16,96.22,1600.14,302.77,1059.46
00:00.0,9308.265026,748.8131414,163.3291529,0.831379309,0.334283331,186.05,95.81,1592.39,301.97,1058.59
00:00.0,9149.517833,744.3248257,157.8551236,0.812258994,0.321817939,187.36,96.94,1608,306.85,1088.95
00:00.0,9248.960396,743.6398157,155.1768238,0.800286274,0.315994257,190.04,97.91,1609.08,305.02,1105.47
00:00.0,8969.940376,717.4128744,146.7086631,0.755570358,0.295295669,188.59,97.7,1602.91,301.06,1103.38
00:00.0,8405.560563,675.2917525,135.8842378,0.686170545,0.261281099,,,,,
00:00.0,8480.580376,683.1702676,141.3358086,0.697820834,0.271200945,,,,,
00:00.0,8683.986203,726.8719105,143.3887324,0.745869887,0.285574292,188.15,98.03,1601.54,291.97,1106.6
00:00.0,8696.974004,727.8026816,147.3868068,0.741709715,0.273944544,186.44,97.32,1576.12,284.18,1084.87
00:00.0,8473.348649,703.1556815,138.829411,0.69721612,0.259170403,188.18,97.15,1587.28,286.48,1084.09
00:00.0,8343.125222,702.4531187,138.2208216,0.713593864,0.255964442,186.99,96.18,1581.76,284.54,1081.26
00:00.0,8056.053192,665.6275313,131.6109567,0.667050118,0.243517485,186.31,96.36,1574.37,276.82,1069.64
00:00.0,8202.82541,686.2132687,134.6957057,0.679514851,0.242257531,,,,,
00:00.0,8180.62701,685.846754,133.2591367,0.674030852,0.239781376,,,,,
00:00.0,8443.260246,703.8146666,137.413847,0.697846572,0.254431909,187.63,97.6,1585.46,284.49,1084.01
00:00.0,8354.996336,688.9132212,132.815662,0.680221277,0.248061244,187.16,97.5,1581.4,275.01,1075.31
00:00.0,8009.299507,641.1003511,127.3255302,0.645208614,0.22445223,188.36,98.66,1601.86,279.07,1085.96
00:00.0,7556.316043,581.2411881,118.6162366,0.60119855,0.200758954,188.15,98.31,1603.07,277.85,1085.45
00:00.0,7563.435465,597.8487719,121.8010941,0.631637623,0.208106292,188.58,98.36,1610.15,278.85,1084.08
00:00.0,7472.022602,582.2793863,118.4613093,0.611722481,0.200867761,,,,,
00:00.0,7328.871674,580.4834598,117.3035063,0.612348939,0.196420055,,,,,
00:00.0,7326.64394,565.9260648,116.5723471,0.606655974,0.193424143,,,,,
00:00.0,7111.068925,511.6158804,110.3772907,0.55189307,0.174819818,187.9,98.01,1612.87,283.76,1068.07
00:00.0,7451.230837,561.7406615,118.5419855,0.601478974,0.203218529,187.5,98.95,1624.89,291.72,1077.47
00:00.0,7380.851558,555.349151,116.585349,0.605363379,0.212016765,186.87,98.84,1629.62,284.73,1100
00:00.0,7460.16695,571.7271135,117.2794169,0.613200146,0.224355812,190.24,100.79,1641.54,291.82,1135
00:00.0,7487.076305,573.8335505,118.9068853,0.622789158,0.222009465,,,,,
00:00.0,7567.512938,583.1316392,121.5699373,0.641121983,0.226608778,,,,,
00:00.0,7639.879446,609.2946747,123.2721967,0.679120436,0.226439844,191.83,101.67,1665.27,296.74,1153.04
00:00.0,7463.654996,586.575976,118.4834031,0.661893931,0.21371746,193.31,102.19,1696.35,291.13,1151.02
00:00.0,7569.01134,600.678279,120.4121434,0.675837973,0.219339201,193.98,102.49,1695.75,319.5,1146.95
00:00.0,7605.578489,598.2160985,120.007362,0.673390369,0.215247804,193.46,100.88,1689.3,316.09,1134.42
00:00.0,7613.777393,595.1261407,119.7596443,0.675446001,0.209225447,191.7,101.63,1683.99,317.66,1132.71
00:00.0,7561.166101,590.4981452,118.2886115,0.672295267,0.204345647,,,,,
00:00.0,7415.001379,581.1212497,115.1493445,0.654282279,0.200104541,,,,,
00:00.0,6767.499485,522.9980387,106.1865235,0.585695519,0.177005565,191.23,101.05,1689.12,332.1,1140.9
00:00.0,6880.133649,529.1308298,106.5883668,0.60488908,0.181012541,192.28,101.31,1698.75,342.77,1148.19
00:00.0,6581.828075,495.0763559,100.0307135,0.563876868,0.16616143,190.7,100.85,1704.86,344.78,1144.23
00:00.0,6334.098906,474.859113,93.60424908,0.53516235,0.16060084,190.8,101.42,1723.86,357.72,1160.11
00:00.0,6644.72068,516.6441704,100.374727,0.5603573,0.171712587,188.84,100.13,1715.97,358.17,1159.27
00:00.0,6406.80705,485.4328365,95.24368841,0.534229405,0.162154315,,,,,
00:00.0,6478.815924,493.0678581,95.86381386,0.533846709,0.16235552,,,,,
00:00.0,6418.850002,491.400276,94.26164443,0.525608984,0.16021505,188.74,100.86,1723.79,370.83,1183.58
00:00.0,6677.533403,512.4288525,97.69066868,0.53603666,0.163492392,185.69,100.86,1734.78,352.55,1178.69
00:00.0,6708.68182,532.0039134,97.97865317,0.547988237,0.166645324,186.5,101.87,1750.08,362.22,1184.07
00:00.0,6714.375461,529.7630466,96.75047827,0.537603888,0.161668763,185.46,101.14,1730.22,347.51,1169.44
00:00.0,6690.832152,520.6671645,95.89075976,0.533660559,0.158308721,184.92,100.41,1715.67,333.63,1169.29
00:00.0,6088.579442,463.9408287,85.15034934,0.48839541,0.140484884,,,,,
00:00.0,6169.437264,472.9772648,82.82752474,0.492234104,0.138783158,,,,,
00:00.0,6159.707194,455.7184306,80.75750689,0.477667451,0.13213536,182.17,98.39,1663.15,333.01,1139.28
00:00.0,6241.848712,458.9258012,81.48473683,0.48138814,0.135157291,184.43,99.08,1691.09,342,1132.62
00:00.0,6069.872606,430.6017844,75.59326967,0.455449593,0.126052895,184.16,97.54,1660.51,344.5,1116.94
00:00.0,6117.03641,437.8765375,79.96550295,0.469691437,0.127005582,185.5,98.63,1701.45,349.93,1126.78
00:00.0,5879.988974,420.8621242,74.6487282,0.449189688,0.119515126,185.11,98.61,1699.8,342.95,1129.19
00:00.0,6182.256748,432.5072205,78.42011362,0.453132157,0.12512278,,,,,
00:00.0,6366.499468,449.4300451,80.7189737,0.465005651,0.137827099,,,,,
00:00.0,6312.877243,447.6805506,79.18262514,0.459475978,0.141504188,187.18,100.01,1713.78,335.07,1142.11
00:00.0,6595.547313,472.3116584,84.74967232,0.485941379,0.153591942,183.92,99.05,1693.96,310.86,1116.28
00:00.0,6497.607355,459.6987235,84.53041751,0.483524848,0.149856109,,,,,
00:00.0,6562.721737,463.2222083,84.88173147,0.4889309,0.150808399,185.4,99.76,1699.73,309.16,1141.29
00:00.0,6537.740872,466.8794801,82.93891309,0.476424232,0.147443318,187.97,101.16,1710.63,308.9,1155.08
00:00.0,6603.294704,467.5901145,82.88463462,0.477898129,0.145444021,,,,,
00:00.0,6759.836089,481.5238235,84.50029739,0.484151866,0.148038272,,,,,
00:00.0,6700.635479,483.8040308,81.94227892,0.476978629,0.145327687,190.58,101.85,1739.02,318.51,1167.28
00:00.0,6648.256796,469.7022294,80.1458845,0.47257773,0.139655047,190.35,102.12,1743.07,322.47,1167.14
00:00.0,6303.380665,431.7644545,75.62677421,0.444893858,0.128669097,187.88,101.98,1755,318.96,1171.46
00:00.0,6373.234805,443.0254304,77.80533081,0.449035941,0.131275308,191.03,104.19,1796.62,316.71,1201.26
00:00.0,6230.590197,427.7922444,76.16454184,0.435829349,0.12684678,191.33,105.43,1813.03,318.87,1204.42
00:00.0,6248.397313,431.2669397,76.36657935,0.437947097,0.13718089,,,,,
00:00.0,6246.137412,431.7845684,75.92037921,0.438412987,0.136830826,,,,,
00:00.0,6349.695837,446.6095209,77.77948804,0.445659904,0.142128623,190.91,104.91,1822.49,310.1,1196.51
00:00.0,6741.69196,478.208507,83.58247696,0.481584969,0.159495748,191.45,105.95,1843.93,322.69,1213.08
00:00.0,7303.37306,497.1775461,88.61836332,0.5041828,0.170946235,190.4,105.12,1842.92,323.85,1212.91
00:00.0,7334.771372,475.9901579,85.91424187,0.48419496,0.179256421,191.88,104.4,1812.97,320.23,1199.1
00:00.0,7442.800739,464.7899427,85.64467237,0.47555189,0.181033057,191.44,106.27,1813.7,313.58,1197.88
00:00.0,7331.871523,447.2032909,81.61309395,0.445942327,0.162290841,,,,,
00:00.0,7379.137272,458.0790284,83.06407881,0.45415051,0.163134845,,,,,
00:00.0,7395.866405,455.5332019,82.0161568,0.448753208,0.169667111,191.61,107.97,1802,303.2,1211
00:00.0,7704.995679,447.9213791,81.62616683,0.445060184,0.164440671,193,107.66,1829.24,297.43,1258.15
00:00.0,8422.373923,477.2092717,89.01009937,0.458077795,0.172853897,194.82,110.83,1863.61,308.74,1275.94
00:00.0,8144.553482,468.7374923,86.23869664,0.458664303,0.172129233,194.21,109.62,1808,306.65,1285.5
00:00.0,7929.079244,460.8693339,83.36509886,0.448791278,0.164716517,190.98,107.68,1817.27,297.18,1252.89
00:00.0,8145.333168,467.9579266,84.03873524,0.452254669,0.165133323,,,,,
00:00.0,8192.135702,465.8991553,83.52861053,0.454544423,0.163514435,,,,,
00:00.0,8197.593576,466.4192291,83.78014669,0.452850734,0.163344113,189.91,105.37,1779.22,290.17,1230.04
00:00.0,8185.921138,458.0809212,82.71207013,0.446519265,0.153861402,190.29,106.08,1777.44,298.14,1227.22
00:00.0,7738.249305,432.3501179,78.74951518,0.435434576,0.143065167,201.5,106.28,1797.17,300.84,1232.99
00:00.0,7612.300754,417.2754068,77.76038403,0.447298456,0.140928856,207.39,107.57,1834.33,349.54,1241.13
00:00.0,7540.633151,410.9251331,76.09387856,0.431147693,0.131716483,207.99,108.04,1823.29,348.17,1238.16
00:00.0,7411.666382,417.3553932,77.48498328,0.440918782,0.130116788,,,,,
00:00.0,7009.012012,406.8839912,73.07578142,0.430049486,0.12693422,,,,,
00:00.0,7036.609331,409.1649354,74.47702553,0.434473671,0.130987382,209.07,108.13,1847.75,341.99,1237.67
00:00.0,6926.116779,404.8171979,73.55085898,0.413334209,0.130258781,207.11,108.88,1862.48,379.57,1255.84
00:00.0,6711.732422,377.7509011,67.95803448,0.380186552,0.125162071,207.25,109.49,1886.52,370.34,1261.33
00:00.0,6259.52771,353.6461229,62.03249795,0.331736887,0.114469363,208.88,109.67,1898.52,352.45,1264.46
00:00.0,6531.249787,363.6851799,63.38488958,0.346205383,0.123206521,207.53,109,1886.3,355.49,1252.51
00:00.0,6166.590418,332.4924331,59.04290154,0.320764595,0.115668819,,,,,
00:00.0,6205.21848,317.3144774,57.7805908,0.30066297,0.111133282,,,,,
00:00.0,6318.407222,317.9561131,59.35194676,0.297115002,0.112346561,208.87,108.21,1896.2,356.41,1248.64
00:00.0,6283.996251,284.9586647,56.78013383,0.279172648,0.103942449,209.75,109.56,1919.65,347.64,1258.14
00:00.0,6212.22604,277.7460166,54.17861746,0.273936557,0.094587283,210.24,107.66,1882.62,338.69,1232.22
00:00.0,6267.768709,281.1411931,54.28578741,0.281679614,0.094589623,213.32,107.64,1886.52,335.45,1224.06
00:00.0,6309.385226,286.3202214,55.20215353,0.29235691,0.095164417,217.58,107.58,1882.22,305.5,1215.85
00:00.0,6566.715163,314.7932527,61.47176516,0.365942509,0.109912775,,,,,
00:00.0,6382.060591,293.1769918,57.03184793,0.326364281,0.099656546,,,,,
00:00.0,6475.49402,299.4351226,57.80860252,0.343703475,0.102443318,215.46,106.87,1876.71,308.44,1221.95
00:00.0,6242.882438,271.0615522,53.75570265,0.318491396,0.093829543,215.04,105.98,1883.42,321.9,1217.41
00:00.0,6467.27173,280.3747171,56.46311848,0.334633042,0.094893038,215.05,107.06,1904.9,321.64,1221.75
00:00.0,6336.656327,269.2483994,55.32681589,0.319322255,0.089946781,215.49,107.56,1902.9,320.1,1221.16
00:00.0,6521.065718,275.8083851,57.31467691,0.327469186,0.092342233,216.16,108.4,1905.39,322.82,1236.75
00:00.0,6684.379144,281.734642,57.85015609,0.327292583,0.094276742,,,,,
00:00.0,6736.036058,277.9667106,57.89206557,0.328022313,0.09447831,,,,,
00:00.0,6728.288003,273.5034142,56.96336839,0.32358914,0.09332999,217.94,109.6,1927.68,319.27,1256.27
00:00.0,6911.096029,286.9611038,60.6765071,0.33831813,0.100915751,219.7,110.26,1932.82,311.86,1245.86
00:00.0,7075.983405,296.2961276,63.36461191,0.352397894,0.105695436,222.98,112.02,1998.1,305.01,1264.65
00:00.0,7046.748947,288.5053606,61.68645769,0.344660533,0.105332719,225.03,111.95,2002.38,303.15,1254.44
00:00.0,7024.145107,285.1028726,60.18044433,0.335561857,0.100893918,227.63,112.33,2012.71,301.66,1231.8
00:00.0,7027.631279,282.2231787,62.05226226,0.335519503,0.102229525,,,,,
00:00.0,7211.270768,295.6461618,66.46681114,0.347982818,0.107423657,,,,,
00:00.0,7305.272801,294.5856885,66.20848047,0.342654064,0.105546661,,,,,
00:00.0,7260.897517,288.8528256,65.37599693,0.335754548,0.103623293,228.36,111.71,2039.51,288.95,1211.31
00:00.0,7359.462993,285.4857566,67.6559373,0.330812177,0.105293413,226.87,108.49,1994.82,280.74,1199.1
00:00.0,6764.926774,232.5957687,59.01983514,0.281468176,0.088588943,223.1,108.74,1958.31,280.95,1183.99
00:00.0,6498.279613,229.374958,57.41658645,0.301489352,0.088449542,221.3,108.21,1952.07,263.24,1177.59
00:00.0,6397.81887,215.4322375,55.75700637,0.289365052,0.083302832,,,,,
00:00.0,6181.194451,196.8653869,53.02124421,0.274581995,0.077848688,,,,,
00:00.0,6260.764806,195.8773383,54.78760162,0.27749808,0.076393002,218.33,109.38,1939.01,285.5,1175.06
00:00.0,6308.135475,196.3615327,54.30349828,0.26881171,0.073419888,223.85,111.24,1987.15,279.44,1189.99
00:00.0,6278.91707,184.0822318,51.73932425,0.263836394,0.070249999,221.07,111.71,1990,290.54,1171.6
00:00.0,6330.574238,182.9455763,51.78280104,0.270151107,0.066638363,226.41,112.91,1989.87,289.46,1182.14
00:00.0,6486.46163,211.8267275,54.57076763,0.280815933,0.069898913,223.84,113.37,1970.19,295.2,1177.98
00:00.0,6500.012255,211.3835617,56.62711648,0.276880547,0.0681112,,,,,
00:00.0,6530.221146,223.0530823,56.70904368,0.281883918,0.069335334,,,,,
00:00.0,6506.248493,220.1415794,56.82796365,0.28120384,0.069926851,217.88,112.14,1908.03,294.84,1159.83
00:00.0,6250.121727,196.5766097,52.24179094,0.271347906,0.063703714,218.24,113.21,1941.05,284.96,1167.11
00:00.0,6347.069255,210.1506965,54.21421559,0.321950175,0.069260576,218.37,111.7,1926.42,299.02,1174.27
00:00.0,6383.753841,209.1425268,54.19474803,0.326004614,0.072087089,220.03,113.57,1944.3,298.33,1191.57
00:00.0,6491.885242,224.3809777,56.53424638,0.449615905,0.081161799,217.66,114.26,1915.01,299.1,1172.12
00:00.0,6753.834472,247.4100179,60.81121247,0.565418551,0.087938025,,,,,
00:00.0,6747.032173,241.8437318,60.83230424,0.573448623,0.083682619,,,,,
00:00.0,6711.029452,244.7847955,61.5747062,0.572512681,0.08990618,220.79,114.67,1934.36,299.68,1179.56
00:00.0,6596.187313,228.3409115,57.9712557,0.494431878,0.082776148,222.19,114.45,1974.55,300.99,1193.89
00:00.0,6441.311545,219.5043438,57.76468074,0.528123262,0.080981204,220.42,113.98,1974.85,309.58,1194.06
00:00.0,6462.795635,214.9793803,57.33768532,0.514998566,0.079166623,224.95,114.41,2012.98,307.52,1207.36
00:00.0,6704.704246,229.2219593,63.3099992,0.542321115,0.0863093,225.74,114.37,2003,264.77,1207.08
00:00.0,6634.765965,222.2292398,61.98121172,0.540110979,0.084024662,,,,,
00:00.0,6606.073795,231.7358733,61.58886906,0.57164087,0.084582605,,,,,
00:00.0,6626.037956,232.7813852,61.1999726,0.58161275,0.085168913,227.26,115.61,2004.36,310.7,1208.53
00:00.0,6598.84126,231.1436846,60.38502542,0.577382932,0.084585802,229.28,115.15,1971.31,301.02,1207.64
00:00.0,6524.607698,225.7948538,59.61992823,0.516662498,0.082331753,232.07,115.17,1952.76,294.8,1211.53
00:00.0,6499.262379,220.4744603,57.55550599,0.528511844,0.080886138,227.99,112.79,1909.42,281.83,1177.07
00:00.0,6578.701809,222.1958478,58.31776189,0.527541728,0.081457957,224.29,112.13,1889.65,261.95,1167.83
00:00.0,6621.189364,228.0360702,58.86675542,0.519752781,0.08319801,,,,,
00:00.0,6589.124682,225.0688073,57.94556306,0.488678786,0.081494967,,,,,
00:00.0,6584.832153,225.6583486,58.29006388,0.48306769,0.084611412,223.77,110.85,1864.42,250.56,1155.92
00:00.0,6653.089451,229.524615,59.58971583,0.49118236,0.086870699,226.87,112.26,1870.32,262.8,1145.17
00:00.0,6633.74573,227.9689078,58.84129805,0.48025563,0.086427918,216.36,106.16,1755.25,256.88,1092.16
00:00.0,6582.455082,225.6620162,58.02620459,0.463130196,0.084860436,214.45,105.91,1719.36,252.23,1090.74
00:00.0,6234.367641,192.0010841,51.30214861,0.382765898,0.071003214,222.11,109.57,1788.61,258.78,1120.54
00:00.0,6285.592983,197.0680159,53.73520929,0.421278584,0.073535019,,,,,
00:00.0,6314.883384,201.0534997,53.93122558,0.422132428,0.073759661,,,,,
00:00.0,6328.55476,196.3186984,52.48165902,0.40522945,0.071678858,217.36,107.6,1760.95,259.59,1102.44
00:00.0,6659.875508,212.2030694,55.67753951,0.453025899,0.075713862,222.15,111,1819.96,276.59,1133.08
00:00.0,6635.125668,212.4442865,54.94816673,0.475810518,0.077001436,221.19,110.71,1831.73,271.78,1127.59
00:00.0,6635.741832,211.082693,54.76610986,0.47589815,0.078768464,216.02,108.5,1770.72,263.91,1097.91
00:00.0,6517.511088,204.3130489,52.83990687,0.461449988,0.075798572,219.31,108.66,1764.03,260,1105.18
00:00.0,6483.827769,203.9762625,53.41453402,0.457672067,0.076411855,,,,,
00:00.0,6532.67875,206.8820987,53.92745423,0.464206079,0.077267183,,,,,
00:00.0,6529.670021,206.3098268,53.24742288,0.460829574,0.076538147,220.65,109.63,1789.3,260.95,1111.37
00:00.0,6512.589059,205.0377549,52.70468586,0.456776058,0.076527673,222.73,108.1,1768.7,294.14,1114.91
00:00.0,6472.799661,204.0839456,52.71373342,0.463953781,0.07500109,215.09,102.32,1664.2,288.5,1057.12
00:00.0,6481.44359,203.5221988,52.5313681,0.458797754,0.074680965,219.8,108.3,1782.17,314.86,1103.59
00:00.0,6458.191522,202.3530228,52.28584395,0.460452039,0.07432406,216.3,106.96,1642.81,330.9,1083.75
00:00.0,6468.826425,203.3849686,52.21902611,0.461604975,0.074182545,,,,,
00:00.0,6457.058635,203.1873963,51.9181404,0.457433361,0.072956041,,,,,
00:00.0,6481.323142,204.7223407,51.92427253,0.463058429,0.07348245,212.24,103.85,1538.88,334.85,1034.73
00:00.0,6292.647924,195.7514045,48.83848139,0.44091381,0.069684178,213.3,103.73,1530.42,329.9,1049.51
00:00.0,6331.781808,197.4484496,49.16100683,0.446720328,0.06999556,218.86,106.81,1598.01,337.32,1090.58
00:00.0,6366.72011,198.6390488,49.85599625,0.453618031,0.070445185,222.22,105.92,1665.53,344.28,1085.98
00:00.0,6379.972972,199.122607,50.39359645,0.458067702,0.071037012,207.48,106.16,1665.53,346.41,1071.49
00:00.0,6425.441583,202.2827572,51.7350365,0.461717666,0.073171531,,,,,
00:00.0,6388.189788,200.1362278,51.03496098,0.457133843,0.071733427,,,,,
