date,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
17/08/2017,0.005714559,0.001769816,-0.000740579,0.00363911,,-0.019198509,-0.016972166,-0.018002822,-0.03028299,-0.017590308
18/08/2017,-0.044141655,-0.014824178,0.050207613,-0.014018546,,-0.002280502,0.001243094,-0.002186202,-0.012673335,-0.001595412
21/08/2017,-0.016494608,0.091572648,0.028562507,0.213824018,,-0.00184127,-0.004690302,-0.005404447,-0.02762908,-0.005733227
22/08/2017,0.018597834,-0.031119527,-0.028565875,0.244092536,,0.016347561,0.013998614,0.014276873,0.010329722,0.021208205
23/08/2017,0.015134044,0.014781637,0.152830245,0.032038029,,0.001251721,-0.006014215,-0.009204675,0.033455398,0.002318162
24/08/2017,0.024135414,0.015771947,-0.074374616,-0.112841782,,-0.004438055,-0.000412541,-0.005793319,0.000453553,-0.006036623
25/08/2017,0.007823516,0.02249942,0.024698942,-0.008352378,,0.003704401,0.001788417,-0.007548953,-0.013827105,-0.006820438
28/08/2017,0.024237773,0.002504197,0.020001438,0.099920323,,0.010071312,0.000137325,0.000804012,-0.006866829,-0.002547018
29/08/2017,0.042175148,0.065683859,0.013002961,-0.02442787,,0.008918065,0.003020733,0.008498763,0.004918128,0.008210057
30/08/2017,0.036354298,0.032978257,0.033884189,0.03957832,,0.002700878,0.013141684,0.014181498,0.016754952,0.008421053
31/08/2017,0.032748786,0.010630912,0.113767968,0.120254839,,0.003979186,0.010268883,0.013445778,0.007701455,0.012303551
1/09/2017,0.034075482,0.008901279,0.189785803,-0.017474467,,0.000304878,-0.011100709,-0.002396492,-0.001404889,-0.003402286
5/09/2017,0.030272133,0.064245441,0.080716735,0.047291996,,-0.012008534,-0.004463078,-0.013268592,-0.016347777,-0.011040032
6/09/2017,0.032459245,0.044623008,0.097686899,0.049180025,,-0.001048865,-0.002852873,0.002621028,-0.014474098,0.000573565
7/09/2017,-0.001617944,-0.011376337,-0.015606049,-0.016053954,,-0.004014576,0.01280654,0.012058277,0.01764723,0.008354387
8/09/2017,-0.065348764,-0.075711501,-0.083771295,-0.052370329,,-0.016309066,-0.004842615,-0.013854431,-0.02056416,-0.008927349
11/09/2017,0.00781858,0.012622947,0.026685816,0.009440875,,0.018092416,0.01054339,0.012485765,0.059085614,0.001997004
12/09/2017,-0.008168096,-0.019862919,-0.040672207,-0.026494319,,-0.003962848,-0.001070091,0.00472412,-0.002584619,0.003562001
13/09/2017,-0.05986611,-0.045607324,-0.043772156,-0.040029634,,-0.007522069,0.007096947,0.017321745,0.009593384,0.004003592
14/09/2017,-0.201610197,-0.227242322,-0.321920114,-0.182568647,,-0.008581272,-0.005850286,-0.007392957,0.031155285,-0.010847607
15/09/2017,0.157151602,0.152162208,0.153150206,0.103485872,,0.010108668,0.007222148,-0.005462553,0.005746213,-0.005148224
18/09/2017,0.129129661,0.153382783,0.101436547,0.060832348,,-0.007568176,-0.001991767,-0.012768674,0.013664727,-0.005923297
19/09/2017,-0.028251001,-0.026098884,-0.032096509,-0.02867463,,0.000378143,0.003725386,-0.004444718,-0.025714286,0.007647217
20/09/2017,-0.01049358,-0.003665534,-0.032169549,-0.008133264,,-0.016758017,-0.006627784,0.003454107,-0.003172487,0.011399782
21/09/2017,-0.059606302,-0.078565455,-0.078950964,-0.060803552,,-0.017171782,-0.009741126,-0.008795635,-0.019871092,1.06E-05
22/09/2017,-0.001619474,0.023322384,0.02935534,0.012465932,,-0.009778995,0.002695055,-0.009899964,-0.041994106,-0.004527466
25/09/2017,0.052936798,0.026381034,0.079923991,0.032702855,,-0.008822174,-0.015454912,-0.016029735,-0.017374462,-0.009520175
26/09/2017,-0.003561158,-0.014427123,0.008954126,0.03543952,,0.017203587,0,-0.00126624,0.000753645,0.00337158
27/09/2017,0.073003359,0.064179296,0.078820144,0.082024405,,0.00711767,0.008053508,0.013072661,-0.012396814,0.02396979
28/09/2017,0.000162676,-0.025940624,-0.036636606,-0.030337339,,-0.006159632,0.000270819,0.005815727,-0.004017949,0.005115116
29/09/2017,-0.001080974,-0.021063369,-0.027032294,-0.017234727,,0.005480167,0.008393123,0.005175659,0.004416961,0.009234979
2/10/2017,0.008222223,-0.012796732,-0.015412324,-0.002556929,,-0.00201142,0.001610954,-0.00224684,0.001260627,-0.006418683
3/10/2017,-0.014659255,-0.012267809,-0.020430059,0.002982514,,0.004356024,-0.00469106,-0.002178922,0.019354083,0.004765006
4/10/2017,-0.020283311,0.002823244,-0.012988018,0.051338386,,-0.00647333,0.005790466,0.008724271,0.019733441,-0.005452226
5/10/2017,0.013923364,0.002332969,0.000124864,0.106751317,,0.012444618,0.017137502,0.015951111,0.000901383,0.019042595
6/10/2017,0.013324421,0.047629258,0.010047413,-0.012588021,,-0.000579188,0.000394893,0.008900443,0.004362142,0.008577026
9/10/2017,0.043048194,-0.036335438,-0.060872199,-0.109136194,,0.003477141,0.003815789,0.001424847,-0.039060749,-0.001338513
10/10/2017,0.002260207,0.013571991,0.01703512,0.040428877,,0.00038501,0,-0.003824458,0.036886919,-0.004544951
11/10/2017,0.008061376,0.011104589,0.002741006,0.020922889,,0.004169339,0.001704024,0.007901135,-0.002784105,0.01807046
12/10/2017,0.108922937,-0.004047746,0.170067344,-0.055311773,,-0.003513255,0.009159906,0.005959799,0.003045685,0
13/10/2017,0.052305659,0.118974293,-0.002130718,0.036800301,,0.006346154,0.004797718,0.002008132,-0.000309267,0.002207527
16/10/2017,0.007896776,-0.010209387,-0.01222988,-0.036055275,,0.018408816,0.002064783,0.003390033,-0.013977557,0.001468443
17/10/2017,-0.014849829,-0.042380698,-0.072357549,-0.113180639,,0.003690268,-0.000772698,0.002772423,0.014689104,0.001634715
18/10/2017,-0.009049987,-0.01082629,0.01612217,-0.033898902,,-0.004424503,0.000257765,-0.012020255,0.010962755,0.001721068
19/10/2017,0.018523503,-0.019022883,-0.016234307,-0.024749743,-0.000573813,-0.023660491,0.003865481,-0.010421264,-0.021798971,-0.010762881
20/10/2017,0.045009499,-0.019833676,0.002739932,-0.015529722,0.129320244,0.001730991,0.011551791,-0.003750215,-0.019072795,0.003224068
23/10/2017,-0.007242648,-0.020556563,-0.029544582,-0.024469301,-0.062991441,-0.000512,0.000253775,-0.016898801,-0.023413503,-0.019431482
24/10/2017,-0.068775608,0.032278011,0.017558491,0.043269545,0.052688444,0.005955049,0.000380566,0.009934803,0.000949499,0.002993283
25/10/2017,0.027890261,-0.000909665,0.00744636,-0.012498374,-0.005401732,-0.004392107,-0.002916561,-0.003063839,-0.034090235,0.003004583
26/10/2017,0.031232653,-0.009300708,-0.009312247,-0.006167268,-0.024859499,0.006393453,0.001653313,-0.000493365,0.001012767,-4.03E-05
27/10/2017,-0.018279032,0.007511722,-0.008410483,-0.005871697,-0.003075389,0.035829998,0.064118842,0.132163755,-0.016249195,0.042615642
30/10/2017,-0.003129078,0.008258121,-0.01251084,0.000932933,0.00117706,0.022508433,0.00095454,0.008992234,-0.002462056,-0.00052241
31/10/2017,0.043290646,-0.008840324,-0.0212778,-0.009779264,0.065727004,0.013915547,-0.008463464,-0.005014178,0.035772307,-8.71E-05
1/11/2017,0.054350177,-0.036935824,-0.032115632,-0.033178447,-0.236522314,-0.012718883,0,-0.001447597,-0.031520526,0.0092494
2/11/2017,0.051379853,-0.017996307,0.031297498,0.056477327,-0.076872879,0.007310204,0.010459245,-0.008571325,-0.067958141,0.000359679
3/11/2017,0.024780401,0.065397379,0.024810746,0.017094517,0.068893464,0.026113854,0.001070791,0.01588346,0.022822963,0.006730778
6/11/2017,-0.042234433,0.012952091,0.009396567,0.020177666,0.012587165,0.010144928,0.003922035,0.008150414,-0.010813813,-0.006961971
7/11/2017,0.00896732,-0.020359243,0.108075781,0.016204488,-0.000672495,0.003213773,-0.002367705,0.002239752,0.010799921,0.009312541
8/11/2017,0.041173952,0.046399878,0.017037111,0.033741279,0.128217433,0.00818031,0.00344132,0.008645174,-0.00542395,0.005606287
9/11/2017,-0.036925508,0.043360506,0.032304352,0.002337353,0.303151241,-0.002042669,-0.005558184,-0.003310148,-0.004599363,-0.009987811
10/11/2017,-0.073675412,-0.065071878,-0.080050392,-0.051660618,-0.167120436,-0.006879691,-0.002616244,-0.00334771,0,-0.003407399
13/11/2017,0.09487378,0.003749063,0.038137779,0.036929547,0.024167887,-0.004007557,0.000715393,0.003394499,0.040958447,-0.002825265
14/11/2017,0.035672134,0.074818846,0.035559855,0.03091518,0.044357934,-0.015117549,0.001429763,0.0067926,-0.021242866,0.000422589
15/11/2017,0.097028115,-0.013721388,0.008657122,0.013374613,-0.008149669,-0.013190148,-0.012730518,-0.008928257,0.008422417,-0.005020929
16/11/2017,0.070882302,-0.012760346,0.118038896,0.050103874,0.041965692,0.011947007,0.002651241,0.009408089,0.003854802,0.011636322
17/11/2017,-0.004018191,0.010090074,-0.049303402,0.016842869,-0.043883528,-0.005552309,-0.009615385,-0.006515489,0.00816,-0.011998436
20/11/2017,0.026133901,0.034945777,0.011425101,0.039313839,0.0823025,-0.000999118,0.00157767,-0.003159628,-0.020028567,-0.001187385
21/11/2017,-0.012940351,-0.012933745,-0.031072661,-0.028982002,-0.046813077,0.018590422,0.014418999,0.011701929,0.02937747,0.015116077
22/11/2017,0.017622364,0.050832125,0.027929844,0.024822421,0.004662308,0.010511725,-0.007286192,0.014629352,-0.016393443,0.001542416
24/11/2017,0.019767273,0.151359233,0.052052867,-0.001701506,0.020445857,5.72E-05,0.001804837,0.025809577,0.00943698,0.004372956
27/11/2017,0.052276023,0.032760314,0.061299831,0.019384466,0.309256081,-0.005029434,0.007326447,0.008288364,0.003993028,0.014661341
28/11/2017,0.043296414,-0.021016753,0.059472384,0.175769652,1.392074197,-0.005859038,0.012042447,-0.001864814,0.002335785,-0.008134252
29/11/2017,-0.037162192,-0.096666185,-0.119269061,-0.194455794,-0.232674712,-0.020743052,-0.018143261,-0.027086126,-0.031522595,-0.024367764
30/11/2017,0.05369595,0.060268035,0.054428503,0.041268746,0.33927291,0.013983951,0.009959203,0.013330233,0.004259609,-0.0011664
1/12/2017,0.056652431,0.03457474,0.100587899,0.019724732,0.05468436,-0.004655223,0.001069265,-0.012237094,-0.007511737,-0.010712528
4/12/2017,0.033605148,0.022456575,0.023902321,0.004020336,0.033273197,-0.007307805,-0.037740328,-0.02443326,-0.00433889,-0.012877169
5/12/2017,0.046348903,-0.011087437,0.019770301,-0.027863642,-0.037061508,-0.000942285,0.006290084,0.006719873,-0.00491481,0.007639321
6/12/2017,0.139821288,-0.040016647,-0.074297516,-0.04343866,-0.017278379,-0.003713747,0.014585121,0.009443135,0.031478433,0.012867791
