,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return
2017-05-05,,,,,,,,,,
2017-05-08,1.048460738856133,0.9800360393799367,0.9488789946716757,1.4609894613158487,,1.02718850698174,0.9991304347826087,1.0159396242573462,0.9962380411869628,1.0088500231510713
2017-05-09,1.091337813513434,0.975069717383319,0.9954540424343965,1.163686871251079,,1.0337674543501612,1.0005797101449276,1.0199860836054166,1.0418680071347495,1.0067664267373828
2017-05-10,1.1215968097235494,0.9851894878793505,1.064576313823188,1.3575899559739764,,1.0288668098818474,1.0044927536231885,1.015843279987154,1.054710556186152,1.0047985856800103
2017-05-11,1.1610485968208926,0.9857027488497769,1.0051621608503263,1.3207299471252532,,1.033498925886144,0.9921739130434781,1.014419525772092,1.0478352521485326,1.0059035231721178
2017-05-12,1.09171974187035,0.9826321199837489,0.9617859107281012,1.4849245319968378,,1.0479323308270678,0.9910144927536231,1.0291173794358506,1.05338089832982,1.0051142821063268
2017-05-15,1.0475133719866963,0.9875323595848422,0.8541864296780728,1.7569076854901438,,1.045247046186896,0.9917391304347828,1.0254991168441898,1.0244203016053186,1.0094077535042307
2017-05-16,1.0599794314358844,0.9502954035271187,0.7877812148633846,2.280002287012147,,1.0437030075187972,1.0059420289855072,1.0341701011614837,1.0280849683800874,1.0150797659637163
2017-05-17,1.1144115520913949,0.9625345928640604,0.8587152225095017,2.720563051298217,,1.0086600429645545,0.9779710144927537,1.0113579189637638,0.9927355278093076,0.9914656732752455
2017-05-18,1.1668804768203718,1.0543292139056561,0.9444310299547757,2.4370635484231533,,1.0240332975295383,0.9813043478260868,1.0260557726275223,1.0152748500081077,1.0002315107126323
2017-05-19,1.2184446318147408,1.3329745196201888,0.9187638279139483,2.294659458952567,,1.027524167561762,0.9810144927536231,1.0275009366804047,1.008042808496838,1.00459864461001
2017-05-22,1.251379876020375,1.380791949345174,0.8575645737006141,2.1471065906889923,,1.0337674543501614,0.9920289855072463,1.0390943638601937,1.006486135884547,1.0145115123963468
2017-05-23,1.3601245864523435,1.5340335600874597,1.1131165587510823,2.2501422918852114,,1.0324919441460798,0.9953623188405796,1.0400256918053845,0.9854386249391925,1.021330555204782
2017-05-24,1.4523312867646536,1.7075025704498457,1.225593630683537,2.0576116407051357,,1.0294038668098822,0.9966666666666665,1.0494567253653053,1.0060645370520513,1.0287599444374294
2017-05-25,1.4041845781153768,1.5854829170488691,1.0094253790884444,1.6989680120459416,,1.03296186895811,1.0089855072463767,1.063405234705347,1.0275012161504784,1.043755524687461
2017-05-26,1.3421241785213407,1.461084107821828,0.844919589009687,1.8393339183103588,,1.0312164339419982,1.0139130434782606,1.0659744152438044,1.0544511107507704,1.0452392978911482
2017-05-30,1.2724883161694145,1.7197993254081325,0.7835287644167834,1.6370439832133872,,1.031619226638024,1.0204347826086955,1.0669592677835464,1.0867520674558135,1.0482910300122072
2017-05-31,1.3672559606901602,1.7240746762648695,0.8162297338641237,1.9726195619911266,,1.025510204081633,1.0121739130434781,1.0647326446502166,1.1059185989946492,1.0387359515090293
2017-06-01,1.4300447931134124,1.652956929225695,0.9124900480103203,2.656083812174658,,1.0283297529538138,1.0159420289855068,1.0661563988652785,1.1038430355115942,1.039998737214295
2017-06-02,1.4759459639733414,1.6715010441672014,0.9345567001039907,2.425997827095859,,1.043568743286789,1.0399999999999996,1.0776963014505163,1.102156640181612,1.0482384139411545
2017-06-05,1.5712942308110633,1.681651777428664,1.0298971742042062,2.394670152940057,,1.033364661654136,1.0475362318840575,1.0826312690681368,1.1263823577103942,1.05640442816854
2017-06-06,1.5712942308110633,1.7979114126826095,1.0342933163234733,2.3243701357011415,,1.0368555316863592,1.0510144927536227,1.0737033666969973,1.144316523431166,1.048827713936945
2017-06-07,1.4698846669543317,1.7308913796406171,0.9612620051159105,2.299205416154473,,1.0430316863587545,1.0491304347826083,1.0812717443665365,1.166369385438625,1.0539946121143244
2017-06-08,1.4698846669543317,1.7587415833963518,1.019948582245562,2.3570248397133358,,1.0404806659505914,1.0427536231884054,1.0814858427447411,1.1999351386411548,1.0568253567369619
2017-06-09,1.4661685836737788,1.8937981444540575,0.9978808670000888,2.3329429113991824,,1.000134264232009,1.019130434782608,1.0472729219076164,1.1588130371331282,1.0208780569937284
2017-06-12,1.3141577071756825,2.2122324913814038,0.8672590409961344,2.1806789341176076,,0.9762352309344794,1.0113043478260864,1.0329283305678958,1.1642938219555703,1.0121332659847624
2017-06-13,1.3311529640140531,2.165115341887959,0.900438069213681,2.2817689337594467,,0.9840896885069821,1.0239130434782604,1.0499277417973558,1.2192313928976817,1.021277939133729
2017-06-14,1.217902077738008,1.931008466844758,0.9014888512582301,2.377972588713612,,0.9744897959183676,1.0184057971014486,1.0453032168281324,1.2345062429057894,1.0185734730816178
2017-06-15,1.1892436116444995,1.9231669319275233,0.8961696755121081,2.209312400536095,,0.9686493018259938,1.013043478260869,1.032136166568538,1.2172531214528948,1.0104179820684427
2017-06-16,1.2229660815944705,1.9893258228156003,1.0533687066279944,2.245930034368943,,0.9550886143931261,1.0144927536231878,1.0573355456832414,1.2044754337603376,1.0087763606515971
2017-06-19,1.2433314980971168,2.0037464778023195,1.1379920114697317,2.293452325605445,,0.9824113856068747,1.0271014492753618,1.0653214151902797,1.1992865250527003,1.0262448962411077
2017-06-20,1.3181439852662868,1.9816578306529933,1.0939181023158915,2.569490935476534,,0.9734828141783032,1.0131884057971008,1.062559546111438,1.2071996108318475,1.019688933787936
2017-06-21,1.2892975641249365,1.8147235772360724,1.0848946733474056,2.3146769471986013,,0.9792561761546729,1.0184057971014486,1.0728790879409087,1.2206907734717045,1.0297912194300627
2017-06-22,1.293050666333222,1.8095702522892507,1.0901524578782884,2.365415329644491,,0.9776450053705698,1.0182608695652169,1.0718835304822565,1.2408302253932224,1.0277181462305847
2017-06-23,1.2991407837185223,1.8369882855669848,1.0920070917418694,2.5331577969488586,,0.982008592910849,1.0320289855072458,1.074495530696355,1.243554402464732,1.037683630087974
2017-06-26,1.2400015742187829,1.6512304470399413,1.0003913565314653,2.3448017103401217,,0.9789205155746513,1.0221739130434777,1.0640475298399616,1.2242257175287827,1.0229511301932062
2017-06-27,1.2615079601062011,1.7908541708900207,0.9802478122510102,2.340153355755192,,0.9648899033297533,1.003043478260869,1.0456350693143501,1.175190530241609,0.9976954160878898
2017-06-28,1.2834797767887371,2.0235055926749705,1.0412094051562344,2.387061796904762,,0.9789876476906557,1.0115942028985503,1.0601402344377244,1.203956542889574,1.0112914088479183
2017-06-29,1.276624251528447,1.9143787212184975,1.0180161146055744,2.2875088280520055,,0.9645542427497319,0.9926086956521735,1.0447251512069797,1.169936760175126,0.9868880750936565
2017-06-30,1.241277023933848,1.81558612767819,1.0041377920703753,2.2333006856438335,,0.966836734693878,0.9989855072463765,1.0362361505111601,1.172725798605481,0.9783221787262699
2017-07-03,1.2699458692208005,1.7677657942789966,1.11772915356121,2.233704706922525,,0.9633458646616545,0.9879710144927533,1.020885296793877,1.1435706178044431,0.9675674538030895
2017-07-05,1.2681081801249219,1.7428638988383403,1.0820079238834008,2.2464367719456497,,0.9673066595059081,1.0011594202898546,1.0398758229406415,1.0607750932382034,0.9810371679925916
2017-07-06,1.2707595174190691,1.7529092265147992,1.044673825686692,2.2380775127028807,,0.9581766917293236,0.9937681159420284,1.0331745437028317,1.0015566726122913,0.976228059098371
2017-07-07,1.2204420759930052,1.5825589167320464,0.954356800416,2.10432058408408,,0.9679108485499468,1.0066666666666662,1.0477546432585776,1.0157937408788715,0.9900345161426104
2017-07-10,1.1450119367754243,1.39546491948187,0.8957659723574382,1.8439024712469527,,0.973818474758325,1.0142028985507243,1.0667130546486114,1.024971623155505,1.0007576714231594
2017-07-11,1.140358757198278,1.2881295237669084,0.8773736732300895,1.6717779693169172,,0.9769736842105269,1.014347826086956,1.0642081036236153,1.0611966920706988,1.003420044618428
2017-07-12,1.156548324285485,1.472425000771981,0.9344095914256559,1.8422233392181087,,0.9783834586466172,1.0311594202898546,1.0774607932344913,1.0686557483379275,1.018289346297933
2017-07-13,1.1454022043516023,1.3681894093540956,0.89972375333419,1.816344951479449,,0.9920112781954895,1.0401449275362311,1.0711663009152708,1.0488406032106372,1.0195416087889881
2017-07-14,1.0797140418547684,1.3122205456101463,0.8248848147059251,1.7046243060094974,,1.000537056928035,1.0547826086956515,1.072429481346679,1.0630128101183718,1.0280233194426902
2017-07-17,1.2221298077762275,1.5796125589260122,0.850202839528882,2.083442797767137,,1.0040279269602583,1.0630434782608689,1.081239629609806,1.0363872223123074,1.0270236140926883
2017-07-18,1.290821905496689,1.9163330426159486,0.8851132074945199,2.229626160512948,,1.0075187969924817,1.0623188405797095,1.0966654177594608,1.0645046213718177,1.0385886265100812
2017-07-19,1.274423651506099,1.673857372404362,0.8214745617622087,1.9117645287526344,,1.0138292158968856,1.070434782608695,1.0992560081357383,1.054840278903843,1.0447131371806204
2017-07-20,1.5501953094802574,1.8740490972089798,0.8969858308188405,2.207111943378257,,1.0092642320085934,1.075652173913043,1.1012150082963121,1.069952975514837,1.0441027907564087
2017-07-21,1.4892648013759775,1.8205864838552683,0.9195654178792274,2.1483817641964498,,1.0087943071965633,1.069420289855072,1.0979714178665096,1.0650235122425813,1.045839121101149
2017-07-24,1.5000286779996281,1.8060905028689334,0.9264844465991009,2.1179687400179197,,1.021012352309345,1.066666666666666,1.1121875501793075,1.1108156315874818,1.050542997853264
2017-07-25,1.39774999949224,1.6607213123383933,0.876551917394451,1.9457606440980675,,1.0253759398496245,1.0752173913043472,1.1131724027190495,1.1013458731960435,1.019731026644778
2017-07-26,1.3670236207322901,1.6086702289620025,0.8666176901291872,1.9174104547114799,,1.0302094522019338,1.0731884057971008,1.1270138628699888,1.1151289119507055,1.015816390958454
2017-07-27,1.4444698109476053,1.6316426356996445,0.8710563276291663,1.9135605651799938,,1.010741138560688,1.060289855072463,1.1197345180110263,1.0846765039727582,1.0023466767689522
2017-07-28,1.5259158977845186,1.5464937336806477,0.8420594344933838,1.8243291714258663,,1.0036251342642324,1.0585507246376806,1.0919445485200452,1.086654775417545,1.0084711874394914
2017-07-31,1.5988863928124843,1.5942394915900204,0.903033374993416,1.8401939564402576,,0.9984559613319015,1.0536231884057965,1.0574104801156134,1.0490351872871737,0.9949699036073576
2017-08-01,1.5244905045931358,1.7808342791825789,0.8994807794490128,1.9438490229985455,,1.0073174006444687,1.0518840579710138,1.0664133169191246,1.0363872223123074,0.9960853643136757
2017-08-02,1.5022654966638667,1.7179183345969846,0.8762568609595449,1.911359792896208,,1.0549140708915148,1.0472463768115936,1.0660921693518173,1.0568834117074752,0.9972218714484149
2017-08-03,1.5465436230312042,1.7634823206711905,0.8924304459578819,1.9210812399244572,,1.0443743286788403,1.0456521739130429,1.0564898570893326,1.1256364520836712,0.9894978322178722
2017-08-04,1.5847032578166431,1.7384418750380297,0.9061741854388775,1.9165893368808264,,1.0498791621911927,1.0533333333333326,1.0571963817374086,1.1574833792767962,0.9952750768194634
